,nid,pitch,onset,duration,label
0,0,79,0.0,0.5,1
1,1,64,0.0,0.25,1
2,2,60,0.25,0.25,0
3,3,79,0.5,0.75,0
4,4,64,0.5,0.25,0
5,5,60,0.75,0.25,0
6,6,64,1.0,0.25,0
7,7,77,1.25,0.125,0
8,8,60,1.25,0.25,0
9,9,76,1.375,0.125,0
10,10,76,1.5,0.125,0
11,11,64,1.5,0.25,0
12,12,74,1.625,0.125,0
13,13,72,1.75,0.125,0
14,14,60,1.75,0.25,0
15,15,71,1.875,0.125,0
16,16,72,2.0,0.75,1
17,17,64,2.0,0.25,1
18,18,60,2.25,0.25,0
19,19,64,2.5,0.25,0
20,20,74,2.75,0.125,0
21,21,60,2.75,0.25,0
22,22,76,2.875,0.125,0
23,23,67,3.0,0.5,0
24,24,64,3.0,0.25,0
25,25,60,3.25,0.25,0
26,26,64,3.5,0.25,0
27,27,60,3.75,0.25,0
28,28,79,4.0,0.25,1
29,29,64,4.0,0.25,1
30,30,79,4.25,0.25,0
31,31,60,4.25,0.25,0
32,32,79,4.5,0.75,0
33,33,64,4.5,0.25,0
34,34,60,4.75,0.25,0
35,35,64,5.0,0.25,0
36,36,77,5.25,0.125,0
37,37,60,5.25,0.25,0
38,38,76,5.375,0.125,0
39,39,76,5.5,0.125,0
40,40,65,5.5,0.25,0
41,41,74,5.625,0.125,0
42,42,72,5.75,0.125,0
43,43,60,5.75,0.25,0
44,44,71,5.875,0.125,0
45,45,72,6.0,0.75,1
46,46,64,6.0,0.25,1
47,47,60,6.25,0.25,0
48,48,64,6.5,0.25,0
49,49,74,6.75,0.125,0
50,50,60,6.75,0.25,0
51,51,76,6.875,0.125,0
52,52,67,7.0,0.5,0
53,53,64,7.0,0.25,0
54,54,60,7.25,0.25,0
55,55,64,7.5,0.25,0
56,56,60,7.75,0.25,0
57,57,69,8.0,0.25,1
58,58,65,8.0,0.25,1
59,59,72,8.25,0.25,0
60,60,60,8.25,0.25,0
61,61,77,8.5,0.25,0
62,62,65,8.5,0.25,0
63,63,81,8.75,0.25,0
64,64,60,8.75,0.25,0
65,65,84,9.0,0.5,0
66,66,65,9.0,0.25,0
67,67,60,9.25,0.25,0
68,68,65,9.5,0.25,0
69,69,60,9.75,0.25,0
70,70,67,10.0,0.25,1
71,71,64,10.0,0.25,1
72,72,72,10.25,0.25,0
73,73,60,10.25,0.25,0
74,74,76,10.5,0.25,0
75,75,64,10.5,0.25,0
76,76,79,10.75,0.25,0
77,77,60,10.75,0.25,0
78,78,84,11.0,0.5,0
79,79,64,11.0,0.25,0
80,80,60,11.25,0.25,0
81,81,64,11.5,0.25,0
82,82,60,11.75,0.25,0
83,83,79,12.0,1.5,1
84,84,64,12.0,0.5,1
85,85,60,12.0,0.25,1
86,86,67,12.0,0.0,1
87,87,55,12.25,0.25,0
88,88,64,12.5,0.5,0
89,89,60,12.5,0.25,0
90,90,55,12.75,0.25,0
91,91,62,13.0,0.5,0
92,92,59,13.0,0.25,0
93,93,55,13.25,0.25,0
94,94,77,13.5,0.25,0
95,95,62,13.5,0.5,0
96,96,59,13.5,0.25,0
97,97,76,13.75,0.125,0
98,98,55,13.75,0.25,0
99,99,77,13.875,0.125,0
100,100,75,14.0,0.5,1
101,101,60,14.0,0.25,1
102,102,48,14.25,0.25,0
103,103,76,14.5,0.5,0
104,104,52,14.5,0.25,0
105,105,55,14.75,0.25,0
106,106,60,15.0,0.25,0
107,107,64,15.25,0.25,0
108,108,67,15.5,0.25,0
109,109,64,15.75,0.25,0
110,110,69,16.0,0.25,1
111,111,65,16.0,0.25,1
112,112,72,16.25,0.125,0
113,113,60,16.25,0.25,0
114,114,69,16.375,0.125,0
115,115,77,16.5,0.125,0
116,116,65,16.5,0.25,0
117,117,72,16.625,0.125,0
118,118,81,16.75,0.125,0
119,119,60,16.75,0.25,0
120,120,77,16.875,0.125,0
121,121,84,17.0,0.5,0
122,122,65,17.0,0.25,0
123,123,60,17.25,0.25,0
124,124,65,17.5,0.25,0
125,125,60,17.75,0.25,0
126,126,67,18.0,0.25,1
127,127,64,18.0,0.25,1
128,128,72,18.25,0.125,0
129,129,60,18.25,0.25,0
130,130,67,18.375,0.125,0
131,131,76,18.5,0.125,0
132,132,64,18.5,0.25,0
133,133,72,18.625,0.125,0
134,134,79,18.75,0.125,0
135,135,60,18.75,0.25,0
136,136,76,18.875,0.125,0
137,137,84,19.0,0.5,0
138,138,64,19.0,0.25,0
139,139,60,19.25,0.25,0
140,140,64,19.5,0.25,0
141,141,60,19.75,0.25,0
142,142,81,20.0,0.25,1
143,143,64,20.0,0.5,1
144,144,60,20.0,0.25,1
145,145,79,20.25,0.25,0
146,146,55,20.25,0.25,0
147,147,77,20.5,0.25,0
148,148,64,20.5,0.5,0
149,149,60,20.5,0.25,0
150,150,76,20.75,0.25,0
151,151,55,20.75,0.25,0
152,152,76,21.0,0.25,0
153,153,65,21.0,0.5,0
154,154,62,21.0,0.25,0
155,155,74,21.25,0.25,0
156,156,55,21.25,0.25,0
