,rid,onset,duration,ts,label
0,0,-3.0,-1.0,6,0.0
1,1,-1.0,-2.0,6,0.0
2,2,9.0,0.0,6,0.0
3,3,25.0,-2.0,6,0.0
4,4,26.0,-2.0,6,0.0
5,5,31.0,-2.0,6,0.0
6,6,32.0,-2.0,6,0.0
7,7,37.0,-2.0,6,0.0
8,8,38.0,-2.0,6,0.0
9,9,40.0,-2.0,6,0.0
10,10,41.0,-2.0,6,0.0
11,11,43.0,-2.0,6,0.0
12,12,44.0,-2.0,6,0.0
13,13,45.0,-1.0,6,0.0
14,14,47.0,-2.0,6,0.0
15,15,57.0,-1.0,6,0.0
16,16,59.0,-2.0,6,0.0
17,17,73.0,-2.0,6,0.0
18,18,74.0,-2.0,6,0.0
19,19,79.0,-2.0,6,0.0
20,20,80.0,-2.0,6,0.0
21,21,82.0,-2.0,6,0.0
22,22,83.0,-2.0,6,0.0
23,23,85.0,-2.0,6,0.0
24,24,86.0,-2.0,6,0.0
25,25,88.0,-2.0,6,0.0
26,26,89.0,-2.0,6,0.0
27,27,91.0,-2.0,6,0.0
28,28,94.0,-2.0,6,0.0
29,29,97.0,-2.0,6,0.0
30,30,100.0,-2.0,6,0.0
31,31,103.0,-2.0,6,0.0
32,32,104.0,-2.0,6,0.0
33,33,105.0,-1.0,6,0.0
34,34,107.0,-2.0,6,0.0
35,35,115.0,-2.0,6,0.0
36,36,116.0,-2.0,6,0.0
37,37,117.0,-1.0,6,0.0
38,38,119.0,-2.0,6,0.0
39,39,127.0,-2.0,6,0.0
40,40,128.0,-2.0,6,0.0
41,41,129.0,-1.0,6,0.0
42,42,131.0,-2.0,6,0.0
43,43,139.0,-2.0,6,0.0
44,44,140.0,-2.0,6,0.0
45,45,151.0,-2.0,6,0.0
46,46,152.0,-2.0,6,0.0
47,47,153.0,-2.0,6,0.0
48,48,164.0,-2.0,6,0.0
49,49,165.0,-1.0,6,0.0
50,50,188.0,-2.0,6,0.0
51,51,189.0,-1.0,6,0.0
52,52,224.0,-2.0,6,0.0
