,nid,pitch,onset,duration,label
0,0,41,0.0,2.0,0
1,1,45,0.0,2.0,0
2,2,48,0.0,2.0,0
3,3,53,0.0,2.0,0
4,4,84,0.5,0.5,0
5,5,83,1.0,0.5,0
6,6,84,1.5,0.5,0
7,7,89,2.0,0.5,0
8,8,84,2.5,0.5,0
9,9,82,3.0,0.5,0
10,10,81,3.5,0.5,0
11,11,80,4.0,0.5,0
12,12,81,4.5,0.5,0
13,13,84,5.0,0.5,0
14,14,81,5.5,0.5,0
15,15,79,6.0,0.5,0
16,16,77,6.5,0.5,0
17,17,76,7.0,0.5,0
18,18,77,7.5,0.5,0
19,19,81,8.0,0.5,0
20,20,77,8.5,0.5,0
21,21,74,9.0,0.5,0
22,22,72,9.5,0.5,0
23,23,71,10.0,0.5,0
24,24,72,10.5,0.5,0
25,25,77,11.0,0.5,0
26,26,72,11.5,0.5,0
27,27,70,12.0,0.5,0
28,28,69,12.5,0.5,0
29,29,68,13.0,0.5,0
30,30,69,13.5,0.5,0
31,31,72,14.0,0.5,0
32,32,69,14.5,0.5,0
33,33,65,15.0,0.5,0
34,34,57,15.0,1.0,0
35,35,77,15.5,0.5,0
36,36,64,16.0,0.5,0
37,37,55,16.0,1.0,0
38,38,77,16.5,0.5,0
39,39,65,17.0,0.5,0
40,40,57,17.0,1.0,0
41,41,77,17.5,0.5,0
42,42,67,18.0,0.5,0
43,43,58,18.0,1.0,0
44,44,77,18.5,0.5,0
45,45,65,19.0,0.5,0
46,46,57,19.0,1.0,0
47,47,77,19.5,0.5,0
48,48,67,20.0,0.5,0
49,49,58,20.0,1.0,0
50,50,77,20.5,0.5,0
51,51,69,21.0,0.5,0
52,52,60,21.0,1.0,0
53,53,77,21.5,0.5,0
54,54,67,22.0,0.5,0
55,55,58,22.0,1.0,0
56,56,77,22.5,0.5,0
57,57,69,23.0,0.5,0
58,58,60,23.0,1.0,0
59,59,77,23.5,0.5,0
60,60,70,24.0,0.5,0
61,61,61,24.0,2.0,0
62,62,77,24.5,0.5,0
63,63,70,25.0,0.5,0
64,64,77,25.5,0.5,0
65,65,69,26.0,0.5,0
66,66,60,26.0,1.0,0
67,67,77,26.5,0.5,0
68,68,70,27.0,0.5,0
69,69,61,27.0,2.0,0
70,70,77,27.5,0.5,0
71,71,70,28.0,0.5,0
72,72,77,28.5,0.5,0
73,73,69,29.0,0.5,0
74,74,60,29.0,1.0,0
75,75,77,29.5,0.5,0
