,nid,pitch,onset,duration,ts,label
0,0,72,0.0,0.5,4,1
1,1,64,0.0,0.25,4,1
2,2,60,0.0,1.0,4,1
3,3,67,0.25,0.25,4,0
4,4,72,0.5,0.5,4,0
5,5,64,0.5,0.25,4,0
6,6,67,0.75,0.25,4,0
7,7,72,1.0,0.5,4,0
8,8,64,1.0,0.25,4,0
9,9,67,1.25,0.25,4,0
10,10,72,1.5,0.5,4,0
11,11,64,1.5,0.25,4,0
12,12,67,1.75,0.25,4,0
13,13,71,2.0,0.5,4,0
14,14,65,2.0,0.25,4,0
15,15,62,2.0,1.0,4,0
16,16,67,2.25,0.25,4,0
17,17,77,2.5,0.5,4,0
18,18,65,2.5,0.25,4,0
19,19,67,2.75,0.25,4,0
20,20,77,3.0,1.0,4,0
21,21,62,3.0,0.25,4,0
22,22,59,3.0,0.5,4,0
23,23,67,3.25,0.25,4,0
24,24,59,3.5,0.25,4,0
25,25,55,3.5,0.5,4,0
26,26,67,3.75,0.25,4,0
27,27,76,4.0,1.0,4,1
28,28,60,4.0,0.25,4,1
29,29,67,4.25,0.25,4,0
30,30,59,4.5,0.25,4,0
31,31,67,4.75,0.25,4,0
32,32,77,5.0,0.5,4,0
33,33,57,5.0,0.25,4,0
34,34,79,5.0,0.0,4,0
35,35,60,5.25,0.25,4,0
36,36,76,5.5,0.25,4,0
37,37,53,5.5,0.25,4,0
38,38,74,5.75,0.25,4,0
39,39,65,5.75,0.25,4,0
40,40,72,6.0,0.25,4,0
41,41,64,6.0,0.25,4,0
42,42,55,6.0,1.5,4,0
43,43,71,6.25,0.25,4,0
44,44,62,6.25,0.25,4,0
45,45,69,6.5,0.25,4,0
46,46,60,6.5,0.25,4,0
47,47,67,6.75,0.25,4,0
48,48,59,6.75,0.25,4,0
49,49,69,7.0,0.25,4,0
50,50,60,7.0,0.25,4,0
51,51,67,7.25,0.25,4,0
52,52,59,7.25,0.25,4,0
53,53,69,7.5,0.25,4,0
54,54,60,7.5,0.25,4,0
55,55,53,7.5,0.5,4,0
56,56,71,7.75,0.25,4,0
57,57,62,7.75,0.25,4,0
58,58,72,8.0,0.5,4,1
59,59,55,8.0,0.25,4,1
60,60,52,8.0,1.0,4,1
61,61,60,8.25,0.25,4,0
62,62,72,8.5,0.5,4,0
63,63,55,8.5,0.25,4,0
64,64,60,8.75,0.25,4,0
65,65,72,9.0,0.5,4,0
66,66,53,9.0,0.25,4,0
67,67,50,9.0,0.5,4,0
