,nid,pitch,onset,duration,label
0,0,65,-0.25,0.25,0
1,1,72,0.0,1.0,1
2,2,53,0.0,0.33333334,1
3,3,57,0.33333334,0.33333334,0
4,4,60,0.6666667,0.33333334,0
5,5,72,1.0,1.0,0
6,6,55,1.0,0.33333334,0
7,7,71,1.0,0.0,0
8,8,58,1.3333334,0.33333334,0
9,9,60,1.6666666,0.33333334,0
10,10,72,2.0,1.0,0
11,11,53,2.0,0.33333334,0
12,12,71,2.0,0.0,0
13,13,72,2.0,0.0,0
14,14,74,2.0,0.0,0
15,15,57,2.3333333,0.33333334,0
16,16,60,2.6666667,0.33333334,0
17,17,82,3.0,1.0,1
18,18,52,3.0,0.33333334,1
19,19,55,3.3333333,0.33333334,0
20,20,60,3.6666667,0.33333334,0
21,21,70,4.0,1.0,0
22,22,48,4.0,0.33333334,0
23,23,52,4.3333335,0.33333334,0
24,24,55,4.6666665,0.33333334,0
25,25,53,5.0,0.33333334,0
26,26,57,5.3333335,0.33333334,0
27,27,69,5.5,0.5,0
28,28,60,5.6666665,0.33333334,0
29,29,67,6.0,0.33333334,1
30,30,46,6.0,0.33333334,1
31,31,70,6.3333335,0.33333334,0
32,32,50,6.3333335,0.33333334,0
33,33,67,6.6666665,0.33333334,0
34,34,55,6.6666665,0.33333334,0
35,35,65,7.0,0.33333334,0
36,36,48,7.0,0.33333334,0
37,37,69,7.3333335,0.33333334,0
38,38,53,7.3333335,0.33333334,0
39,39,65,7.6666665,0.33333334,0
40,40,57,7.6666665,0.33333334,0
41,41,64,8.0,0.33333334,0
42,42,48,8.0,0.33333334,0
43,43,67,8.333333,0.33333334,0
44,44,55,8.333333,0.33333334,0
45,45,64,8.666667,0.33333334,0
46,46,58,8.666667,0.33333334,0
47,47,82,9.0,1.0,1
48,48,50,9.0,0.33333334,1
49,49,53,9.333333,0.33333334,0
50,50,58,9.666667,0.33333334,0
51,51,70,10.0,1.0,0
52,52,52,10.0,0.33333334,0
53,53,55,10.333333,0.33333334,0
54,54,60,10.666667,0.33333334,0
55,55,53,11.0,0.33333334,0
56,56,57,11.333333,0.33333334,0
57,57,69,11.5,0.5,0
58,58,60,11.666667,0.33333334,0
59,59,67,12.0,0.33333334,1
60,60,46,12.0,0.33333334,1
61,61,70,12.333333,0.33333334,0
62,62,50,12.333333,0.33333334,0
63,63,67,12.666667,0.33333334,0
64,64,55,12.666667,0.33333334,0
65,65,65,13.0,0.33333334,0
66,66,48,13.0,0.33333334,0
67,67,69,13.333333,0.33333334,0
68,68,53,13.333333,0.33333334,0
69,69,65,13.666667,0.33333334,0
70,70,57,13.666667,0.33333334,0
71,71,64,14.0,0.33333334,0
