,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
0,0,51.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,63.0,51.0,12.0
1,1,51.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,63.0,51.0,12.0
2,2,63.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,63.0,51.0,12.0
3,3,63.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,63.0,51.0,12.0
4,4,63.0,1.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0030581040773540735,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.0030581040773540735,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,75.0,63.0,12.0
5,5,63.0,1.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0030581040773540735,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.0030581040773540735,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,75.0,63.0,12.0
6,6,75.0,1.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0030581040773540735,0.5905511811023622,0.348750697501395,0.20595513631972145,0.0030581040773540735,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,75.0,63.0,12.0
7,7,75.0,1.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0030581040773540735,0.5905511811023622,0.348750697501395,0.20595513631972145,0.0030581040773540735,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,75.0,63.0,12.0
8,8,57.0,0.0,1.5,2,1.0,1.5,0.0,0.0,0.0,0.0,2.0,0.006116208154708147,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.006116208154708147,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,69.0,57.0,12.0
9,9,57.0,0.0,1.5,2,1.0,1.5,0.0,0.0,0.0,0.0,2.0,0.006116208154708147,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.006116208154708147,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,69.0,57.0,12.0
10,10,69.0,0.0,1.5,2,1.0,1.5,0.0,0.0,0.0,0.0,2.0,0.006116208154708147,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.006116208154708147,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,69.0,57.0,12.0
11,11,69.0,0.0,1.5,2,1.0,1.5,0.0,0.0,0.0,0.0,2.0,0.006116208154708147,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.006116208154708147,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,69.0,57.0,12.0
12,12,58.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,3.5,0.010703363455832005,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.010703363455832005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,70.0,58.0,12.0
13,13,58.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,3.5,0.010703363455832005,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.010703363455832005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,70.0,58.0,12.0
14,14,70.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,3.5,0.010703363455832005,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.010703363455832005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,70.0,58.0,12.0
15,15,70.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,3.5,0.010703363455832005,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.010703363455832005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,70.0,58.0,12.0
16,16,59.0,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,4.0,0.012232416309416294,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.012232416309416294,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,71.0,59.0,12.0
17,17,59.0,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,4.0,0.012232416309416294,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.012232416309416294,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,71.0,59.0,12.0
18,18,71.0,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,4.0,0.012232416309416294,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.012232416309416294,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,71.0,59.0,12.0
19,19,71.0,0.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,4.0,0.012232416309416294,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.012232416309416294,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,71.0,59.0,12.0
20,20,60.0,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,4.5,0.013761468231678009,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.013761468231678009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,72.0,60.0,12.0
21,21,60.0,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,4.5,0.013761468231678009,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.013761468231678009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,72.0,60.0,12.0
22,22,72.0,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,4.5,0.013761468231678009,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.013761468231678009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,72.0,60.0,12.0
23,23,72.0,0.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,4.5,0.013761468231678009,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.013761468231678009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,72.0,60.0,12.0
24,24,52.0,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,5.0,0.015290520153939724,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.015290520153939724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,64.0,52.0,12.0
25,25,52.0,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,5.0,0.015290520153939724,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.015290520153939724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,64.0,52.0,12.0
26,26,64.0,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,5.0,0.015290520153939724,0.5039370078740157,0.25395250790501583,0.127976066975756,0.015290520153939724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,64.0,52.0,12.0
27,27,64.0,1.0,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,5.0,0.015290520153939724,0.5039370078740157,0.25395250790501583,0.127976066975756,0.015290520153939724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,64.0,52.0,12.0
28,28,53.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,5.5,0.01681957207620144,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.01681957207620144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,65.0,53.0,12.0
29,29,53.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,5.5,0.01681957207620144,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.01681957207620144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,65.0,53.0,12.0
30,30,65.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,5.5,0.01681957207620144,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.01681957207620144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,65.0,53.0,12.0
31,31,65.0,1.5,0.5,2,1.0,0.5,0.0,0.0,0.0,0.0,5.5,0.01681957207620144,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.01681957207620144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,65.0,53.0,12.0
32,32,56.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.01834862306714058,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.01834862306714058,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,68.0,56.0,12.0
33,33,56.0,0.0,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.01834862306714058,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.01834862306714058,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,68.0,56.0,12.0
