,rid,onset,duration,label
0,0,-1.0,0.0,0.0
1,1,0.0,-0.5,0.0
2,2,4.0,-0.5,0.0
3,3,8.0,-0.5,0.0
4,4,12.0,-0.5,0.0
5,5,14.0,-0.5,0.0
6,6,21.0,0.0,0.0
7,7,29.0,0.0,0.0
8,8,36.0,-0.5,0.0
9,9,38.0,0.0,0.0
10,10,39.0,0.0,0.0
11,11,40.0,-0.5,0.0
12,12,44.0,-0.5,0.0
13,13,48.0,-0.5,0.0
14,14,52.0,-0.5,0.0
15,15,54.0,0.0,0.0
16,16,65.0,-0.5,0.0
17,17,67.0,-0.5,0.0
18,18,73.0,-0.5,0.0
19,19,81.0,-0.5,0.0
20,20,85.0,0.0,0.0
21,21,87.0,0.0,0.0
22,22,92.0,0.0,0.0
23,23,103.0,0.0,0.0
24,24,104.0,-0.5,0.0
25,25,107.0,0.0,0.0
26,26,108.0,-0.5,0.0
27,27,111.0,0.0,0.0
28,28,117.0,0.0,0.0
29,29,119.0,0.0,0.0
30,30,124.0,0.0,0.0
31,31,135.0,0.0,0.0
32,32,136.0,-0.5,0.0
33,33,149.0,0.0,0.0
34,34,168.0,-0.5,0.0
35,35,170.0,-0.5,0.0
36,36,172.0,-0.5,0.0
37,37,174.0,-0.5,0.0
38,38,176.0,0.0,0.0
39,39,180.0,-0.5,0.0
40,40,182.0,-0.5,0.0
41,41,184.0,-0.5,0.0
42,42,186.0,-0.5,0.0
43,43,188.0,-0.5,0.0
44,44,190.0,-0.5,0.0
45,45,192.0,0.0,0.0
46,46,196.5,-0.5,0.0
47,47,197.0,0.0,0.0
48,48,198.5,-0.5,0.0
49,49,199.0,0.0,0.0
50,50,200.5,-0.5,0.0
51,51,201.0,0.0,0.0
52,52,205.0,0.0,0.0
53,53,207.0,0.0,0.0
54,54,212.5,-0.5,0.0
55,55,213.0,0.0,0.0
56,56,214.5,-0.5,0.0
57,57,215.0,0.0,0.0
58,58,216.5,-0.5,0.0
59,59,217.0,0.0,0.0
60,60,221.0,0.0,0.0
61,61,223.0,0.0,0.0
62,62,233.0,-0.5,0.0
63,63,241.0,-0.5,0.0
64,64,247.0,-0.5,0.0
65,65,251.0,0.0,0.0
66,66,252.0,-0.5,0.0
67,67,256.0,-0.5,0.0
68,68,258.0,0.0,0.0
69,69,260.0,-0.5,0.0
70,70,264.0,-0.5,0.0
71,71,266.0,-0.5,0.0
72,72,268.0,-0.5,0.0
73,73,269.5,-0.5,0.0
74,74,270.0,-0.5,0.0
75,75,271.5,-0.5,0.0
76,76,272.0,-0.5,0.0
77,77,274.0,-0.5,0.0
78,78,281.0,0.0,0.0
79,79,282.0,-0.75,0.0
80,80,298.0,-0.75,0.0
81,81,321.0,0.0,0.0
82,82,322.0,0.0,0.0
83,83,325.0,0.0,0.0
84,84,326.0,0.0,0.0
85,85,329.0,0.0,0.0
86,86,330.0,0.0,0.0
87,87,333.0,0.0,0.0
88,88,334.0,0.0,0.0
89,89,336.5,-0.5,0.0
90,90,337.0,-0.5,0.0
91,91,337.5,-0.5,0.0
92,92,338.0,-0.5,0.0
93,93,338.5,-0.5,0.0
94,94,339.0,-0.5,0.0
95,95,339.5,-0.5,0.0
96,96,340.0,-0.5,0.0
97,97,341.0,0.0,0.0
98,98,344.0,-0.5,0.0
99,99,346.0,-0.75,0.0
100,100,347.0,0.0,0.0
101,101,348.0,-0.5,0.0
102,102,350.0,-0.75,0.0
103,103,351.0,0.0,0.0
104,104,352.0,-0.5,0.0
105,105,354.0,-0.75,0.0
106,106,356.0,-0.5,0.0
107,107,358.0,-0.75,0.0
108,108,360.5,-0.5,0.0
109,109,365.0,0.0,0.0
110,110,372.0,-0.5,0.0
111,111,376.0,-0.5,0.0
112,112,380.0,-0.5,0.0
113,113,384.0,-0.5,0.0
114,114,386.0,-0.5,0.0
115,115,393.0,0.0,0.0
116,116,401.0,0.0,0.0
117,117,408.0,-0.5,0.0
118,118,410.0,0.0,0.0
119,119,411.0,0.0,0.0
120,120,412.0,-0.5,0.0
121,121,416.0,-0.5,0.0
122,122,420.0,-0.5,0.0
123,123,424.0,-0.5,0.0
124,124,428.0,-0.5,0.0
125,125,431.0,0.0,0.0
126,126,432.0,-0.5,0.0
127,127,435.0,0.0,0.0
128,128,436.0,-0.5,0.0
129,129,438.0,-0.5,0.0
130,130,439.0,0.0,0.0
131,131,449.0,-0.5,0.0
132,132,451.0,-0.5,0.0
133,133,457.0,-0.5,0.0
134,134,465.0,-0.5,0.0
135,135,469.0,0.0,0.0
136,136,471.0,0.0,0.0
137,137,476.0,0.0,0.0
138,138,487.0,0.0,0.0
139,139,488.0,-0.5,0.0
140,140,491.0,0.0,0.0
141,141,492.0,-0.5,0.0
142,142,495.0,0.0,0.0
143,143,501.0,0.0,0.0
144,144,503.0,0.0,0.0
145,145,508.0,0.0,0.0
146,146,519.0,0.0,0.0
147,147,520.0,-0.5,0.0
148,148,533.0,0.0,0.0
149,149,552.0,-0.5,0.0
150,150,554.0,-0.5,0.0
151,151,556.0,-0.5,0.0
152,152,558.0,-0.5,0.0
153,153,560.0,0.0,0.0
154,154,564.0,-0.5,0.0
155,155,566.0,-0.5,0.0
156,156,568.0,-0.5,0.0
157,157,570.0,-0.5,0.0
158,158,572.0,-0.5,0.0
159,159,574.0,-0.5,0.0
160,160,576.0,-0.5,0.0
161,161,578.0,-0.5,0.0
162,162,580.0,-0.5,0.0
163,163,582.0,-0.5,0.0
164,164,584.0,-0.5,0.0
165,165,585.0,0.0,0.0
166,166,586.0,-0.5,0.0
167,167,587.0,0.0,0.0
168,168,588.0,-0.5,0.0
169,169,589.0,0.0,0.0
170,170,590.0,-0.5,0.0
171,171,591.0,0.0,0.0
172,172,600.0,0.0,0.0
173,173,604.5,-0.5,0.0
174,174,605.0,0.0,0.0
175,175,606.5,-0.5,0.0
176,176,608.5,-0.5,0.0
177,177,609.0,0.0,0.0
178,178,613.0,0.0,0.0
179,179,615.0,0.0,0.0
180,180,620.5,-0.5,0.0
181,181,621.0,0.0,0.0
182,182,622.5,-0.5,0.0
183,183,623.0,0.0,0.0
184,184,624.5,-0.5,0.0
185,185,625.0,0.0,0.0
186,186,629.0,0.0,0.0
187,187,631.0,0.0,0.0
188,188,641.0,-0.5,0.0
189,189,649.0,-0.5,0.0
190,190,655.0,-0.5,0.0
