,src,des
0,0,0
1,0,1
2,1,2
3,2,15
4,2,16
5,3,29
6,3,30
7,4,42
8,4,43
9,5,50
10,6,81
11,7,114
12,8,138
13,8,139
14,9,146
15,10,147
16,10,148
17,11,149
18,12,162
19,12,163
20,13,177
21,13,178
22,14,200
23,14,201
24,15,211
25,16,258
26,16,259
27,17,265
28,17,266
29,18,292
30,18,293
31,19,328
32,19,329
33,20,354
34,22,372
35,23,403
36,24,404
37,25,415
38,26,416
39,27,427
40,28,444
41,29,453
42,30,467
43,31,499
44,32,500
45,33,564
46,34,669
47,34,670
48,35,676
49,36,681
50,37,686
51,38,692
52,40,711
53,41,716
54,42,722
55,43,727
56,44,733
57,45,739
58,46,752
59,46,753
60,46,754
61,47,757
62,47,758
63,48,763
64,48,764
65,48,765
66,49,768
67,49,769
68,50,774
69,50,775
70,50,776
71,51,779
72,51,780
73,52,802
74,53,811
75,54,838
76,54,839
77,54,840
78,55,844
79,55,845
80,56,850
81,56,851
82,56,852
83,57,856
84,57,857
85,58,862
86,58,863
87,58,864
88,59,868
89,59,869
90,60,892
91,61,902
92,62,955
93,62,956
94,63,994
95,63,995
96,64,1016
97,64,1017
98,65,1028
99,65,1029
100,66,1030
101,67,1043
102,67,1044
103,68,1052
104,69,1057
105,69,1058
106,70,1071
107,70,1072
108,71,1079
109,72,1085
110,72,1086
111,73,1091
112,73,1092
113,74,1093
114,75,1098
115,75,1099
116,76,1100
117,77,1107
118,78,1140
119,79,1141
120,80,1240
121,81,1395
122,82,1399
123,83,1415
124,84,1419
125,85,1431
126,86,1435
127,87,1451
128,88,1455
129,89,1461
130,89,1462
131,89,1463
132,90,1464
133,91,1465
134,91,1466
135,91,1467
136,92,1468
137,93,1469
138,93,1470
139,93,1471
140,94,1472
141,95,1473
142,95,1474
143,95,1475
144,96,1476
145,97,1481
146,98,1486
147,100,1504
148,101,1506
149,103,1525
150,104,1527
151,106,1540
152,108,1555
153,108,1556
154,109,1584
155,110,1604
156,111,1617
157,111,1618
158,112,1631
159,112,1632
160,113,1644
161,113,1645
162,114,1652
163,115,1683
164,116,1716
165,117,1740
166,117,1741
167,118,1748
168,119,1749
169,119,1750
170,120,1751
171,121,1764
172,121,1765
173,122,1777
174,122,1778
175,123,1799
176,123,1800
177,124,1813
178,124,1814
179,125,1823
180,126,1824
181,127,1833
182,128,1834
183,129,1840
184,130,1843
185,130,1844
186,131,1886
187,131,1887
188,132,1893
189,132,1894
190,133,1920
191,133,1921
192,134,1956
193,134,1957
194,135,1982
195,137,2000
196,138,2031
197,139,2032
198,140,2043
199,141,2044
200,142,2055
201,143,2072
202,144,2081
203,145,2097
204,146,2129
205,147,2130
206,148,2193
207,149,2313
208,149,2314
209,149,2315
210,150,2321
211,151,2326
212,152,2331
213,153,2337
214,155,2356
215,156,2361
216,157,2367
217,158,2372
218,159,2378
219,160,2383
220,161,2389
221,162,2394
222,163,2400
223,164,2405
224,165,2410
225,165,2411
226,166,2412
227,166,2413
228,167,2418
229,167,2419
230,168,2420
231,168,2421
232,169,2426
233,169,2427
234,170,2428
235,170,2429
236,171,2434
237,171,2435
238,172,2470
239,173,2484
240,173,2485
241,173,2486
242,173,2487
243,173,2488
244,174,2491
245,174,2492
246,175,2497
247,175,2498
248,175,2499
249,176,2508
250,176,2509
251,176,2510
252,177,2513
253,177,2514
254,178,2536
255,179,2545
256,180,2572
257,180,2573
258,180,2574
259,181,2577
260,181,2578
261,182,2583
262,182,2584
263,182,2585
264,183,2589
265,183,2590
266,184,2595
267,184,2596
268,184,2597
269,185,2600
270,185,2601
271,186,2624
272,187,2634
273,188,2687
274,188,2688
275,189,2726
276,189,2727
277,190,2748
278,190,2749
