,nid,pitch,onset,duration,ts,label
0,0,70,0.0,0.75,4,1
1,1,67,0.0,1.0,4,1
2,2,63,0.0,1.0,4,1
3,3,72,0.75,0.25,4,0
4,4,70,1.0,1.5,4,0
5,5,67,1.0,1.0,4,0
6,6,63,1.0,1.0,4,0
7,7,65,2.0,1.0,4,0
8,8,62,2.0,1.0,4,0
9,9,70,2.5,0.5,4,0
10,10,75,3.0,0.5,4,0
11,11,67,3.0,0.5,4,0
12,12,60,3.0,1.0,4,0
13,13,75,3.5,0.5,4,0
14,14,69,3.5,0.5,4,0
15,15,74,4.0,0.5,4,1
16,16,70,4.0,1.0,4,1
17,17,58,4.0,1.0,4,1
18,18,75,4.0,0.0,4,1
19,19,72,4.5,0.25,4,0
20,20,70,4.75,0.25,4,0
21,21,70,5.0,1.0,4,0
22,22,62,5.0,1.0,4,0
23,23,58,5.0,2.0,4,0
24,24,74,6.0,0.25,4,0
25,25,64,6.0,1.0,4,0
26,26,72,6.25,0.25,4,0
27,27,72,6.5,1.0,4,0
28,28,65,7.0,1.0,4,0
29,29,56,7.0,2.0,4,0
30,30,77,7.5,0.25,4,0
31,31,74,7.75,0.25,4,0
32,32,72,8.0,0.25,4,1
33,33,62,8.0,1.0,4,1
34,34,70,8.25,0.25,4,0
35,35,70,8.5,1.0,4,0
36,36,63,9.0,2.0,4,0
37,37,55,9.0,1.0,4,0
38,38,75,9.5,0.25,4,0
39,39,70,9.75,0.25,4,0
40,40,70,10.0,1.5,4,0
41,41,53,10.0,1.0,4,0
42,42,62,11.0,1.0,4,0
43,43,58,11.0,1.0,4,0
44,44,68,11.5,0.5,4,0
45,45,67,12.0,0.5,4,1
46,46,51,12.0,0.25,4,1
47,47,55,12.25,0.25,4,0
48,48,58,12.5,0.25,4,0
49,49,63,12.75,0.25,4,0
50,50,70,13.0,0.5,4,0
51,51,51,13.0,0.25,4,0
52,52,55,13.25,0.25,4,0
53,53,58,13.5,0.25,4,0
54,54,63,13.75,0.25,4,0
55,55,51,14.0,0.25,4,0
56,56,55,14.25,0.25,4,0
57,57,79,14.5,0.5,4,0
58,58,58,14.5,0.25,4,0
59,59,75,14.5,0.0,4,0
60,60,77,14.5,0.0,4,0
61,61,63,14.75,0.25,4,0
62,62,77,15.0,0.5,4,0
63,63,51,15.0,0.25,4,0
64,64,55,15.25,0.25,4,0
65,65,75,15.5,0.5,4,0
66,66,58,15.5,0.25,4,0
67,67,63,15.75,0.25,4,0
68,68,75,16.0,0.75,4,1
69,69,53,16.0,0.25,4,1
70,70,56,16.25,0.25,4,0
71,71,62,16.5,0.25,4,0
72,72,74,16.75,0.125,4,0
73,73,65,16.75,0.25,4,0
74,74,75,16.875,0.125,4,0
75,75,74,17.0,1.0,4,0
76,76,53,17.0,0.25,4,0
77,77,56,17.25,0.25,4,0
78,78,62,17.5,0.25,4,0
79,79,65,17.75,0.25,4,0
80,80,53,18.0,0.25,4,0
81,81,56,18.25,0.25,4,0
82,82,80,18.5,0.5,4,0
83,83,62,18.5,0.25,4,0
84,84,77,18.5,0.0,4,0
85,85,79,18.5,0.0,4,0
86,86,65,18.75,0.25,4,0
87,87,79,19.0,0.5,4,0
88,88,53,19.0,0.25,4,0
89,89,56,19.25,0.25,4,0
90,90,77,19.5,0.5,4,0
91,91,62,19.5,0.25,4,0
92,92,65,19.75,0.25,4,0
93,93,77,20.0,0.75,4,1
94,94,55,20.0,0.25,4,1
95,95,58,20.25,0.25,4,0
96,96,63,20.5,0.25,4,0
97,97,75,20.75,0.125,4,0
98,98,67,20.75,0.25,4,0
99,99,77,20.875,0.125,4,0
100,100,75,21.0,1.0,4,0
101,101,55,21.0,0.25,4,0
102,102,58,21.25,0.25,4,0
103,103,63,21.5,0.25,4,0
104,104,67,21.75,0.25,4,0
105,105,54,22.0,0.25,4,0
106,106,58,22.25,0.25,4,0
107,107,75,22.5,0.5,4,0
108,108,63,22.5,0.25,4,0
109,109,77,22.5,0.0,4,0
110,110,75,22.5,0.0,4,0
111,111,74,22.5,0.0,4,0
112,112,66,22.75,0.25,4,0
113,113,77,23.0,0.5,4,0
114,114,54,23.0,0.25,4,0
115,115,58,23.25,0.25,4,0
116,116,78,23.5,0.5,4,0
117,117,63,23.5,0.25,4,0
118,118,66,23.75,0.25,4,0
119,119,70,24.0,0.5,4,1
120,120,53,24.0,0.25,4,1
121,121,57,24.25,0.25,4,0
122,122,69,24.5,0.5,4,0
123,123,60,24.5,0.25,4,0
124,124,63,24.75,0.25,4,0
125,125,53,25.0,0.25,4,0
126,126,57,25.25,0.25,4,0
127,127,72,25.5,0.5,4,0
128,128,60,25.5,0.25,4,0
129,129,63,25.75,0.25,4,0
130,130,75,26.0,0.5,4,0
131,131,52,26.0,0.25,4,0
