,rid,onset,duration,label
0,0,-1.0,-0.5,0.0
1,1,1.0,-0.5,0.0
2,2,3.0,-0.5,0.0
3,3,7.0,-0.5,0.0
4,4,9.0,-0.5,0.0
5,5,11.0,-0.5,0.0
6,6,14.5,-0.8333333,0.0
7,7,15.0,-0.8333333,0.0
8,8,15.5,-0.8333333,0.0
9,9,16.0,-0.8333333,0.0
10,10,16.5,-0.8333333,0.0
11,11,17.0,-0.8333333,0.0
12,12,17.5,-0.8333333,0.0
13,13,18.0,-0.8333333,0.0
14,14,24.5,-0.5,0.0
15,15,26.5,-0.5,0.0
16,16,28.5,-0.5,0.0
17,17,32.5,-0.5,0.0
18,18,33.0,0.0,0.0
19,19,33.5,-0.5,0.0
20,20,37.5,-0.5,0.0
21,21,41.5,-0.5,0.0
22,22,42.0,-0.8333333,0.0
23,23,42.5,-0.8333333,0.0
24,24,43.0,-0.8333333,0.0
25,25,43.5,-0.8333333,0.0
26,26,44.0,-0.8333333,0.0
27,27,44.5,-0.8333333,0.0
28,28,45.0,-0.8333333,0.0
29,29,45.5,-0.8333333,0.0
30,30,46.0,-0.8333333,0.0
31,31,46.5,-0.8333333,0.0
32,32,47.0,-0.8333333,0.0
33,33,47.5,-0.8333333,0.0
34,34,48.0,-0.8333333,0.0
35,35,48.5,-0.8333333,0.0
36,36,49.0,-0.8333333,0.0
37,37,49.5,-0.5,0.0
38,38,51.0,-0.5,0.0
39,39,53.0,0.0,0.0
40,40,62.0,-0.8333333,0.0
41,41,62.5,-0.5,0.0
42,42,63.0,0.0,0.0
43,43,64.5,-0.5,0.0
44,44,65.0,-0.5,0.0
45,45,68.0,-0.8333333,0.0
46,46,68.5,-0.5,0.0
47,47,69.0,0.0,0.0
48,48,70.5,-0.5,0.0
49,49,71.0,-0.75,0.0
50,50,74.0,-0.5,0.0
51,51,78.0,-0.5,0.0
52,52,80.0,-0.5,0.0
53,53,82.0,-0.5,0.0
54,54,85.0,-0.5,0.0
55,55,87.0,-0.5,0.0
56,56,89.0,-0.5,0.0
57,57,93.0,-0.5,0.0
58,58,95.0,-0.5,0.0
59,59,97.0,-0.5,0.0
60,60,100.5,-0.5,0.0
61,61,101.0,0.0,0.0
62,62,102.0,-0.75,0.0
63,63,102.5,-0.5,0.0
64,64,103.0,-0.75,0.0
65,65,103.5,-0.5,0.0
66,66,104.0,-0.75,0.0
67,67,104.5,-0.5,0.0
68,68,105.0,-0.75,0.0
69,69,105.5,-0.5,0.0
70,70,106.0,-0.75,0.0
71,71,106.5,-0.5,0.0
72,72,107.0,-0.75,0.0
73,73,107.5,-0.5,0.0
74,74,117.5,-0.5,0.0
75,75,118.0,-0.75,0.0
76,76,119.0,-0.75,0.0
77,77,120.0,-0.75,0.0
78,78,121.0,-0.75,0.0
79,79,122.0,-0.75,0.0
80,80,122.5,-0.5,0.0
81,81,123.0,-0.5,0.0
82,82,123.5,-0.75,0.0
83,83,125.5,-0.5,0.0
84,84,129.0,-0.5,0.0
85,85,129.0,0.0,0.0
86,86,129.5,-0.75,0.0
87,87,130.0,-0.5,0.0
88,88,130.5,-0.75,0.0
89,89,131.0,-0.5,0.0
90,90,131.5,-0.75,0.0
91,91,133.5,-0.5,0.0
92,92,135.5,-0.5,0.0
93,93,137.5,-0.5,0.0
94,94,138.5,-0.5,0.0
95,95,139.0,0.0,0.0
96,96,140.0,0.0,0.0
97,97,141.0,-0.5,0.0
98,98,143.0,-0.5,0.0
99,99,145.0,-0.5,0.0
100,100,149.0,-0.5,0.0
101,101,149.5,-0.5,0.0
102,102,151.0,-0.5,0.0
103,103,153.0,-0.5,0.0
104,104,156.5,-0.8333333,0.0
105,105,157.0,-0.8333333,0.0
106,106,157.5,-0.8333333,0.0
107,107,158.0,-0.8333333,0.0
108,108,158.5,-0.8333333,0.0
109,109,159.0,-0.8333333,0.0
110,110,159.5,-0.8333333,0.0
111,111,160.0,-0.8333333,0.0
112,112,166.5,-0.5,0.0
113,113,168.0,-0.5,0.0
114,114,170.5,-0.5,0.0
115,115,174.5,-0.5,0.0
116,116,175.0,-0.5,0.0
117,117,176.5,-0.5,0.0
118,118,177.0,0.0,0.0
119,119,181.5,-0.5,0.0
120,120,182.0,-0.5,0.0
121,121,185.5,-0.5,0.0
122,122,186.0,-0.5,0.0
123,123,189.5,-0.5,0.0
124,124,190.0,-0.5,0.0
125,125,193.5,-0.5,0.0
126,126,194.0,-0.5,0.0
127,127,197.5,-0.5,0.0
