,nid,pitch,onset,duration,label
0,0,71,0.0,2.0,1
1,1,55,0.0,0.25,1
2,2,62,0.25,0.25,0
3,3,59,0.5,0.25,0
4,4,62,0.75,0.25,0
5,5,55,1.0,0.25,0
6,6,62,1.25,0.25,0
7,7,59,1.5,0.25,0
8,8,62,1.75,0.25,0
9,9,74,2.0,0.25,0
10,10,57,2.0,0.25,0
11,11,72,2.25,0.25,0
12,12,62,2.25,0.25,0
13,13,71,2.5,0.25,0
14,14,60,2.5,0.25,0
15,15,72,2.75,0.25,0
16,16,62,2.75,0.25,0
17,17,74,3.0,0.75,1
18,18,55,3.0,0.25,1
19,19,62,3.25,0.25,0
20,20,59,3.5,0.25,0
21,21,71,3.75,0.25,0
22,22,62,3.75,0.25,0
23,23,67,4.0,1.0,0
24,24,55,4.0,0.25,0
25,25,62,4.25,0.25,0
26,26,59,4.5,0.25,0
27,27,62,4.75,0.25,0
28,28,55,5.0,0.25,0
29,29,62,5.25,0.25,0
30,30,59,5.5,0.25,0
31,31,62,5.75,0.25,0
32,32,79,6.0,1.5,1
33,33,55,6.0,0.25,1
34,34,64,6.25,0.25,0
35,35,60,6.5,0.25,0
36,36,64,6.75,0.25,0
37,37,55,7.0,0.25,0
38,38,64,7.25,0.25,0
39,39,81,7.5,0.25,0
40,40,60,7.5,0.25,0
41,41,79,7.75,0.25,0
42,42,64,7.75,0.25,0
43,43,78,8.0,0.25,0
44,44,55,8.0,0.25,0
45,45,76,8.25,0.25,0
46,46,61,8.25,0.25,0
47,47,74,8.5,0.25,0
48,48,58,8.5,0.25,0
49,49,73,8.75,0.25,0
50,50,61,8.75,0.25,0
51,51,74,9.0,0.75,1
52,52,55,9.0,0.25,1
53,53,62,9.25,0.25,0
54,54,59,9.5,0.25,0
55,55,71,9.75,0.25,0
56,56,62,9.75,0.25,0
57,57,67,10.0,1.0,0
58,58,55,10.0,0.25,0
59,59,62,10.25,0.25,0
60,60,59,10.5,0.25,0
61,61,62,10.75,0.25,0
62,62,55,11.0,0.25,0
63,63,62,11.25,0.25,0
64,64,59,11.5,0.25,0
65,65,62,11.75,0.25,0
66,66,72,12.0,0.75,1
67,67,57,12.0,0.25,1
68,68,62,12.25,0.25,0
69,69,60,12.5,0.25,0
70,70,69,12.75,0.25,0
71,71,62,12.75,0.25,0
72,72,66,13.0,0.5,0
73,73,57,13.0,0.25,0
74,74,62,13.25,0.25,0
75,75,69,13.5,0.5,0
76,76,60,13.5,0.25,0
77,77,62,13.75,0.25,0
78,78,71,14.0,0.5,0
79,79,57,14.0,0.25,0
80,80,62,14.25,0.25,0
81,81,72,14.5,0.5,0
82,82,60,14.5,0.25,0
83,83,62,14.75,0.25,0
84,84,74,15.0,0.75,1
85,85,55,15.0,0.25,1
86,86,62,15.25,0.25,0
87,87,59,15.5,0.25,0
88,88,71,15.75,0.25,0
89,89,62,15.75,0.25,0
90,90,79,16.0,1.0,0
91,91,52,16.0,0.25,0
92,92,59,16.25,0.25,0
93,93,55,16.5,0.25,0
94,94,59,16.75,0.25,0
95,95,47,17.0,0.25,0
96,96,55,17.25,0.25,0
97,97,50,17.5,0.25,0
98,98,55,17.75,0.25,0
99,99,81,18.0,0.25,1
100,100,52,18.0,1.0,1
101,101,48,18.0,2.0,1
102,102,79,18.25,0.25,0
103,103,78,18.5,0.25,0
104,104,79,18.75,0.25,0
105,105,78,19.0,0.25,0
106,106,55,19.0,2.0,0
107,107,76,19.25,0.25,0
108,108,75,19.5,0.25,0
109,109,76,19.75,0.25,0
110,110,74,20.0,0.25,0
111,111,52,20.0,1.0,0
112,112,72,20.25,0.25,0
113,113,71,20.5,0.25,0
114,114,72,20.75,0.25,0
115,115,71,21.0,0.75,1
116,116,55,21.0,1.0,1
117,117,50,21.0,2.0,1
118,118,72,21.75,0.125,0
119,119,71,21.875,0.125,0
120,120,69,22.0,0.5,0
121,121,54,22.0,1.0,0
122,122,74,22.5,0.5,0
123,123,73,23.0,0.5,0
124,124,72,23.5,0.5,0
125,125,71,24.0,1.25,1
126,126,57,24.0,0.25,1
127,127,62,24.25,0.25,0
128,128,59,24.5,0.25,0
129,129,62,24.75,0.25,0
130,130,55,25.0,0.25,0
131,131,67,25.25,0.25,0
132,132,62,25.25,0.25,0
133,133,71,25.5,0.25,0
134,134,59,25.5,0.25,0
135,135,74,25.75,0.25,0
136,136,62,25.75,0.25,0
137,137,72,26.0,0.25,0
138,138,57,26.0,0.25,0
139,139,69,26.25,0.25,0
140,140,62,26.25,0.25,0
141,141,72,26.5,0.25,0
142,142,60,26.5,0.25,0
143,143,76,26.75,0.25,0
144,144,62,26.75,0.25,0
145,145,74,27.0,0.75,1
146,146,55,27.0,0.25,1
147,147,62,27.25,0.25,0
148,148,59,27.5,0.25,0
149,149,71,27.75,0.25,0
150,150,62,27.75,0.25,0
151,151,67,28.0,0.25,0
152,152,55,28.0,0.25,0
153,153,67,28.25,0.25,0
154,154,62,28.25,0.25,0
155,155,69,28.5,0.25,0
156,156,59,28.5,0.25,0
157,157,71,28.75,0.25,0
158,158,62,28.75,0.25,0
159,159,72,29.0,0.25,0
160,160,55,29.0,0.25,0
161,161,74,29.25,0.25,0
162,162,62,29.25,0.25,0
163,163,76,29.5,0.25,0
164,164,59,29.5,0.25,0
165,165,78,29.75,0.25,0
166,166,62,29.75,0.25,0
167,167,79,30.0,0.25,1
168,168,55,30.0,0.25,1
169,169,78,30.25,0.25,0
170,170,64,30.25,0.25,0
171,171,79,30.5,0.25,0
172,172,60,30.5,0.25,0
173,173,78,30.75,0.25,0
174,174,64,30.75,0.25,0
175,175,81,31.0,0.25,0
176,176,55,31.0,0.25,0
177,177,79,31.25,0.25,0
178,178,64,31.25,0.25,0
179,179,78,31.5,0.25,0
180,180,60,31.5,0.25,0
181,181,79,31.75,0.25,0
182,182,64,31.75,0.25,0
183,183,78,32.0,0.25,0
184,184,55,32.0,0.25,0
185,185,76,32.25,0.25,0
186,186,61,32.25,0.25,0
187,187,74,32.5,0.25,0
188,188,58,32.5,0.25,0
189,189,73,32.75,0.25,0
190,190,61,32.75,0.25,0
191,191,74,33.0,0.25,1
192,192,55,33.0,0.25,1
193,193,71,33.25,0.25,0
194,194,62,33.25,0.25,0
195,195,74,33.5,0.25,0
196,196,59,33.5,0.25,0
197,197,71,33.75,0.25,0
198,198,62,33.75,0.25,0
199,199,67,34.0,1.0,0
200,200,55,34.0,0.25,0
201,201,62,34.25,0.25,0
202,202,59,34.5,0.25,0
203,203,62,34.75,0.25,0
204,204,55,35.0,0.25,0
205,205,62,35.25,0.25,0
206,206,59,35.5,0.25,0
207,207,62,35.75,0.25,0
208,208,72,36.0,0.25,1
209,209,57,36.0,0.25,1
210,210,69,36.25,0.25,0
211,211,62,36.25,0.25,0
212,212,72,36.5,0.25,0
213,213,60,36.5,0.25,0
214,214,69,36.75,0.25,0
215,215,62,36.75,0.25,0
216,216,66,37.0,0.25,0
217,217,57,37.0,0.25,0
218,218,69,37.25,0.25,0
219,219,62,37.25,0.25,0
220,220,68,37.5,0.25,0
221,221,60,37.5,0.25,0
222,222,69,37.75,0.25,0
223,223,62,37.75,0.25,0
224,224,70,38.0,0.25,0
225,225,57,38.0,0.25,0
226,226,71,38.25,0.25,0
227,227,62,38.25,0.25,0
228,228,72,38.5,0.25,0
229,229,60,38.5,0.25,0
230,230,73,38.75,0.25,0
231,231,62,38.75,0.25,0
232,232,74,39.0,0.25,1
233,233,55,39.0,0.25,1
234,234,71,39.25,0.25,0
235,235,62,39.25,0.25,0
236,236,74,39.5,0.25,0
237,237,59,39.5,0.25,0
