,src,des
0,0,0
1,1,0
2,2,0
3,3,0
4,4,0
5,5,0
6,18,1
7,19,1
8,20,1
9,41,2
10,42,2
11,43,2
12,57,3
13,58,3
14,59,3
15,691,4
16,692,4
17,693,4
18,694,4
19,695,4
20,696,4
21,697,4
22,721,5
23,722,5
24,723,5
25,969,6
26,970,6
27,971,6
28,977,7
29,978,7
30,979,7
31,980,7
32,981,7
33,987,8
34,988,8
35,989,8
36,990,8
37,1884,10
38,1885,10
39,1886,10
40,1887,10
41,1888,10
42,1889,10
43,1902,11
44,1903,11
45,1904,11
46,1925,12
47,1926,12
48,1927,12
49,1945,13
50,1946,13
51,1947,13
52,2117,14
53,2118,14
54,2119,14
55,2120,14
56,2121,14
57,2147,15
58,2148,15
59,2149,15
