,nid,pitch,onset,duration,label
0,0,65,-1.0,0.25,0
1,1,69,-0.75,0.25,0
2,2,72,-0.5,0.25,0
3,3,77,-0.25,0.25,0
4,4,81,0.0,0.75,0
5,5,41,0.0,1.0,0
6,6,53,0.0,1.0,0
7,7,72,0.0,0.0,0
8,8,77,0.75,0.25,0
9,9,72,1.0,0.5,0
10,10,45,1.0,1.0,0
11,11,57,1.0,1.0,0
12,12,69,1.5,0.75,0
13,13,72,1.5,0.75,0
14,14,48,2.0,1.0,0
15,15,60,2.0,1.0,0
16,16,67,2.25,0.25,0
17,17,70,2.25,0.25,0
18,18,65,2.5,0.25,0
19,19,69,2.5,0.25,0
20,20,67,2.75,0.25,0
21,21,70,2.75,0.25,0
22,22,70,3.0,0.75,0
23,23,67,3.0,1.0,0
24,24,50,3.0,1.5,0
25,25,62,3.0,1.5,0
26,26,72,3.75,0.125,0
27,27,70,3.875,0.125,0
28,28,69,4.0,0.75,0
29,29,65,4.0,0.75,0
30,30,60,4.75,0.125,0
31,31,65,4.875,1.125,0
32,32,74,5.0,0.25,0
33,33,45,5.0,1.0,0
34,34,72,5.25,0.25,0
35,35,70,5.5,0.25,0
36,36,69,5.75,0.25,0
37,37,69,6.0,0.25,0
38,38,62,6.0,0.5,0
39,39,65,6.0,0.5,0
40,40,46,6.0,1.0,0
41,41,67,6.25,0.25,0
42,42,67,6.5,1.0,0
43,43,62,6.5,1.0,0
44,44,65,6.5,1.0,0
45,45,31,7.0,1.0,0
46,46,43,7.0,1.0,0
47,47,67,7.5,0.75,0
48,48,58,7.5,0.5,0
49,49,65,7.5,0.5,0
50,50,34,8.0,0.875,0
51,51,46,8.0,0.875,0
52,52,70,8.25,0.125,0
53,53,69,8.375,0.125,0
54,54,72,8.5,0.125,0
55,55,70,8.625,0.125,0
56,56,69,8.75,0.125,0
57,57,67,8.875,0.125,0
58,58,58,8.875,0.125,0
59,59,65,9.0,0.75,0
60,60,48,9.0,1.5,0
61,61,57,9.0,1.0,0
62,62,67,9.75,0.125,0
63,63,65,9.875,0.125,0
64,64,64,10.0,1.0,0
65,65,55,10.0,0.5,0
66,66,65,11.0,0.125,0
67,67,69,11.125,0.125,0
68,68,70,11.25,0.125,0
69,69,72,11.375,0.125,0
70,70,74,11.5,0.125,0
71,71,76,11.625,0.125,0
72,72,77,11.75,0.125,0
73,73,79,11.875,0.125,0
74,74,81,12.0,0.75,0
75,75,41,12.0,1.0,0
76,76,53,12.0,1.0,0
77,77,77,12.75,0.083333336,1
78,78,81,12.833333,0.083333336,0
79,79,77,12.916667,0.083333336,0
80,80,72,13.0,0.5,0
81,81,45,13.0,1.0,0
82,82,57,13.0,1.0,0
83,83,72,13.5,0.75,0
84,84,69,13.5,1.0,0
85,85,48,14.0,1.0,0
86,86,60,14.0,1.0,0
87,87,74,14.25,0.125,0
88,88,72,14.375,0.125,0
89,89,70,14.5,0.25,0
90,90,67,14.5,0.5,0
91,91,72,14.5,0.0,0
92,92,69,14.75,0.125,0
93,93,70,14.875,0.125,0
94,94,72,15.0,0.5,0
95,95,67,15.0,1.0,0
96,96,50,15.0,1.5,0
97,97,62,15.0,1.5,0
98,98,70,15.5,0.5,0
99,99,69,16.0,0.25,0
100,100,65,16.0,0.25,0
101,101,77,16.25,0.25,0
102,102,76,16.5,0.25,0
103,103,77,16.75,0.25,0
104,104,79,17.0,0.25,0
105,105,62,17.0,0.5,0
106,106,58,17.0,1.0,0
107,107,77,17.25,0.25,0
108,108,76,17.5,0.25,0
109,109,64,17.5,0.5,0
110,110,74,17.75,0.25,0
111,111,72,18.0,0.125,0
112,112,65,18.0,0.5,0
113,113,57,18.0,0.5,0
114,114,73,18.125,0.125,0
115,115,74,18.25,0.125,0
116,116,73,18.375,0.125,0
117,117,76,18.5,0.125,0
118,118,65,18.5,1.0,0
119,119,58,18.5,0.5,0
120,120,74,18.625,0.125,0
121,121,72,18.75,0.125,0
122,122,70,18.875,0.125,0
123,123,69,19.0,0.75,0
124,124,60,19.0,0.5,0
125,125,70,19.75,0.25,0
126,126,70,19.75,0.0,0
127,127,69,19.75,0.0,0
128,128,67,19.75,0.0,0
129,129,69,19.75,0.0,0
130,130,67,20.0,0.75,0
131,131,64,20.0,0.5,0
132,132,60,20.0,0.5,0
133,133,69,20.0,0.0,0
134,134,65,20.75,0.125,0
135,135,67,20.875,0.125,0
136,136,65,21.0,1.0,0
137,137,53,21.0,0.25,0
138,138,57,21.25,0.25,0
139,139,60,21.5,0.25,0
140,140,57,21.75,0.25,0
141,141,53,22.0,0.25,0
142,142,65,22.25,0.25,0
143,143,57,22.25,0.25,0
144,144,69,22.5,0.25,0
145,145,60,22.5,0.25,0
146,146,72,22.75,0.25,0
147,147,57,22.75,0.25,0
148,148,77,23.0,0.25,0
149,149,53,23.0,0.25,0
150,150,81,23.25,0.25,0
151,151,57,23.25,0.25,0
152,152,84,23.5,0.25,0
153,153,60,23.5,0.25,0
154,154,84,23.75,0.25,0
155,155,57,23.75,0.25,0
156,156,84,24.0,0.375,1
157,157,55,24.0,0.25,1
158,158,58,24.25,0.25,0
159,159,76,24.375,0.125,0
160,160,82,24.5,0.5,0
161,161,60,24.5,0.25,0
162,162,58,24.75,0.25,0
163,163,55,25.0,0.25,0
164,164,82,25.25,0.25,0
165,165,58,25.25,0.25,0
166,166,84,25.25,0.0,0
167,167,79,25.5,0.25,0
168,168,60,25.5,0.25,0
169,169,81,25.5,0.0,0
170,170,76,25.75,0.25,0
171,171,58,25.75,0.25,0
172,172,77,25.75,0.0,0
173,173,72,26.0,0.25,0
174,174,52,26.0,0.25,0
175,175,74,26.0,0.0,0
176,176,79,26.25,0.25,0
177,177,55,26.25,0.25,0
178,178,81,26.25,0.0,0
179,179,76,26.5,0.25,0
180,180,60,26.5,0.25,0
181,181,77,26.5,0.0,0
182,182,72,26.75,0.25,0
183,183,55,26.75,0.25,0
184,184,74,26.75,0.0,0
185,185,70,27.0,0.375,0
186,186,53,27.0,0.25,0
187,187,57,27.25,0.25,0
188,188,67,27.375,0.125,0
189,189,69,27.5,0.5,0
190,190,60,27.5,0.25,0
191,191,57,27.75,0.25,0
192,192,53,28.0,0.25,0
193,193,65,28.125,0.125,0
194,194,67,28.25,0.125,0
195,195,57,28.25,0.25,0
196,196,69,28.375,0.125,0
197,197,70,28.5,0.125,0
198,198,60,28.5,0.25,0
199,199,72,28.625,0.125,0
200,200,74,28.75,0.125,0
201,201,57,28.75,0.25,0
202,202,76,28.875,0.125,0
203,203,77,29.0,0.125,0
204,204,53,29.0,0.25,0
205,205,79,29.125,0.125,0
206,206,81,29.25,0.125,0
207,207,57,29.25,0.25,0
208,208,82,29.375,0.125,0
209,209,84,29.5,0.25,0
210,210,60,29.5,0.25,0
211,211,84,29.75,0.25,0
212,212,57,29.75,0.25,0
213,213,84,30.0,0.375,0
214,214,55,30.0,0.25,0
215,215,58,30.25,0.25,0
216,216,76,30.375,0.125,0
217,217,82,30.5,0.5,0
218,218,60,30.5,0.25,0
219,219,58,30.75,0.25,0
220,220,55,31.0,0.25,0
221,221,79,31.125,0.125,0
222,222,82,31.25,0.125,0
223,223,58,31.25,0.25,0
224,224,81,31.375,0.125,0
225,225,79,31.5,0.125,0
226,226,60,31.5,0.25,0
227,227,77,31.625,0.125,0
228,228,76,31.75,0.125,0
229,229,58,31.75,0.25,0
230,230,74,31.875,0.125,0
231,231,72,32.0,0.125,0
232,232,52,32.0,0.25,0
233,233,76,32.125,0.125,0
234,234,79,32.25,0.125,0
235,235,55,32.25,0.25,0
236,236,77,32.375,0.125,0
237,237,76,32.5,0.125,0
238,238,60,32.5,0.25,0
239,239,74,32.625,0.125,0
240,240,72,32.75,0.125,0
241,241,55,32.75,0.25,0
242,242,70,32.875,0.125,0
243,243,69,33.0,0.125,0
244,244,53,33.0,0.25,0
245,245,72,33.125,0.125,0
246,246,70,33.25,0.125,0
247,247,60,33.25,0.25,0
248,248,69,33.375,0.125,0
249,249,70,33.5,0.125,0
250,250,55,33.5,0.25,0
251,251,72,33.625,0.125,0
252,252,74,33.75,0.125,0
253,253,60,33.75,0.25,0
254,254,76,33.875,0.125,0
255,255,77,34.0,0.125,0
256,256,57,34.0,0.25,0
257,257,77,34.125,0.0625,0
258,258,76,34.1875,0.0625,0
259,259,77,34.25,0.125,0
260,260,60,34.25,0.25,0
261,261,79,34.375,0.125,0
262,262,81,34.5,0.125,0
263,263,53,34.5,0.25,0
264,264,81,34.625,0.0625,0
265,265,79,34.6875,0.0625,0
266,266,81,34.75,0.125,0
267,267,57,34.75,0.25,0
268,268,82,34.875,0.125,0
269,269,84,35.0,0.375,0
270,270,48,35.0,0.25,0
271,271,53,35.25,0.25,0
272,272,81,35.375,0.125,0
273,273,89,35.5,0.25,0
274,274,45,35.5,0.25,0
275,275,48,35.75,0.25,0
276,276,69,35.875,0.125,0
277,277,67,36.0,0.25,0
278,278,46,36.0,0.25,0
279,279,70,36.25,0.5,0
280,280,50,36.25,0.25,0
281,281,69,36.25,0.0,0
282,282,55,36.5,0.25,0
283,283,74,36.75,0.5,0
284,284,50,36.75,0.25,0
285,285,73,36.75,0.0,0
286,286,46,37.0,0.25,0
287,287,79,37.25,0.5,0
288,288,50,37.25,0.25,0
289,289,78,37.25,0.0,0
290,290,55,37.5,0.25,0
291,291,82,37.75,0.5,0
292,292,50,37.75,0.25,0
293,293,81,37.75,0.0,0
294,294,43,38.0,0.25,0
295,295,85,38.25,0.125,0
296,296,46,38.25,0.25,0
297,297,86,38.375,0.125,0
298,298,82,38.5,0.25,0
299,299,50,38.5,0.25,0
300,300,84,38.5,0.0,0
301,301,81,38.75,0.125,0
302,302,46,38.75,0.25,0
303,303,79,38.875,0.125,0
304,304,77,39.0,0.75,0
305,305,48,39.0,1.0,0
306,306,53,39.0,1.0,0
307,307,57,39.0,1.0,0
308,308,76,39.75,0.0625,0
309,309,77,39.8125,0.0625,0
310,310,79,39.875,0.0625,0
311,311,77,39.9375,0.0625,0
312,312,76,40.0,0.5,0
313,313,48,40.0,0.25,0
314,314,52,40.0,0.25,0
315,315,55,40.0,0.25,0
316,316,60,40.25,0.25,0
317,317,59,40.5,0.25,0
318,318,60,40.75,0.25,0
319,319,55,41.0,0.25,0
320,320,60,41.25,0.25,0
321,321,52,41.5,0.25,0
322,322,55,41.75,0.25,0
323,323,48,42.0,0.5,0
324,324,79,42.25,0.25,0
325,325,79,42.5,0.25,0
326,326,79,42.75,0.25,1
327,327,79,43.0,0.25,0
328,328,60,43.0,0.5,0
329,329,64,43.0,0.5,0
330,330,79,43.25,0.25,0
331,331,79,43.5,0.25,0
332,332,62,43.5,0.5,0
333,333,65,43.5,0.5,0
334,334,79,43.75,0.25,0
335,335,79,44.0,0.25,0
336,336,64,44.0,0.5,0
337,337,67,44.0,0.5,0
338,338,81,44.25,0.125,0
339,339,83,44.375,0.125,0
340,340,84,44.5,0.125,0
341,341,60,44.5,0.5,0
342,342,64,44.5,0.5,0
343,343,83,44.625,0.125,0
344,344,81,44.75,0.125,0
345,345,79,44.875,0.125,0
346,346,77,45.0,0.25,0
347,347,62,45.0,0.5,0
348,348,65,45.0,0.5,0
349,349,77,45.25,0.25,0
350,350,77,45.5,0.25,0
351,351,77,45.75,0.25,0
352,352,77,46.0,0.25,0
353,353,59,46.0,0.5,0
354,354,62,46.0,0.5,0
355,355,77,46.25,0.25,0
356,356,77,46.5,0.25,0
357,357,57,46.5,0.5,0
358,358,60,46.5,0.5,0
359,359,77,46.75,0.25,0
360,360,77,47.0,0.25,0
361,361,55,47.0,0.5,0
362,362,59,47.0,0.5,0
363,363,76,47.25,0.125,0
364,364,74,47.375,0.125,0
365,365,72,47.5,0.125,0
366,366,53,47.5,0.5,0
367,367,62,47.5,0.5,0
368,368,71,47.625,0.125,0
369,369,69,47.75,0.125,0
370,370,67,47.875,0.125,0
371,371,79,48.0,6.0,0
372,372,60,48.0,0.25,0
373,373,52,48.0,0.25,0
374,374,67,48.25,0.25,0
375,375,67,48.5,0.25,0
376,376,67,48.75,0.25,0
377,377,67,49.0,0.25,0
378,378,67,49.25,0.25,0
379,379,67,49.5,0.25,0
380,380,65,49.5,0.5,0
381,381,67,49.75,0.25,0
382,382,67,50.0,0.25,0
383,383,64,50.0,0.5,0
384,384,69,50.25,0.125,0
385,385,71,50.375,0.125,0
386,386,72,50.5,0.125,0
387,387,60,50.5,0.5,0
388,388,71,50.625,0.125,0
389,389,69,50.75,0.125,0
390,390,67,50.875,0.125,0
391,391,65,51.0,0.25,0
392,392,62,51.0,0.5,0
393,393,65,51.25,0.25,0
394,394,65,51.5,0.25,0
395,395,65,51.75,0.25,0
396,396,65,52.0,0.25,0
397,397,62,52.0,0.5,0
398,398,65,52.25,0.25,0
399,399,65,52.5,0.25,0
400,400,59,52.5,0.5,0
401,401,65,52.75,0.25,0
402,402,65,53.0,0.25,0
403,403,55,53.0,0.5,0
404,404,64,53.25,0.125,0
405,405,62,53.375,0.125,0
406,406,60,53.5,0.125,0
407,407,53,53.5,0.5,0
408,408,59,53.625,0.125,0
409,409,57,53.75,0.125,0
410,410,55,53.875,0.125,0
411,411,60,54.0,0.5,0
412,412,52,54.0,0.5,0
413,413,79,54.25,0.25,0
414,414,84,54.5,0.25,0
415,415,72,54.75,0.25,0
416,416,76,55.0,0.25,0
417,417,72,55.0,1.0,0
418,418,41,55.0,1.0,0
419,419,53,55.0,1.0,0
420,420,74,55.25,0.25,0
