,src,des
0,1,1
1,10,2
2,11,2
3,12,2
4,14,4
5,23,5
6,24,5
7,25,5
8,32,7
9,56,7
10,57,7
11,59,8
12,67,9
13,78,10
14,79,10
15,80,10
16,81,11
17,84,12
18,85,12
19,86,13
20,87,13
21,88,14
22,91,15
23,92,15
24,93,16
25,94,16
26,126,17
27,127,17
28,128,17
29,129,17
30,130,17
31,158,18
32,159,18
33,160,18
34,162,19
35,171,20
36,172,20
37,173,20
38,175,22
39,184,23
40,185,23
41,186,23
42,193,24
43,217,24
44,218,24
45,220,25
46,228,26
47,239,27
48,240,27
49,241,27
50,242,28
51,245,29
52,246,29
53,247,30
54,248,30
55,249,31
56,252,32
57,253,32
58,254,33
59,255,33
60,268,34
61,269,34
62,270,34
63,271,35
64,276,36
65,277,36
66,279,36
67,304,37
68,305,37
69,307,37
70,333,38
71,336,38
72,341,39
73,342,39
74,344,39
75,346,40
76,347,40
77,350,40
78,360,41
79,361,41
80,364,41
81,377,42
82,378,42
83,379,42
84,425,43
85,426,43
86,428,43
87,430,44
88,432,44
89,437,45
90,438,45
91,441,45
92,443,45
93,452,46
94,455,46
95,456,46
96,466,47
97,467,47
98,475,48
99,476,48
100,485,49
101,486,49
102,495,50
103,496,50
104,505,51
105,506,51
106,526,52
107,527,52
108,528,52
109,537,53
110,538,53
111,543,55
112,544,55
113,546,55
114,571,56
115,572,56
116,574,56
117,600,57
118,603,57
119,608,58
120,609,58
121,611,58
122,613,59
123,614,59
124,617,59
125,627,60
126,628,60
127,631,60
128,692,61
129,693,61
130,695,61
131,697,62
132,699,62
133,704,63
134,705,63
135,708,63
136,710,63
137,719,64
138,722,64
139,723,64
140,733,65
141,734,65
