,nid,pitch,onset,duration,label
0,0,76,0.0,0.75,0
1,1,48,0.5,0.5,0
2,2,77,0.75,0.125,0
3,3,79,0.875,0.125,0
4,4,72,1.0,0.5,0
5,5,52,1.0,0.5,0
6,6,71,1.5,0.5,0
7,7,74,1.5,0.5,0
8,8,55,1.5,0.5,0
9,9,71,2.0,0.5,0
10,10,74,2.0,0.5,0
11,11,60,2.0,0.5,0
12,12,72,2.5,0.5,1
13,13,76,2.5,0.5,1
14,14,48,2.5,0.5,1
15,15,77,2.5,0.0,1
16,16,71,3.0,1.0,0
17,17,74,3.0,1.0,0
18,18,55,3.0,0.5,0
19,19,43,3.5,0.5,0
20,20,76,4.0,0.75,0
21,21,48,4.5,0.5,0
22,22,77,4.75,0.125,0
23,23,79,4.875,0.125,0
24,24,72,5.0,0.5,0
25,25,52,5.0,0.5,0
26,26,71,5.5,0.5,0
27,27,74,5.5,0.5,0
28,28,55,5.5,0.5,0
29,29,74,6.0,0.5,0
30,30,77,6.0,0.5,0
31,31,60,6.0,0.5,0
32,32,72,6.5,0.5,1
33,33,76,6.5,0.5,1
34,34,48,6.5,0.5,1
35,35,71,7.0,1.0,0
36,36,74,7.0,1.0,0
37,37,55,7.0,0.5,0
38,38,43,7.5,0.5,0
39,39,77,8.0,0.75,0
40,40,57,8.0,0.5,0
41,41,60,8.5,0.5,0
42,42,79,8.75,0.125,0
43,43,77,8.875,0.125,0
44,44,76,9.0,0.5,0
45,45,55,9.0,0.5,0
46,46,76,9.5,0.5,0
47,47,60,9.5,0.5,0
48,48,81,10.0,0.75,0
49,49,53,10.0,0.5,0
50,50,60,10.5,0.5,0
51,51,83,10.75,0.125,0
52,52,84,10.875,0.125,0
53,53,79,11.0,0.5,0
54,54,52,11.0,0.5,0
55,55,79,11.5,0.5,0
56,56,60,11.5,0.5,0
57,57,79,12.0,0.25,0
58,58,77,12.25,0.25,0
59,59,77,12.5,0.25,0
60,60,59,12.5,0.5,0
61,61,67,12.5,0.5,0
62,62,74,12.75,0.25,0
63,63,77,13.0,0.25,0
64,64,76,13.25,0.25,0
65,65,76,13.5,0.25,0
66,66,60,13.5,0.5,0
67,67,67,13.5,0.5,0
68,68,72,13.75,0.25,0
69,69,73,14.0,0.25,1
70,70,55,14.0,1.0,1
71,71,59,14.0,1.0,1
72,72,74,14.25,0.25,0
73,73,76,14.5,0.25,0
74,74,74,14.75,0.25,0
75,75,72,15.0,0.25,0
