,src,des
0,0,1
1,1,0
2,2,3
3,3,2
4,4,5
5,4,6
6,4,7
7,5,4
8,5,6
9,5,7
10,6,4
11,6,5
12,6,7
13,7,4
14,7,5
15,7,6
16,8,9
17,9,8
18,10,11
19,10,12
20,10,13
21,11,10
22,11,12
23,11,13
24,12,10
25,12,11
26,12,13
27,13,10
28,13,11
29,13,12
30,14,15
31,15,14
32,16,17
33,16,18
34,16,19
35,17,16
36,17,18
37,17,19
38,18,16
39,18,17
40,18,19
41,19,16
42,19,17
43,19,18
44,20,21
45,21,20
46,22,23
47,22,24
48,23,22
49,23,24
50,24,22
51,24,23
52,28,29
53,29,28
54,35,36
55,36,35
56,38,39
57,39,38
58,43,44
59,44,43
60,45,46
61,46,45
62,47,48
63,47,49
64,47,50
65,48,47
66,48,49
67,48,50
68,49,47
69,49,48
70,49,50
71,50,47
72,50,48
73,50,49
74,51,52
75,52,51
76,53,54
77,53,55
78,53,56
79,54,53
80,54,55
81,54,56
82,55,53
83,55,54
84,55,56
85,56,53
86,56,54
87,56,55
88,57,58
89,58,57
90,59,60
91,59,61
92,59,62
93,60,59
94,60,61
95,60,62
96,61,59
97,61,60
98,61,62
99,62,59
100,62,60
101,62,61
102,63,64
103,64,63
104,65,66
105,65,67
106,66,65
107,66,67
108,67,65
109,67,66
110,71,72
111,71,73
112,72,71
113,72,73
114,73,71
115,73,72
116,79,80
117,79,81
118,80,79
119,80,81
120,81,79
121,81,80
122,83,84
123,83,85
124,84,83
125,84,85
126,85,83
127,85,84
128,87,88
129,88,87
130,89,90
131,90,89
132,91,92
133,92,91
134,93,94
135,94,93
136,95,96
137,96,95
138,97,98
139,98,97
140,99,100
141,100,99
142,101,102
143,102,101
144,103,104
145,104,103
146,105,106
147,106,105
148,107,108
149,108,107
150,109,110
151,110,109
152,111,112
153,112,111
154,113,114
155,114,113
156,115,116
157,116,115
158,117,118
159,118,117
160,119,120
161,120,119
162,121,122
163,122,121
164,123,124
165,124,123
166,125,126
167,126,125
168,127,128
169,128,127
170,129,130
171,130,129
172,131,132
173,132,131
174,133,134
175,134,133
176,135,136
177,136,135
178,137,138
179,138,137
180,139,140
181,140,139
182,141,142
183,142,141
184,143,144
185,144,143
186,148,149
187,149,148
188,150,151
189,151,150
190,152,153
191,152,154
192,152,155
193,153,152
194,153,154
195,153,155
196,154,152
197,154,153
198,154,155
199,155,152
200,155,153
201,155,154
202,156,157
203,157,156
204,158,159
205,158,160
206,158,161
207,159,158
208,159,160
209,159,161
210,160,158
211,160,159
212,160,161
213,161,158
214,161,159
215,161,160
216,162,163
217,163,162
218,164,165
219,164,166
220,164,167
221,165,164
222,165,166
223,165,167
224,166,164
225,166,165
226,166,167
227,167,164
228,167,165
229,167,166
230,168,169
231,169,168
232,170,171
233,170,172
234,171,170
235,171,172
236,172,170
237,172,171
238,176,177
239,176,178
240,177,176
241,177,178
242,178,176
243,178,177
244,182,183
245,183,182
246,185,186
247,186,185
248,188,189
249,189,188
250,195,196
251,195,197
252,196,195
253,196,197
254,197,195
255,197,196
256,203,204
257,203,205
258,204,203
259,204,205
260,205,203
261,205,204
262,216,217
263,217,216
264,218,219
265,219,218
266,220,221
267,220,222
268,220,223
269,221,220
270,221,222
271,221,223
272,222,220
273,222,221
274,222,223
275,223,220
276,223,221
277,223,222
278,224,225
279,225,224
280,226,227
281,226,228
282,226,229
283,227,226
284,227,228
285,227,229
286,228,226
287,228,227
288,228,229
289,229,226
290,229,227
291,229,228
292,230,231
293,231,230
294,232,233
295,232,234
296,232,235
297,233,232
298,233,234
299,233,235
300,234,232
301,234,233
302,234,235
303,235,232
304,235,233
305,235,234
306,236,237
307,237,236
308,238,239
309,238,240
310,239,238
311,239,240
312,240,238
313,240,239
314,244,245
315,245,244
316,251,252
317,252,251
318,254,255
319,255,254
320,259,260
321,260,259
322,261,262
323,262,261
324,263,264
325,263,265
326,263,266
327,264,263
328,264,265
329,264,266
330,265,263
331,265,264
332,265,266
333,266,263
334,266,264
335,266,265
336,267,268
337,268,267
338,269,270
339,269,271
340,269,272
341,270,269
342,270,271
343,270,272
344,271,269
345,271,270
346,271,272
347,272,269
348,272,270
349,272,271
350,273,274
351,274,273
352,275,276
353,275,277
354,275,278
355,276,275
356,276,277
357,276,278
358,277,275
359,277,276
360,277,278
361,278,275
362,278,276
363,278,277
364,279,280
365,280,279
366,281,282
367,281,283
368,282,281
369,282,283
370,283,281
371,283,282
372,287,288
373,287,289
374,288,287
375,288,289
376,289,287
377,289,288
378,295,296
379,295,297
380,296,295
381,296,297
382,297,295
383,297,296
384,299,300
385,299,301
386,300,299
387,300,301
388,301,299
389,301,300
390,303,304
391,304,303
392,305,306
393,306,305
394,307,308
395,307,309
396,308,307
397,308,309
398,309,307
399,309,308
400,313,314
401,314,313
