,src,des
0,64,1
1,73,2
2,96,3
3,97,3
4,101,3
5,103,4
6,136,5
7,140,5
8,160,6
9,162,6
10,189,7
11,191,7
12,217,8
13,219,8
14,273,9
15,274,9
16,312,10
17,316,10
18,318,11
19,322,12
20,323,13
21,324,13
22,347,14
23,348,14
24,349,14
25,371,15
26,371,16
27,407,15
28,407,16
29,410,15
30,410,16
31,411,17
32,412,17
33,413,17
34,431,18
35,432,18
36,433,18
37,436,18
38,479,19
39,482,19
40,483,20
41,484,20
42,486,21
43,561,22
44,565,22
45,566,23
46,567,23
47,568,23
48,570,24
49,587,25
50,590,25
51,596,26
52,597,26
53,600,26
54,606,27
55,607,27
56,610,27
57,614,28
58,642,29
59,643,29
60,644,29
61,645,29
62,679,30
63,680,30
64,681,30
65,682,30
66,690,31
67,695,31
68,697,31
69,701,32
70,702,33
71,703,33
72,704,33
73,705,33
74,714,34
75,715,34
76,716,34
77,717,34
78,718,34
79,722,36
80,745,37
81,746,37
82,747,37
83,748,37
84,749,37
85,772,38
86,773,38
87,774,38
88,775,38
89,776,38
90,803,39
91,804,39
92,805,39
93,806,39
94,807,39
95,842,40
96,843,40
97,844,40
98,845,40
99,846,40
100,849,40
101,868,41
102,874,41
103,891,42
104,892,42
105,896,42
106,899,42
107,924,43
108,925,43
109,928,43
110,945,44
111,946,44
112,950,44
113,953,44
114,977,45
115,978,45
116,981,45
117,998,46
118,999,46
119,1003,46
120,1006,46
121,1023,47
122,1024,47
123,1029,47
124,1053,48
125,1056,48
126,1057,48
127,1092,49
128,1095,49
129,1096,49
130,1171,50
131,1174,50
132,1175,50
133,1209,51
134,1212,51
135,1213,51
136,1328,52
137,1329,52
138,1332,52
139,1357,53
140,1358,53
141,1361,53
142,1382,54
143,1383,54
144,1384,54
145,1385,54
146,1450,56
147,1482,57
148,1483,57
149,1487,57
150,1489,58
151,1522,59
152,1526,59
153,1545,60
154,1547,60
155,1573,61
156,1575,61
157,1600,62
158,1602,62
159,1621,63
160,1623,63
161,1647,64
162,1653,64
163,1657,65
164,1672,66
165,1674,66
166,1676,67
167,1680,68
168,1681,69
169,1682,69
170,1705,70
171,1706,70
172,1707,70
173,1729,71
174,1729,72
175,1765,71
176,1765,72
177,1768,71
178,1768,72
179,1769,73
180,1770,73
181,1771,73
182,1790,74
183,1791,74
184,1792,74
185,1793,74
186,1814,75
187,1815,75
188,1816,75
189,1834,76
190,1835,76
191,1836,76
192,1837,76
193,1884,77
194,1887,77
195,1888,78
196,1889,78
197,1966,79
198,1970,79
199,1971,80
200,1972,80
201,1973,80
202,1975,81
203,1992,82
204,1995,82
205,2001,83
206,2002,83
207,2005,83
208,2011,84
209,2012,84
210,2015,84
211,2019,85
212,2047,86
213,2048,86
214,2049,86
215,2050,86
216,2095,87
217,2100,87
218,2102,87
219,2108,88
220,2109,88
221,2110,88
222,2113,88
223,2118,89
224,2124,89
225,2125,89
226,2126,89
