,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
0,0,67.0,3.5,0.5,4,0.0,0.5,0.0,0.0,0.0,0.0,3.5,0.0,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0
1,1,55.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0007369196973741055,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.0007369196973741055,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,74.0,55.0,19.0
2,2,67.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0007369196973741055,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.0007369196973741055,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,74.0,55.0,19.0
3,3,71.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0007369196973741055,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.0007369196973741055,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,74.0,55.0,19.0
4,4,74.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0007369196973741055,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.0007369196973741055,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,74.0,55.0,19.0
5,5,59.0,1.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0022107590921223164,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.0022107590921223164,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,79.0,59.0,20.0
6,6,62.0,1.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0022107590921223164,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.0022107590921223164,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,79.0,59.0,20.0
7,7,67.0,1.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0022107590921223164,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.0022107590921223164,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,79.0,59.0,20.0
8,8,79.0,1.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0022107590921223164,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.0022107590921223164,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,79.0,59.0,20.0
9,9,57.0,2.0,1.5,4,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0036845984868705273,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.0036845984868705273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,79.0,57.0,22.0
10,10,60.0,2.0,1.5,4,0.0,1.5,0.0,0.0,0.0,0.0,6.0,0.0036845984868705273,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.0036845984868705273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,79.0,57.0,22.0
11,11,72.0,2.0,1.5,4,0.0,1.5,0.0,0.0,0.0,0.0,6.0,0.0036845984868705273,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.0036845984868705273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,79.0,57.0,22.0
12,12,79.0,2.0,1.0,4,0.0,1.5,0.0,0.0,0.0,0.0,6.0,0.0036845984868705273,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.0036845984868705273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,79.0,57.0,22.0
13,13,78.0,3.0,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,7.0,0.005158437881618738,0.6141732283464567,0.37720875441750884,0.23167151846114717,0.005158437881618738,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,0.0
14,14,55.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,7.5,0.005895357578992844,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.005895357578992844,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,76.0,55.0,21.0
15,15,64.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,7.5,0.005895357578992844,0.5039370078740157,0.25395250790501583,0.127976066975756,0.005895357578992844,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,76.0,55.0,21.0
16,16,71.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,7.5,0.005895357578992844,0.5590551181102362,0.31254262508525016,0.1747285541815178,0.005895357578992844,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,76.0,55.0,21.0
17,17,76.0,3.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,7.5,0.005895357578992844,0.5984251968503937,0.35811271622543245,0.2143036727018336,0.005895357578992844,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,76.0,55.0,21.0
18,18,54.0,0.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,8.0,0.006632277276366949,0.4251968503937008,0.18079236158472317,0.0768723427210634,0.006632277276366949,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,74.0,54.0,20.0
19,19,57.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.006632277276366949,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.006632277276366949,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,74.0,54.0,20.0
20,20,69.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.006632277276366949,0.5433070866141733,0.29518259036518074,0.16037479319053127,0.006632277276366949,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,74.0,54.0,20.0
21,21,74.0,0.0,0.5,4,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.006632277276366949,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.006632277276366949,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,74.0,54.0,20.0
22,22,75.0,0.5,0.5,4,1.0,0.5,0.0,0.0,0.0,0.0,8.5,0.0073691969737410545,0.5905511811023622,0.348750697501395,0.20595513631972145,0.0073691969737410545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,0.0
23,23,56.0,1.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,9.0,0.008106116205453873,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.008106116205453873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,76.0,56.0,20.0
