,nid,pitch,onset,duration,ts,label,rid
0,0.0,73.0,0.0,1.5,6,1.0,
1,1.0,64.0,0.0,2.0,6,1.0,
2,2.0,57.0,0.0,1.5,6,1.0,
3,3.0,74.0,1.5,0.5,6,0.0,
4,4.0,59.0,1.5,0.5,6,0.0,
5,5.0,73.0,2.0,1.0,6,0.0,
6,6.0,64.0,2.0,1.0,6,0.0,
7,7.0,57.0,2.0,1.0,6,0.0,
8,8.0,76.0,3.0,2.0,6,0.0,
9,9.0,64.0,3.0,2.0,6,0.0,
10,10.0,61.0,3.0,2.0,6,0.0,
11,11.0,76.0,5.0,1.0,6,0.0,
12,12.0,64.0,5.0,1.0,6,0.0,
13,13.0,61.0,5.0,1.0,6,0.0,
14,14.0,71.0,6.0,1.5,6,1.0,
15,15.0,64.0,6.0,2.0,6,1.0,
16,16.0,56.0,6.0,1.5,6,1.0,
17,17.0,73.0,7.5,0.5,6,0.0,
18,18.0,57.0,7.5,0.5,6,0.0,
19,19.0,71.0,8.0,1.0,6,0.0,
20,20.0,64.0,8.0,1.0,6,0.0,
21,21.0,56.0,8.0,1.0,6,0.0,
22,22.0,74.0,9.0,2.0,6,0.0,
23,23.0,64.0,9.0,2.0,6,0.0,
24,24.0,59.0,9.0,2.0,6,0.0,
25,25.0,74.0,11.0,1.0,6,0.0,
26,26.0,64.0,11.0,1.0,6,0.0,
27,27.0,59.0,11.0,1.0,6,0.0,
28,28.0,69.0,12.0,2.0,6,1.0,
29,29.0,64.0,12.0,2.0,6,1.0,
30,30.0,54.0,12.0,2.0,6,1.0,
31,31.0,69.0,14.0,1.0,6,0.0,
32,32.0,64.0,14.0,1.0,6,0.0,
33,33.0,54.0,14.0,1.0,6,0.0,
34,34.0,71.0,15.0,2.0,6,0.0,
35,35.0,64.0,15.0,2.0,6,0.0,
36,36.0,56.0,15.0,2.0,6,0.0,
37,37.0,71.0,17.0,1.0,6,0.0,
38,38.0,64.0,17.0,1.0,6,0.0,
39,39.0,56.0,17.0,1.0,6,0.0,
40,40.0,73.0,18.0,2.0,6,1.0,
41,41.0,64.0,18.0,2.0,6,1.0,
42,42.0,57.0,18.0,2.0,6,1.0,
43,43.0,76.0,20.0,0.5,6,0.0,
44,44.0,71.0,20.0,1.0,6,0.0,
45,45.0,50.0,20.0,1.0,6,0.0,
46,46.0,74.0,20.5,0.5,6,0.0,
47,47.0,69.0,21.0,2.0,6,0.0,
48,48.0,73.0,21.0,2.0,6,0.0,
49,49.0,52.0,21.0,3.0,6,0.0,
50,50.0,68.0,23.0,1.0,6,0.0,
51,51.0,71.0,23.0,1.0,6,0.0,
52,52.0,73.0,24.0,1.5,6,1.0,
53,53.0,64.0,24.0,2.0,6,1.0,
54,54.0,57.0,24.0,1.5,6,1.0,
55,55.0,74.0,25.5,0.5,6,0.0,
56,56.0,59.0,25.5,0.5,6,0.0,
57,57.0,73.0,26.0,1.0,6,0.0,
58,58.0,64.0,26.0,1.0,6,0.0,
59,59.0,57.0,26.0,1.0,6,0.0,
60,60.0,76.0,27.0,2.0,6,0.0,
61,61.0,64.0,27.0,2.0,6,0.0,
62,62.0,61.0,27.0,2.0,6,0.0,
63,63.0,76.0,29.0,1.0,6,0.0,
64,64.0,64.0,29.0,1.0,6,0.0,
65,65.0,61.0,29.0,1.0,6,0.0,
66,66.0,71.0,30.0,1.5,6,1.0,
67,67.0,64.0,30.0,2.0,6,1.0,
68,68.0,56.0,30.0,1.5,6,1.0,
