,nid,pitch,onset,duration,label
0,0,70,-0.5,0.5,0
1,1,74,0.0,0.5,0
2,2,58,0.0,0.5,0
3,3,65,0.5,0.5,0
4,4,75,1.0,0.5,0
5,5,60,1.0,0.5,0
6,6,65,1.5,0.5,0
7,7,76,2.0,1.0,0
8,8,62,2.0,0.5,0
9,9,65,2.5,0.5,0
10,10,77,3.0,0.5,0
11,11,58,3.0,0.5,0
12,12,74,3.5,0.5,0
13,13,65,3.5,0.5,0
14,14,72,4.0,0.5,0
15,15,57,4.0,0.5,0
16,16,74,4.0,0.0,0
17,17,71,4.5,0.5,0
18,18,65,4.5,0.5,0
19,19,72,5.0,0.5,0
20,20,58,5.0,0.5,0
21,21,74,5.5,0.5,0
22,22,65,5.5,0.5,0
23,23,77,6.0,1.0,0
24,24,60,6.0,0.5,0
25,25,65,6.5,0.5,0
26,26,75,7.0,0.5,0
27,27,63,7.0,0.5,0
28,28,69,7.5,0.5,0
29,29,65,7.5,0.5,0
30,30,70,8.0,0.5,0
31,31,62,8.0,0.5,0
32,32,70,8.5,1.0,0
33,33,65,8.5,0.5,0
34,34,62,9.0,0.5,0
35,35,71,9.5,0.5,0
36,36,65,9.5,0.5,0
37,37,72,10.0,0.5,0
38,38,57,10.0,0.5,0
39,39,72,10.5,1.0,0
40,40,65,10.5,0.5,0
41,41,57,11.0,0.5,0
42,42,73,11.5,0.5,0
43,43,65,11.5,0.5,0
44,44,74,12.0,0.5,0
45,45,58,12.0,0.5,0
46,46,72,12.5,0.5,0
47,47,57,12.5,0.5,0
48,48,74,13.0,0.5,0
49,49,58,13.0,0.5,0
50,50,72,13.5,0.5,0
51,51,75,13.5,0.5,0
52,52,51,13.5,0.5,0
53,53,70,14.0,1.0,0
54,54,74,14.0,1.0,0
55,55,53,14.0,1.0,0
56,56,69,15.0,0.5,0
57,57,72,15.0,0.5,0
58,58,70,15.5,0.25,0
59,59,72,15.75,0.25,0
60,60,74,16.0,0.5,0
61,61,58,16.0,0.5,0
62,62,65,16.5,0.5,0
63,63,75,17.0,0.5,0
64,64,60,17.0,0.5,0
65,65,65,17.5,0.5,0
66,66,76,18.0,1.0,0
67,67,62,18.0,0.5,0
68,68,65,18.5,0.5,0
69,69,77,19.0,0.5,1
70,70,58,19.0,0.5,1
71,71,74,19.5,0.5,0
72,72,65,19.5,0.5,0
73,73,72,20.0,0.5,0
74,74,57,20.0,0.5,0
75,75,74,20.0,0.0,0
76,76,71,20.5,0.5,0
77,77,65,20.5,0.5,0
78,78,72,21.0,0.5,0
79,79,58,21.0,0.5,0
80,80,74,21.5,0.5,0
81,81,65,21.5,0.5,0
82,82,77,22.0,1.0,0
83,83,60,22.0,0.5,0
84,84,65,22.5,0.5,0
85,85,75,23.0,0.5,0
86,86,63,23.0,0.5,0
87,87,69,23.5,0.5,0
88,88,65,23.5,0.5,0
89,89,70,24.0,0.5,0
90,90,62,24.0,1.0,0
91,91,82,24.5,0.5,0
92,92,82,25.0,0.5,0
93,93,82,25.5,0.5,0
94,94,72,26.0,0.5,0
95,95,63,26.0,1.0,0
96,96,67,26.0,1.0,0
97,97,79,26.5,0.5,0
98,98,79,27.0,0.5,0
99,99,79,27.5,0.5,0
100,100,70,28.0,0.5,0
101,101,62,28.0,1.0,0
102,102,53,28.0,2.0,0
103,103,70,28.5,0.5,0
104,104,72,29.0,0.25,0
105,105,63,29.0,1.0,0
106,106,70,29.25,0.25,0
107,107,72,29.5,0.25,0
108,108,74,29.75,0.25,0
109,109,70,30.0,1.0,0
110,110,62,30.0,1.0,0
111,111,58,30.0,1.0,0
112,112,70,31.5,0.25,0
113,113,74,31.75,0.25,0
114,114,77,32.0,0.5,0
115,115,53,32.0,0.5,0
116,116,57,32.5,0.5,0
117,117,76,33.0,0.5,0
118,118,55,33.0,0.5,0
119,119,58,33.5,0.5,0
120,120,84,34.0,0.5,1
121,121,57,34.0,0.5,1
122,122,75,34.5,1.0,0
123,123,60,34.5,0.5,0
124,124,58,35.0,0.5,0
125,125,74,35.5,1.0,0
126,126,65,35.5,0.5,0
127,127,63,36.0,1.5,0
128,128,71,36.5,0.5,0
129,129,72,37.0,0.5,0
130,130,79,37.5,0.5,0
131,131,64,37.5,0.5,0
132,132,70,38.0,0.75,0
133,133,65,38.0,1.0,0
134,134,72,38.75,0.125,0
135,135,70,38.875,0.125,0
136,136,69,39.0,0.5,0
137,137,69,39.5,0.25,0
138,138,72,39.75,0.25,0
139,139,77,40.0,0.5,0
140,140,53,40.0,0.5,0
141,141,57,40.5,0.5,0
142,142,76,41.0,0.5,0
143,143,55,41.0,0.5,0
144,144,58,41.5,0.5,0
145,145,84,42.0,0.5,0
146,146,57,42.0,0.5,0
147,147,75,42.5,1.0,0
148,148,60,42.5,0.5,0
149,149,58,43.0,0.5,1
150,150,74,43.5,0.5,0
151,151,65,43.5,0.5,0
152,152,67,44.0,2.0,0
153,153,70,44.0,2.0,0
154,154,82,44.5,0.5,0
155,155,79,45.0,0.5,0
156,156,76,45.5,0.5,0
157,157,77,46.0,0.5,0
158,158,65,46.0,1.0,0
159,159,69,46.0,1.0,0
160,160,81,46.5,0.5,0
161,161,84,47.0,0.5,0
162,162,84,47.5,0.5,0
163,163,67,48.0,2.0,0
164,164,70,48.0,2.0,0
165,165,84,48.5,0.25,0
166,166,82,48.75,0.25,0
167,167,81,49.0,0.25,0
168,168,79,49.25,0.25,0
169,169,77,49.5,0.25,0
170,170,76,49.75,0.25,0
171,171,77,50.0,0.25,0
172,172,65,50.0,1.0,0
173,173,69,50.0,1.0,0
174,174,72,50.25,0.25,0
175,175,77,50.5,0.25,0
176,176,81,50.75,0.25,0
177,177,84,51.0,0.5,0
178,178,84,51.5,0.5,0
179,179,67,52.0,2.0,0
180,180,70,52.0,2.0,0
181,181,81,52.25,0.25,0
182,182,84,52.5,0.25,0
183,183,82,52.75,0.25,0
184,184,81,53.0,0.25,0
185,185,79,53.25,0.25,0
186,186,77,53.5,0.25,0
187,187,76,53.75,0.25,0
188,188,77,54.0,0.25,0
189,189,65,54.0,1.0,0
190,190,69,54.0,1.0,0
191,191,78,54.25,0.25,0
192,192,81,54.5,0.25,0
193,193,79,54.75,0.25,0
194,194,77,55.0,0.25,0
195,195,75,55.25,0.25,0
196,196,74,55.5,0.25,0
197,197,73,55.75,0.25,0
