,nid,pitch,onset,duration,label
0,0,67,0.0,1.0,1
1,1,70,0.0,1.0,1
2,2,51,0.0,2.0,1
3,3,65,1.0,0.5,0
4,4,68,1.0,0.5,0
5,5,63,1.5,0.5,0
6,6,67,1.5,0.5,0
7,7,68,2.0,0.5,0
8,8,72,2.0,0.5,0
9,9,67,2.5,0.5,0
10,10,70,2.5,0.5,0
11,11,67,3.0,1.0,1
12,12,70,3.0,1.0,1
13,13,51,3.0,1.0,1
14,14,65,4.0,1.0,0
15,15,68,4.0,1.0,0
16,16,53,4.0,1.0,0
17,17,63,5.0,1.0,0
18,18,67,5.0,1.0,0
19,19,55,5.0,1.0,0
20,20,64,6.0,1.0,1
21,21,58,6.0,1.0,1
22,22,61,6.0,1.0,1
23,23,65,7.0,0.5,0
24,24,56,7.0,1.0,0
25,25,60,7.0,1.0,0
26,26,72,7.5,0.5,0
27,27,68,8.0,0.5,0
28,28,70,8.0,0.0,0
29,29,67,8.5,0.25,0
30,30,65,8.75,0.25,0
31,31,55,9.0,1.0,1
32,32,63,9.0,1.0,1
33,33,45,9.0,0.25,1
34,34,46,9.25,0.25,0
35,35,48,9.5,0.25,0
36,36,46,9.75,0.25,0
37,37,53,10.0,0.25,0
38,38,62,10.0,0.25,0
39,39,46,10.0,1.0,0
40,40,58,10.375,0.125,0
41,41,62,10.5,0.125,0
42,42,60,10.625,0.125,0
43,43,63,10.75,0.125,0
44,44,62,10.875,0.125,0
45,45,65,11.0,0.125,0
46,46,63,11.125,0.125,0
47,47,67,11.25,0.125,0
48,48,65,11.375,0.125,0
49,49,68,11.5,0.125,0
50,50,67,11.625,0.125,0
51,51,70,11.75,0.125,0
52,52,68,11.875,0.125,0
53,53,70,12.0,0.75,1
54,54,67,12.0,1.0,1
55,55,39,12.0,1.0,1
56,56,51,12.0,1.0,1
57,57,72,12.0,0.0,1
58,58,72,12.75,0.125,0
59,59,70,12.875,0.125,0
60,60,68,13.0,0.25,0
61,61,67,13.25,0.25,0
62,62,65,13.5,0.25,0
63,63,63,13.75,0.25,0
64,64,79,14.0,0.25,0
65,65,51,14.0,1.0,0
66,66,60,14.0,1.0,0
67,67,74,14.25,0.25,0
68,68,75,14.5,0.25,0
69,69,72,14.75,0.25,0
70,70,70,15.0,1.0,1
71,71,53,15.0,1.0,1
72,72,60,15.0,1.0,1
73,73,68,16.0,0.75,0
74,74,58,16.0,1.0,0
75,75,62,16.0,1.0,0
76,76,67,16.75,0.125,0
77,77,68,16.875,0.125,0
78,78,67,17.0,0.25,0
79,79,60,17.0,1.0,0
80,80,63,17.0,1.0,0
81,81,75,17.25,0.25,0
82,82,74,17.5,0.25,0
83,83,73,17.75,0.25,0
84,84,71,18.0,0.25,1
85,85,44,18.0,1.0,1
86,86,56,18.0,1.0,1
87,87,72,18.25,0.25,0
88,88,74,18.25,0.0,0
89,89,68,18.5,0.25,0
90,90,70,18.5,0.0,0
91,91,65,18.75,0.25,0
92,92,67,18.75,0.0,0
93,93,63,19.0,1.5,0
94,94,55,19.0,1.0,0
95,95,46,19.0,2.0,0
96,96,56,20.0,1.0,0
97,97,67,20.5,0.25,0
98,98,62,20.5,0.5,0
99,99,65,20.75,0.25,0
100,100,63,21.0,1.0,1
101,101,51,21.0,0.25,1
102,102,55,21.25,0.25,0
103,103,58,21.5,0.25,0
104,104,55,21.75,0.25,0
105,105,51,22.0,0.25,0
106,106,55,22.25,0.25,0
107,107,67,22.5,0.5,0
108,108,70,22.5,0.5,0
109,109,58,22.5,0.25,0
110,110,55,22.75,0.25,0
111,111,67,23.0,0.5,0
112,112,70,23.0,0.5,0
113,113,51,23.0,0.25,0
114,114,55,23.25,0.25,0
115,115,67,23.5,0.5,0
116,116,70,23.5,0.5,0
117,117,58,23.5,0.25,0
118,118,55,23.75,0.25,0
119,119,75,24.0,0.5,1
120,120,68,24.0,2.0,1
121,121,51,24.0,0.25,1
122,122,53,24.25,0.25,0
123,123,74,24.5,1.0,0
124,124,56,24.5,0.25,0
