,rid,onset,duration,ts,label
0,0,-0.5,0.0,2,0.0
1,1,0.0,0.0,2,0.0
2,2,2.0,0.0,2,0.0
3,3,7.5,0.0,2,0.0
4,4,8.0,0.0,2,0.0
5,5,10.0,0.0,2,0.0
6,6,15.0,0.0,2,0.0
7,7,15.5,0.0,2,0.0
8,8,17.0,0.0,2,0.0
9,9,21.0,0.0,2,0.0
10,10,27.0,0.0,2,0.0
11,11,30.0,0.0,2,0.0
12,12,31.0,0.0,2,0.0
13,13,32.0,0.0,2,0.0
14,14,33.0,0.0,2,0.0
15,15,34.0,0.0,2,0.0
16,16,35.0,0.0,2,0.0
17,17,36.0,0.0,2,0.0
18,18,37.0,0.0,2,0.0
19,19,70.0,0.0,2,0.0
20,20,74.0,0.0,2,0.0
21,21,77.0,0.0,2,0.0
22,22,77.5,0.0,2,0.0
23,23,78.0,0.0,2,0.0
24,24,80.0,0.0,2,0.0
25,25,82.0,0.0,2,0.0
26,26,85.5,0.0,2,0.0
27,27,86.0,0.0,2,0.0
28,28,88.0,0.0,2,0.0
29,29,90.0,0.0,2,0.0
30,30,93.5,0.0,2,0.0
31,31,94.0,0.0,2,0.0
32,32,116.0,0.0,2,0.0
33,33,117.5,0.0,2,0.0
34,34,124.0,0.0,2,0.0
35,35,129.5,0.0,2,0.0
36,36,130.0,0.0,2,0.0
37,37,132.0,0.0,2,0.0
38,38,137.0,0.0,2,0.0
39,39,137.5,0.0,2,0.0
40,40,139.0,0.0,2,0.0
41,41,143.0,0.0,2,0.0
42,42,149.0,0.0,2,0.0
43,43,152.0,0.0,2,0.0
44,44,153.0,0.0,2,0.0
45,45,154.0,0.0,2,0.0
46,46,155.0,0.0,2,0.0
47,47,156.0,0.0,2,0.0
48,48,157.0,0.0,2,0.0
49,49,158.0,0.0,2,0.0
50,50,159.0,0.0,2,0.0
51,51,192.0,0.0,2,0.0
52,52,196.0,0.0,2,0.0
53,53,199.0,0.0,2,0.0
54,54,201.0,0.0,2,0.0
55,55,203.0,0.0,2,0.0
