,src,des
0,0,0
1,1,96
2,2,241
3,2,242
4,3,267
5,3,268
6,4,299
7,4,300
8,5,329
9,6,361
10,7,389
11,8,394
12,8,395
13,11,466
14,12,482
15,12,483
16,13,484
17,13,485
18,14,494
19,15,515
20,17,529
21,19,549
22,20,570
23,22,581
24,24,670
25,25,701
26,25,702
27,26,703
28,27,735
29,27,736
30,28,752
31,28,753
32,29,761
33,30,783
34,31,805
35,32,831
36,33,856
37,34,869
38,39,888
39,39,889
40,40,902
41,41,915
42,41,916
43,42,954
44,43,976
45,44,1002
46,45,1069
47,46,1070
48,50,1105
49,51,1106
50,51,1107
51,52,1108
52,53,1109
53,53,1110
54,54,1111
55,54,1112
56,55,1114
57,56,1121
58,57,1130
59,58,1131
60,58,1132
61,59,1133
62,60,1134
63,60,1135
64,61,1136
65,61,1137
66,62,1139
67,63,1148
68,63,1149
69,64,1155
70,64,1156
71,64,1157
72,65,1160
73,65,1161
74,66,1167
75,66,1168
76,66,1169
77,67,1172
78,67,1173
79,68,1179
80,68,1180
81,68,1181
82,68,1182
83,69,1185
84,69,1186
85,70,1200
86,71,1205
87,71,1206
88,71,1207
89,72,1209
90,73,1214
91,73,1215
92,73,1216
93,74,1218
94,75,1223
95,75,1224
96,75,1225
97,75,1226
98,76,1327
99,77,1483
100,78,1505
101,79,1527
102,80,1553
103,81,1577
104,82,1697
105,83,1775
106,84,1807
107,85,1829
108,86,1845
109,87,1848
110,88,1959
111,88,1960
112,89,1961
113,89,1962
114,90,1963
115,90,1964
116,91,1995
117,91,1996
118,92,1997
119,92,1998
120,93,2028
121,95,2042
122,97,2083
123,99,2094
124,101,2132
125,103,2146
126,105,2215
127,105,2216
128,106,2217
129,107,2249
130,107,2250
131,108,2266
132,108,2267
133,109,2275
134,110,2297
135,111,2319
136,112,2345
137,113,2370
138,114,2383
139,119,2402
140,119,2403
141,120,2416
142,121,2428
143,121,2429
144,122,2467
145,123,2489
146,124,2515
147,125,2583
148,126,2598
149,127,2613
150,128,2628
151,129,2671
152,130,2680
153,131,2690
154,132,2769
155,132,2770
156,133,2783
157,133,2784
158,134,2809
159,135,2915
160,136,2918
161,137,2933
162,138,2942
163,139,2945
164,139,2946
165,141,3033
166,142,3034
167,142,3035
168,142,3036
169,143,3041
170,144,3042
171,144,3043
172,144,3044
173,145,3049
174,146,3050
175,146,3051
176,146,3052
177,147,3061
178,148,3062
179,148,3063
180,149,3064
181,150,3065
182,150,3066
183,151,3067
184,151,3068
185,152,3070
186,153,3077
187,154,3094
188,154,3095
189,155,3096
190,155,3097
191,155,3098
192,156,3099
193,156,3100
194,157,3101
195,157,3102
196,157,3103
197,159,3104
198,160,3143
199,161,3165
200,162,3191
201,164,3279
202,165,3280
203,166,3287
204,167,3288
205,168,3295
206,169,3296
207,170,3303
208,171,3304
209,172,3312
210,173,3313
211,174,3321
212,175,3322
213,176,3330
214,177,3331
215,178,3339
216,179,3377
217,179,3378
218,180,3403
219,180,3404
220,181,3435
221,181,3436
222,182,3469
223,183,3486
224,184,3500
225,185,3503
226,186,3518
227,187,3521
228,189,3535
