,nid,pitch,onset,duration,ts,label
0,0,48.0,0.0,2.0,3,1.0
1,1,63.0,0.5,0.5,3,0.0
2,2,67.0,1.0,0.5,3,0.0
3,3,79.0,1.0,1.0,3,0.0
4,4,63.0,1.5,0.5,3,0.0
5,5,67.0,2.0,0.5,3,0.0
6,6,79.0,2.0,1.0,3,0.0
7,7,63.0,2.5,0.5,3,0.0
8,8,48.0,3.0,2.0,3,1.0
9,9,79.0,3.0,1.0,3,1.0
10,10,63.0,3.5,0.5,3,0.0
11,11,67.0,4.0,0.5,3,0.0
12,12,75.0,4.0,1.0,3,0.0
13,13,63.0,4.5,0.5,3,0.0
14,14,67.0,5.0,0.5,3,0.0
15,15,72.0,5.0,1.0,3,0.0
16,16,63.0,5.5,0.5,3,0.0
17,17,50.0,6.0,2.0,3,1.0
18,18,65.0,6.5,0.5,3,0.0
19,19,68.0,7.0,0.5,3,0.0
20,20,71.0,7.0,1.0,3,0.0
21,21,65.0,7.5,0.5,3,0.0
22,22,71.0,8.0,0.5,3,0.0
23,23,80.0,8.0,1.0,3,0.0
24,24,65.0,8.5,0.5,3,0.0
25,25,51.0,9.0,2.0,3,1.0
26,26,79.0,9.0,1.0,3,1.0
27,27,72.0,9.5,0.5,3,0.0
28,28,67.0,10.0,0.5,3,0.0
29,29,75.0,10.0,1.0,3,0.0
30,30,72.0,10.5,0.5,3,0.0
31,31,63.0,11.0,0.5,3,0.0
32,32,72.0,11.0,1.0,3,0.0
33,33,67.0,11.5,0.5,3,0.0
34,34,53.0,12.0,2.0,3,1.0
35,35,68.0,12.5,0.5,3,0.0
36,36,65.0,13.0,0.5,3,0.0
37,37,73.0,13.0,1.0,3,0.0
38,38,68.0,13.5,0.5,3,0.0
39,39,56.0,14.0,0.5,3,0.0
40,40,73.0,14.0,1.0,3,0.0
41,41,68.0,14.5,0.5,3,0.0
42,42,53.0,15.0,2.0,3,1.0
43,43,73.0,15.0,1.0,3,1.0
44,44,68.0,15.5,0.5,3,0.0
45,45,62.0,16.0,0.5,3,0.0
46,46,71.0,16.0,1.0,3,0.0
47,47,68.0,16.5,0.5,3,0.0
