,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
0,0,51.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,63.0,51.0,12.0
1,1,63.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,63.0,51.0,12.0
2,2,63.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,63.0,51.0,12.0
3,3,63.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,63.0,51.0,12.0
4,4,47.0,1.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0019762846641242504,0.3700787401574803,0.13695827391654783,0.05068534546517912,0.0019762846641242504,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,59.0,47.0,12.0
5,5,59.0,1.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0019762846641242504,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.0019762846641242504,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,59.0,47.0,12.0
6,6,59.0,1.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0019762846641242504,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.0019762846641242504,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,59.0,47.0,12.0
7,7,59.0,1.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0019762846641242504,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.0019762846641242504,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,59.0,47.0,12.0
8,8,48.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.003952569328248501,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.003952569328248501,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,60.0,48.0,12.0
9,9,60.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.003952569328248501,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.003952569328248501,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,60.0,48.0,12.0
10,10,60.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.003952569328248501,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.003952569328248501,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,60.0,48.0,12.0
11,11,60.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.003952569328248501,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.003952569328248501,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,60.0,48.0,12.0
12,12,51.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.007905138656497002,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.007905138656497002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,63.0,51.0,12.0
13,13,63.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.007905138656497002,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.007905138656497002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,63.0,51.0,12.0
14,14,63.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.007905138656497002,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.007905138656497002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,63.0,51.0,12.0
15,15,63.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.007905138656497002,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.007905138656497002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,63.0,51.0,12.0
16,16,45.0,1.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.009881422854959965,0.3543307086614173,0.1255502511005022,0.04448630944505984,0.009881422854959965,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,57.0,45.0,12.0
17,17,57.0,1.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.009881422854959965,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.009881422854959965,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,57.0,45.0,12.0
18,18,57.0,1.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.009881422854959965,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.009881422854959965,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,57.0,45.0,12.0
19,19,57.0,1.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.009881422854959965,0.44881889763779526,0.20143840287680576,0.09040936192108605,0.009881422854959965,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,57.0,45.0,12.0
20,20,46.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.011857707053422928,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.011857707053422928,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,58.0,46.0,12.0
21,21,58.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.011857707053422928,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.011857707053422928,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,58.0,46.0,12.0
22,22,58.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.011857707053422928,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.011857707053422928,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,58.0,46.0,12.0
23,23,58.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.011857707053422928,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.011857707053422928,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,58.0,46.0,12.0
24,24,72.0,0.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.015810277312994003,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.015810277312994003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
25,25,65.0,1.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.017786560580134392,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.017786560580134392,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
26,26,68.0,2.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.01976284570991993,0.5354330708661418,0.28668857337714676,0.1535025432255589,0.01976284570991993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0
27,27,44.0,3.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.021739130839705467,0.3464566929133858,0.12003224006448013,0.0415859729357254,0.021739130839705467,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,62.0,44.0,18.0
28,28,53.0,3.0,1.0,4,0.0,1.5,0.0,0.0,0.0,0.0,11.0,0.021739130839705467,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.021739130839705467,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,62.0,44.0,18.0
29,29,58.0,3.0,1.5,4,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.021739130839705467,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.021739130839705467,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,62.0,44.0,18.0
30,30,62.0,3.0,1.0,4,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.021739130839705467,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.021739130839705467,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,62.0,44.0,18.0
31,31,43.0,0.0,1.0,4,0.0,0.5,0.0,0.0,0.0,0.0,12.0,0.023715414106845856,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.023715414106845856,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,63.0,43.0,20.0
