,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
0,0,48.0,0.0,2.0,3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0
1,1,63.0,0.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0013333333190530539,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.0013333333190530539,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0
2,2,67.0,1.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0026666666381061077,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.0026666666381061077,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,79.0,67.0,12.0
3,3,79.0,1.0,1.0,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0026666666381061077,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.0026666666381061077,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,79.0,67.0,12.0
4,4,63.0,1.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,1.5,0.004000000189989805,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.004000000189989805,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0
5,5,67.0,2.0,0.5,3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.005333333276212215,0.5275590551181102,0.2783185566371133,0.14682947476131172,0.005333333276212215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,79.0,67.0,12.0
6,6,79.0,2.0,1.0,3,1.0,0.5,0.0,0.0,0.0,0.0,2.0,0.005333333276212215,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.005333333276212215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,79.0,67.0,12.0
7,7,63.0,2.5,0.5,3,0.0,0.5,0.0,0.0,0.0,0.0,2.5,0.006666666828095913,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.006666666828095913,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0
8,8,48.0,0.0,2.0,3,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.00800000037997961,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.00800000037997961,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,79.0,48.0,31.0
9,9,79.0,0.0,1.0,3,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.00800000037997961,0.6220472440944882,0.38694277388554776,0.2406966861177817,0.00800000037997961,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,79.0,48.0,31.0
