,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
0,0,74.0,5.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,77.0,74.0,3.0
1,1,77.0,5.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,77.0,74.0,3.0
2,2,58.0,0.0,2.0,6,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0005948839825578034,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.0005948839825578034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,77.0,58.0,19.0
3,3,70.0,0.0,2.0,6,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0005948839825578034,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.0005948839825578034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,77.0,58.0,19.0
4,4,74.0,0.0,1.0,6,1.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0005948839825578034,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.0005948839825578034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,77.0,58.0,19.0
5,5,77.0,0.0,1.0,6,1.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0005948839825578034,0.6062992125984252,0.3675987351974704,0.2228748237024033,0.0005948839825578034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,77.0,58.0,19.0
6,6,70.0,1.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0011897679651156068,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.0011897679651156068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,74.0,70.0,4.0
7,7,74.0,1.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0011897679651156068,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.0011897679651156068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,74.0,70.0,4.0
8,8,65.0,2.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.001784652005881071,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.001784652005881071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,74.0,65.0,9.0
9,9,70.0,2.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.001784652005881071,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.001784652005881071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,74.0,65.0,9.0
10,10,74.0,2.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.001784652005881071,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.001784652005881071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,74.0,65.0,9.0
11,11,46.0,3.0,2.0,6,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0023795359302312136,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.0023795359302312136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,74.0,46.0,28.0
12,12,65.0,3.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0023795359302312136,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.0023795359302312136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,74.0,46.0,28.0
13,13,70.0,3.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0023795359302312136,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.0023795359302312136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,74.0,46.0,28.0
14,14,74.0,3.0,1.0,6,1.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0023795359302312136,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.0023795359302312136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,74.0,46.0,28.0
15,15,62.0,4.0,1.0,6,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0029744200874119997,0.4881889763779528,0.2383284766569533,0.11634933506087485,0.0029744200874119997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,70.0,62.0,8.0
