,src,des
0,2,1
1,4,1
2,10,2
3,12,2
4,19,3
5,21,3
6,27,4
7,29,4
8,36,5
9,37,5
10,39,5
11,43,6
12,44,6
13,46,6
14,59,7
15,60,7
16,63,7
17,69,8
18,70,8
19,73,8
20,89,9
21,90,9
22,91,9
23,92,10
24,96,11
25,97,11
26,99,11
27,103,12
28,104,12
29,106,12
30,119,13
31,120,13
32,123,13
33,129,14
34,130,14
35,133,14
36,149,15
37,150,15
38,151,15
39,164,16
40,165,16
41,166,16
42,179,17
43,180,17
44,181,17
45,269,18
46,270,18
47,271,18
48,306,20
49,308,20
50,310,21
51,384,22
52,388,22
53,392,23
54,393,24
55,394,24
56,400,25
57,401,25
58,402,25
59,403,26
60,404,26
61,410,27
62,411,27
63,412,27
64,413,28
65,414,28
66,442,29
67,445,29
68,458,30
69,459,30
70,460,30
71,463,30
72,469,31
73,470,31
74,471,31
75,474,31
76,485,32
77,491,32
78,492,32
79,496,32
80,497,33
81,498,33
82,499,33
83,501,34
84,505,35
85,506,35
86,507,35
87,511,36
88,512,36
89,513,36
90,517,37
91,518,37
92,519,37
93,523,38
94,524,38
95,525,38
96,527,39
97,530,39
98,532,40
99,534,41
100,535,41
101,536,41
102,537,41
103,549,42
104,550,42
105,551,42
106,554,42
107,568,43
108,569,43
109,570,43
110,571,43
111,593,44
112,594,44
113,596,44
114,609,45
115,611,45
116,618,46
117,622,46
118,642,47
119,643,47
120,644,47
121,650,48
122,651,48
123,652,48
124,653,49
125,654,49
126,657,49
127,658,50
128,659,50
129,662,50
130,663,51
131,664,51
132,667,51
133,668,52
134,669,52
135,672,52
136,673,53
137,674,53
138,677,53
139,698,54
140,702,54
141,720,55
142,721,55
143,722,55
144,726,55
145,744,56
146,745,56
147,746,56
148,747,56
149,748,59
150,749,58
151,750,60
152,751,60
153,752,61
154,753,61
155,758,62
156,759,62
157,760,62
158,761,63
159,762,63
160,764,63
161,767,64
162,768,64
163,776,65
164,777,65
165,780,65
166,785,66
167,786,66
168,787,66
169,789,67
170,790,67
171,792,67
172,799,68
173,800,68
174,805,69
175,806,69
176,807,69
177,809,70
178,810,70
179,812,70
180,824,71
181,826,71
182,854,72
183,855,72
184,857,72
185,885,73
186,886,73
187,888,73
188,916,74
189,917,74
190,918,74
191,927,75
192,928,75
193,937,76
194,937,77
195,938,76
196,938,77
197,940,78
198,952,79
199,954,79
200,960,80
201,962,80
202,969,81
203,971,81
204,977,82
205,979,82
206,980,82
207,983,83
208,984,83
209,987,84
210,989,84
211,995,85
212,997,85
213,1004,86
214,1006,86
215,1012,87
216,1014,87
217,1015,87
218,1018,88
219,1019,88
220,1057,89
221,1058,89
222,1059,89
223,1073,90
224,1074,90
225,1075,90
226,1088,91
227,1089,91
228,1090,91
229,1178,92
230,1179,92
231,1180,92
232,1215,94
233,1217,94
234,1219,95
235,1293,96
236,1297,96
237,1301,97
238,1302,98
239,1303,98
240,1304,98
241,1310,99
242,1311,99
243,1312,99
244,1313,100
245,1314,100
246,1320,101
247,1321,101
248,1322,101
249,1323,102
250,1324,102
251,1352,103
252,1355,103
253,1368,104
254,1369,104
255,1370,104
256,1373,104
257,1379,105
258,1380,105
259,1381,105
260,1384,105
261,1395,106
262,1400,106
263,1401,106
264,1404,106
265,1405,107
266,1406,107
267,1407,107
268,1435,108
269,1438,108
270,1457,109
271,1458,109
272,1459,109
273,1462,109
274,1476,110
275,1477,110
276,1478,110
277,1479,110
278,1501,111
279,1502,111
280,1504,111
281,1517,112
282,1519,112
283,1526,113
284,1530,113
285,1550,114
286,1551,114
287,1552,114
288,1558,115
289,1559,115
290,1560,115
291,1561,116
292,1562,116
293,1565,116
294,1566,117
295,1567,117
296,1570,117
297,1571,118
298,1572,118
299,1575,118
300,1576,119
301,1577,119
302,1580,119
303,1581,120
304,1582,120
305,1585,120
306,1606,121
307,1610,121
308,1628,122
309,1629,122
310,1633,122
311,1650,123
312,1651,123
313,1652,123
314,1653,123
