,src,des
0,0,0
1,1,5
2,2,13
3,3,22
4,4,30
5,5,40
6,6,47
7,7,64
8,8,74
9,9,92
10,10,93
11,11,100
12,12,107
13,13,124
14,14,134
15,20,309
16,21,310
17,22,389
18,23,391
19,24,395
20,25,400
21,25,401
22,25,402
23,26,405
24,27,410
25,27,411
26,27,412
27,28,415
28,29,446
29,30,464
30,31,475
31,31,476
32,31,477
33,31,478
34,32,495
35,33,500
36,34,502
37,34,503
38,34,504
39,35,508
40,35,509
41,35,510
42,36,514
43,36,515
44,36,516
45,37,520
46,37,521
47,37,522
48,38,526
49,38,527
50,39,529
51,40,531
52,41,538
53,41,539
54,41,540
55,41,541
56,42,553
57,43,572
58,43,573
59,43,574
60,43,575
61,44,595
62,45,610
63,46,621
64,47,644
65,49,655
66,50,660
67,51,665
68,52,670
69,53,675
70,54,701
71,55,725
72,58,748
73,58,749
74,59,750
75,59,751
76,60,752
77,60,753
78,61,754
79,62,761
80,62,762
81,63,763
82,63,764
83,64,769
84,65,781
85,66,789
86,66,790
87,67,791
88,67,792
89,68,801
90,69,809
91,69,810
92,70,811
93,70,812
94,71,826
95,72,857
96,73,888
97,78,941
98,79,955
99,80,963
100,81,972
101,82,981
102,82,982
103,83,985
104,84,990
105,85,998
106,86,1007
107,87,1016
108,87,1017
109,88,1020
110,94,1218
111,95,1219
112,96,1298
113,97,1300
114,98,1305
115,99,1310
116,99,1311
117,99,1312
118,100,1315
119,101,1320
120,101,1321
121,101,1322
122,102,1325
123,103,1356
124,104,1374
125,105,1385
126,105,1386
127,105,1387
128,105,1388
129,106,1403
130,107,1408
131,108,1437
132,109,1461
133,110,1480
134,110,1481
135,110,1482
136,110,1483
137,111,1503
138,112,1518
139,113,1529
140,114,1552
141,116,1563
142,117,1568
143,118,1573
144,119,1578
145,120,1583
146,121,1609
147,122,1632
