,rid,onset,duration,ts,label
0,0,-1.0,0.0,3,0.0
1,1,1.0,0.0,3,0.0
2,2,4.0,0.0,3,0.0
3,3,7.0,0.0,3,0.0
4,4,10.0,0.0,3,0.0
5,5,14.0,0.0,3,0.0
6,6,17.0,0.0,3,0.0
7,7,22.0,0.0,3,0.0
8,8,24.0,0.0,3,0.0
9,9,28.0,0.0,3,0.0
10,10,29.0,0.0,3,0.0
11,11,32.0,0.0,3,0.0
12,12,35.0,0.0,3,0.0
13,13,40.0,0.0,3,0.0
14,14,42.0,0.0,3,0.0
15,15,46.0,-0.5,3,0.0
16,16,49.0,-0.5,3,0.0
17,17,52.0,-0.5,3,0.0
18,18,65.0,0.0,3,0.0
19,19,66.0,-0.5,3,0.0
20,20,77.0,0.0,3,0.0
21,21,78.0,-0.5,3,0.0
22,22,89.0,0.0,3,0.0
23,23,90.0,-0.5,3,0.0
24,24,91.0,0.0,3,0.0
25,25,93.0,-0.5,3,0.0
26,26,94.0,0.0,3,0.0
27,27,96.0,-0.5,3,0.0
28,28,97.0,0.0,3,0.0
29,29,103.0,0.0,3,0.0
30,30,106.0,0.0,3,0.0
31,31,108.0,0.0,3,0.0
32,32,111.0,-0.5,3,0.0
33,33,112.0,0.0,3,0.0
34,34,113.0,0.0,3,0.0
35,35,114.0,0.0,3,0.0
36,36,115.0,0.0,3,0.0
37,37,116.0,0.0,3,0.0
38,38,117.0,0.0,3,0.0
39,39,118.0,-0.5,3,0.0
40,40,118.5,-0.5,3,0.0
41,41,119.0,0.0,3,0.0
42,42,121.0,-0.5,3,0.0
43,43,123.0,0.0,3,0.0
44,44,127.0,-0.5,3,0.0
45,45,130.0,-0.5,3,0.0
46,46,132.0,-0.5,3,0.0
47,47,139.0,-0.5,3,0.0
48,48,141.0,-0.75,3,0.0
49,49,142.0,-0.75,3,0.0
50,50,143.0,-0.75,3,0.0
51,51,144.0,-0.75,3,0.0
52,52,145.0,-0.75,3,0.0
53,53,146.0,-0.75,3,0.0
54,54,151.0,-0.5,3,0.0
55,55,154.0,-0.5,3,0.0
56,56,157.0,0.0,3,0.0
57,57,158.0,0.0,3,0.0
58,58,159.0,0.0,3,0.0
59,59,160.0,0.0,3,0.0
60,60,161.0,0.0,3,0.0
61,61,162.0,0.0,3,0.0
62,62,164.0,0.0,3,0.0
63,63,165.0,0.0,3,0.0
64,64,168.0,0.0,3,0.0
65,65,171.0,0.0,3,0.0
66,66,173.0,0.0,3,0.0
67,67,174.0,0.0,3,0.0
68,68,177.0,0.0,3,0.0
69,69,179.0,0.0,3,0.0
70,70,180.0,0.0,3,0.0
71,71,184.0,-0.5,3,0.0
72,72,190.0,-0.5,3,0.0
73,73,196.0,-0.5,3,0.0
74,74,202.0,-0.5,3,0.0
75,75,205.0,-0.5,3,0.0
76,76,208.0,-0.5,3,0.0
77,77,208.0,0.0,3,0.0
78,78,209.0,0.0,3,0.0
79,79,214.0,0.0,3,0.0
80,80,217.0,0.0,3,0.0
81,81,220.0,0.0,3,0.0
82,82,223.0,0.0,3,0.0
83,83,224.0,0.0,3,0.0
84,84,226.0,0.0,3,0.0
85,85,229.0,0.0,3,0.0
86,86,232.0,0.0,3,0.0
87,87,235.0,0.0,3,0.0
88,88,236.0,0.0,3,0.0
89,89,247.0,-0.5,3,0.0
90,90,250.0,-0.5,3,0.0
91,91,253.0,-0.5,3,0.0
92,92,266.0,0.0,3,0.0
93,93,267.0,-0.5,3,0.0
94,94,278.0,0.0,3,0.0
95,95,279.0,-0.5,3,0.0
96,96,290.0,0.0,3,0.0
97,97,291.0,-0.5,3,0.0
98,98,292.0,0.0,3,0.0
99,99,294.0,-0.5,3,0.0
100,100,295.0,0.0,3,0.0
101,101,297.0,-0.5,3,0.0
102,102,298.0,0.0,3,0.0
103,103,304.0,0.0,3,0.0
104,104,307.0,0.0,3,0.0
105,105,309.0,0.0,3,0.0
106,106,312.0,-0.5,3,0.0
107,107,313.0,0.0,3,0.0
108,108,319.0,-0.5,3,0.0
109,109,322.0,-0.5,3,0.0
110,110,324.0,0.0,3,0.0
111,111,328.0,-0.5,3,0.0
112,112,331.0,-0.5,3,0.0
113,113,333.0,-0.5,3,0.0
114,114,340.0,-0.5,3,0.0
115,115,342.0,-0.75,3,0.0
116,116,343.0,-0.75,3,0.0
117,117,344.0,-0.75,3,0.0
118,118,345.0,-0.75,3,0.0
119,119,346.0,-0.75,3,0.0
120,120,347.0,-0.75,3,0.0
121,121,352.0,-0.5,3,0.0
122,122,355.0,-0.5,3,0.0
123,123,358.0,0.0,3,0.0
