,nid,pitch,onset,duration,label
0,0,70,0.0,2.0,0
1,1,58,0.0,2.0,0
2,2,65,2.0,1.0,0
3,3,53,2.0,1.0,0
4,4,62,3.0,2.0,0
5,5,50,3.0,2.0,0
6,6,65,5.0,1.0,0
7,7,53,5.0,1.0,0
8,8,70,6.0,2.0,0
9,9,58,6.0,2.0,0
10,10,74,8.0,1.0,0
11,11,62,8.0,1.0,0
12,12,77,9.0,2.0,0
13,13,65,9.0,2.0,0
14,14,82,11.0,0.5,0
15,15,74,11.5,0.5,0
16,16,77,12.0,0.5,0
17,17,53,12.0,6.0,0
18,18,60,12.0,6.0,0
19,19,63,12.0,6.0,0
20,20,75,12.5,0.5,0
21,21,74,13.0,0.5,0
22,22,72,13.5,0.5,0
23,23,70,14.0,0.5,0
24,24,69,14.5,0.5,0
25,25,67,15.0,0.5,0
26,26,65,15.5,0.5,0
27,27,64,16.0,0.5,0
28,28,65,16.5,0.5,0
29,29,67,17.0,0.5,0
30,30,69,17.5,0.5,0
31,31,70,18.0,0.5,0
32,32,58,18.0,1.0,0
33,33,62,18.0,1.0,0
34,34,70,18.5,0.25,0
35,35,72,18.5,0.0,0
36,36,69,18.75,0.25,0
37,37,70,19.0,0.5,0
38,38,72,19.5,0.5,0
39,39,74,20.0,0.5,0
40,40,75,20.5,0.5,0
41,41,76,21.0,0.5,0
42,42,77,21.5,0.5,0
43,43,79,22.0,0.5,0
44,44,77,22.5,0.5,0
45,45,82,23.0,0.5,0
46,46,74,23.5,0.5,0
47,47,77,24.0,0.5,0
48,48,53,24.0,6.0,0
49,49,60,24.0,6.0,0
50,50,63,24.0,6.0,0
51,51,75,24.5,0.5,0
52,52,74,25.0,0.5,0
53,53,72,25.5,0.5,0
54,54,70,26.0,0.5,0
55,55,69,26.5,0.5,0
56,56,67,27.0,0.5,0
57,57,65,27.5,0.5,0
58,58,64,28.0,0.5,0
59,59,65,28.5,0.5,0
60,60,67,29.0,0.5,0
61,61,69,29.5,0.5,0
62,62,70,30.0,0.5,0
63,63,58,30.0,0.5,0
64,64,62,30.0,0.5,0
65,65,70,31.0,0.5,0
66,66,58,31.0,0.5,0
67,67,62,31.0,0.5,0
68,68,74,32.0,0.5,0
69,69,58,32.0,0.5,0
70,70,65,32.0,0.5,0
71,71,70,33.0,1.0,0
