,src,des
0,3,72
1,5,83
2,6,84
3,7,113
4,8,121
5,10,131
6,11,132
7,12,163
8,13,173
9,14,174
10,15,190
11,16,206
12,17,222
13,18,235
14,19,243
15,20,251
16,21,269
17,22,277
18,23,285
19,24,296
20,25,305
21,26,314
22,27,323
23,28,358
24,30,365
25,31,478
26,32,486
27,33,510
28,34,518
29,35,536
30,36,541
31,37,554
32,38,560
33,39,574
34,39,575
35,40,585
36,40,586
37,42,602
38,43,622
39,44,623
40,46,635
41,47,668
42,48,678
43,50,694
44,51,700
45,52,721
46,53,754
47,62,833
48,63,836
49,64,925
50,65,936
51,66,964
52,67,971
53,68,978
54,69,1001
55,70,1007
56,71,1022
57,72,1028
58,73,1034
59,74,1035
60,75,1038
61,76,1039
62,77,1041
63,78,1045
64,79,1046
65,80,1050
66,80,1051
67,81,1061
68,81,1062
69,82,1072
70,82,1073
71,83,1083
72,83,1084
73,84,1099
74,85,1102
75,86,1106
76,87,1109
77,88,1113
78,89,1116
79,90,1138
80,91,1141
81,92,1163
82,93,1166
83,94,1188
84,95,1191
85,96,1234
86,100,1325
87,103,1336
88,104,1337
89,105,1358
90,106,1373
91,107,1400
92,108,1407
93,109,1414
94,110,1421
95,111,1428
96,112,1435
97,113,1442
98,114,1449
99,115,1456
100,116,1463
101,117,1470
102,118,1477
103,119,1484
104,120,1492
105,121,1497
106,122,1506
107,123,1515
108,124,1551
109,126,1558
110,127,1578
111,128,1579
112,130,1592
113,131,1612
114,134,1630
115,136,1673
116,137,1699
117,138,1704
118,139,1709
119,141,1717
120,142,1830
121,143,1838
122,144,1856
123,145,1862
124,146,1870
125,147,1888
126,148,1893
127,149,1906
128,150,1912
129,151,1925
130,152,1926
131,153,1936
132,153,1937
133,154,1947
134,154,1948
135,155,1958
136,155,1959
137,156,1974
138,157,2001
139,158,2034
