,nid,pitch,onset,duration,ts,label
0,0,70,1.5,0.5,2,0.0
1,1,70,0.0,1.5,2,0.0
2,2,67,0.5,0.5,2,0.0
3,3,63,0.5,0.5,2,0.0
4,4,67,1.0,1.0,2,0.0
5,5,63,1.0,1.0,2,0.0
6,6,82,1.5,0.5,2,0.0
7,7,82,0.0,1.5,2,0.0
8,8,65,0.5,0.5,2,0.0
9,9,62,0.5,0.5,2,0.0
10,10,65,1.0,1.0,2,0.0
11,11,62,1.0,1.0,2,0.0
12,12,80,1.5,0.5,2,1.0
13,13,79,0.0,0.5,2,1.0
14,14,63,0.0,0.5,2,1.0
15,15,80,0.0,0.0,2,1.0
16,16,77,0.5,0.25,2,1.0
17,17,55,0.5,0.5,2,1.0
18,18,75,0.75,0.25,2,1.0
19,19,72,1.0,0.25,2,1.0
20,20,56,1.0,0.5,2,1.0
21,21,75,1.25,0.25,2,1.0
22,22,74,1.5,0.25,2,1.0
23,23,58,1.5,0.5,2,1.0
24,24,77,1.75,0.25,2,1.0
25,25,75,0.0,0.25,2,1.0
26,26,60,0.0,0.5,2,1.0
27,27,79,0.25,0.25,2,1.0
28,28,77,0.5,0.25,2,1.0
29,29,62,0.5,0.5,2,1.0
30,30,80,0.75,0.25,2,0.0
31,31,79,1.0,0.5,2,1.0
32,32,63,1.0,0.5,2,1.0
33,33,70,1.5,0.5,2,0.0
34,34,70,0.0,1.5,2,0.0
35,35,67,0.5,0.5,2,0.0
36,36,63,0.5,0.5,2,0.0
37,37,67,1.0,1.0,2,0.0
38,38,63,1.0,1.0,2,0.0
39,39,82,1.5,0.5,2,0.0
40,40,82,0.0,1.5,2,0.0
41,41,65,0.5,0.5,2,0.0
42,42,62,0.5,0.5,2,0.0
43,43,65,1.0,1.0,2,0.0
44,44,62,1.0,1.0,2,0.0
45,45,80,1.5,0.5,2,1.0
46,46,79,0.0,0.5,2,1.0
47,47,63,0.0,0.5,2,1.0
48,48,80,0.0,0.0,2,1.0
49,49,77,0.5,0.25,2,1.0
50,50,70,0.5,0.5,2,1.0
51,51,67,0.5,0.5,2,1.0
52,52,75,0.75,0.25,2,0.0
53,53,80,1.0,0.5,2,1.0
54,54,74,1.0,0.5,2,1.0
55,55,70,1.0,0.5,2,1.0
56,56,65,1.0,0.5,2,1.0
57,57,79,1.5,0.5,2,1.0
58,58,75,1.5,0.5,2,1.0
59,59,70,1.5,0.5,2,1.0
60,60,63,1.5,0.5,2,1.0
61,61,79,0.0,0.5,2,1.0
62,62,75,0.0,0.5,2,1.0
63,63,58,0.0,0.5,2,1.0
64,64,77,0.5,0.5,2,1.0
65,65,74,0.5,0.5,2,1.0
66,66,70,0.5,0.5,2,1.0
67,67,58,1.0,0.5,2,1.0
68,68,77,1.5,0.5,2,0.0
69,69,76,0.0,0.25,2,1.0
70,70,58,0.0,0.25,2,1.0
71,71,77,0.25,0.75,2,0.0
72,72,65,0.25,0.25,2,1.0
73,73,62,0.5,0.25,2,1.0
74,74,65,0.75,0.25,2,1.0
75,75,58,1.0,0.25,2,1.0
76,76,65,1.25,0.25,2,1.0
77,77,77,1.5,0.5,2,0.0
78,78,62,1.5,0.25,2,1.0
79,79,65,1.75,0.25,2,1.0
80,80,87,0.0,0.75,2,0.0
81,81,57,0.0,0.25,2,1.0
82,82,65,0.25,0.25,2,1.0
83,83,60,0.5,0.25,2,1.0
84,84,84,0.75,0.25,2,1.0
85,85,65,0.75,0.25,2,1.0
86,86,81,1.0,0.5,2,1.0
87,87,57,1.0,0.25,2,1.0
88,88,65,1.25,0.25,2,1.0
89,89,75,1.5,0.5,2,0.0
90,90,60,1.5,0.25,2,1.0
91,91,65,1.75,0.25,2,1.0
92,92,74,0.0,0.25,2,1.0
93,93,58,0.0,0.25,2,1.0
94,94,77,0.25,0.75,2,0.0
95,95,65,0.25,0.25,2,1.0
96,96,62,0.5,0.25,2,1.0
97,97,65,0.75,0.25,2,1.0
98,98,58,1.0,0.25,2,1.0
99,99,65,1.25,0.25,2,1.0
100,100,77,1.5,0.5,2,0.0
101,101,62,1.5,0.25,2,1.0
102,102,65,1.75,0.25,2,1.0
103,103,87,0.0,0.75,2,0.0
104,104,57,0.0,0.25,2,1.0
105,105,65,0.25,0.25,2,1.0
106,106,60,0.5,0.25,2,1.0
107,107,84,0.75,0.25,2,1.0
108,108,65,0.75,0.25,2,1.0
109,109,81,1.0,0.5,2,1.0
110,110,57,1.0,0.25,2,1.0
111,111,65,1.25,0.25,2,1.0
112,112,75,1.5,0.5,2,0.0
113,113,60,1.5,0.25,2,1.0
114,114,65,1.75,0.25,2,1.0
115,115,74,0.0,0.25,2,1.0
116,116,58,0.0,1.0,2,0.0
117,117,75,0.25,0.25,2,1.0
118,118,77,0.5,0.25,2,1.0
119,119,79,0.75,0.25,2,1.0
120,120,77,1.0,0.25,2,1.0
121,121,62,1.0,1.0,2,0.0
122,122,79,1.25,0.25,2,1.0
123,123,81,1.5,0.25,2,1.0
124,124,82,1.75,0.25,2,1.0
125,125,78,0.0,0.25,2,1.0
126,126,63,0.0,1.0,2,0.0
127,127,79,0.25,0.25,2,1.0
128,128,74,0.5,0.25,2,1.0
129,129,75,0.75,0.25,2,1.0
130,130,71,1.0,0.25,2,1.0
131,131,72,1.25,0.25,2,1.0
132,132,67,1.5,0.25,2,1.0
133,133,51,1.5,0.5,2,1.0
134,134,63,1.5,0.5,2,1.0
135,135,72,1.75,0.25,2,0.0
136,136,70,0.0,0.5,2,1.0
137,137,62,0.0,0.5,2,1.0
138,138,53,0.0,1.0,2,0.0
139,139,69,0.5,0.5,2,0.0
140,140,60,0.5,0.5,2,0.0
141,141,53,1.0,0.25,2,1.0
142,142,55,1.25,0.25,2,1.0
143,143,51,1.5,0.25,2,1.0
144,144,53,1.75,0.25,2,0.0
145,145,50,0.0,1.0,2,0.0
146,146,77,0.5,0.5,2,1.0
147,147,75,1.0,0.5,2,1.0
148,148,74,1.5,0.5,2,0.0
149,149,62,1.5,0.5,2,0.0
150,150,65,1.5,0.5,2,0.0
151,151,63,0.0,1.0,2,0.0
152,152,67,0.0,1.0,2,0.0
153,153,71,0.5,0.5,2,1.0
154,154,71,1.0,0.5,2,1.0
