,src,des
0,0,0
1,0,1
2,1,4
3,1,5
4,1,6
5,1,7
6,2,10
7,2,11
8,2,12
9,2,13
10,3,16
11,3,17
12,3,18
13,3,19
14,4,22
15,4,23
16,4,24
17,5,43
18,5,44
19,6,47
20,6,48
21,6,49
22,6,50
23,7,53
24,7,54
25,7,55
26,7,56
27,8,59
28,8,60
29,8,61
30,8,62
31,9,65
32,9,66
33,9,67
34,10,143
35,10,144
36,11,148
37,11,149
38,12,152
39,12,153
40,12,154
41,12,155
42,13,158
43,13,159
44,13,160
45,13,161
46,14,164
47,14,165
48,14,166
49,14,167
50,15,170
51,15,171
52,15,172
53,16,188
54,16,189
55,17,191
56,18,195
57,18,196
58,18,197
59,19,199
60,20,203
61,20,204
62,20,205
63,21,207
64,22,215
65,23,220
66,23,221
67,23,222
68,23,223
69,24,226
70,24,227
71,24,228
72,24,229
73,25,232
74,25,233
75,25,234
76,25,235
77,26,238
78,26,239
79,26,240
80,27,254
81,27,255
82,28,259
83,28,260
84,29,263
85,29,264
86,29,265
87,29,266
88,30,269
89,30,270
90,30,271
91,30,272
92,31,275
93,31,276
94,31,277
95,31,278
96,32,281
97,32,282
98,32,283
99,33,299
100,33,300
101,33,301
102,34,303
103,34,304
104,35,307
105,35,308
106,35,309
107,36,313
108,36,314
109,37,317
110,37,318
111,37,319
112,38,323
113,38,324
114,39,327
115,39,328
116,39,329
117,40,333
118,40,334
119,41,337
120,41,338
121,41,339
122,42,374
123,42,375
124,42,376
125,43,379
126,43,380
127,44,382
128,44,383
129,45,443
130,45,444
131,46,445
132,46,446
133,47,449
134,47,450
135,47,451
136,48,455
137,48,456
138,49,459
139,49,460
140,49,461
141,50,465
142,50,466
143,51,469
144,51,470
145,51,471
146,52,475
147,52,476
148,53,479
149,53,480
150,53,481
151,54,530
152,54,531
153,55,543
154,55,544
155,56,556
156,56,557
157,58,585
158,58,586
159,59,589
160,59,590
161,59,591
162,59,592
163,60,595
164,60,596
165,60,597
166,60,598
167,61,601
168,61,602
169,61,603
170,61,604
171,62,607
172,62,608
173,62,609
174,63,628
175,63,629
176,64,632
177,64,633
178,64,634
179,64,635
180,65,638
181,65,639
182,65,640
183,65,641
184,66,644
185,66,645
186,66,646
187,66,647
188,67,650
189,67,651
190,67,652
191,68,806
192,68,807
193,69,813
194,69,814
195,69,815
196,70,838
197,70,839
198,71,845
199,71,846
200,71,847
