,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
0,0,55.0,0.0,0.5,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,74.0,55.0,19.0
1,1,59.0,0.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,74.0,55.0,19.0
2,2,74.0,0.0,1.0,3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,74.0,55.0,19.0
3,3,55.0,0.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0024999999441206455,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.0024999999441206455,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,59.0,55.0,4.0
4,4,59.0,0.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0024999999441206455,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.0024999999441206455,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,59.0,55.0,4.0
5,5,55.0,1.0,0.5,3,1.0,1.5,0.0,0.0,0.0,0.0,1.0,0.004999999888241291,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.004999999888241291,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,74.0,55.0,19.0
6,6,59.0,1.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.004999999888241291,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.004999999888241291,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,74.0,55.0,19.0
7,7,74.0,1.0,1.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.004999999888241291,0.5826771653543307,0.33951267902535803,0.19782628541635036,0.004999999888241291,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,74.0,55.0,19.0
8,8,55.0,1.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.5,0.007499999832361937,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.007499999832361937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,59.0,55.0,4.0
9,9,59.0,1.5,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,1.5,0.007499999832361937,0.4645669291338583,0.21582243164486328,0.10026396430745617,0.007499999832361937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,59.0,55.0,4.0
10,10,55.0,2.0,0.5,3,1.0,0.5,0.0,0.0,0.0,0.0,2.0,0.009999999776482582,0.4330708661417323,0.1875503751007502,0.08122260339008867,0.009999999776482582,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,59.0,55.0,4.0
