,rid,onset,duration,label
0,0,-1.0,0.0,0.0
1,1,7.0,0.0,0.0
2,2,15.0,0.0,0.0
3,3,21.5,-0.5,0.0
4,4,23.25,-0.75,0.0
5,5,23.5,-0.5,0.0
6,6,24.0,0.0,0.0
7,7,24.0,1.0,0.0
8,8,33.0,0.0,0.0
9,9,34.5,-0.5,0.0
10,10,35.5,-0.5,0.0
11,11,36.5,-0.5,0.0
12,12,37.5,-0.5,0.0
13,13,41.0,0.0,0.0
14,14,42.0,-0.5,0.0
15,15,43.0,-0.5,0.0
16,16,44.0,-0.5,0.0
17,17,45.0,-0.5,0.0
18,18,49.0,0.0,0.0
19,19,57.0,0.0,0.0
20,20,58.25,-0.75,0.0
21,21,58.5,-0.5,0.0
22,22,60.0,-0.5,0.0
23,23,61.0,-0.5,0.0
24,24,62.0,-0.5,0.0
25,25,63.0,-0.5,0.0
26,26,67.0,0.0,0.0
27,27,68.5,-0.5,0.0
28,28,69.0,0.0,0.0
29,29,70.5,-0.5,0.0
30,30,71.0,-0.5,0.0
31,31,72.5,-0.5,0.0
32,32,73.5,-0.5,0.0
33,33,75.0,0.0,0.0
34,34,76.5,-0.5,0.0
35,35,77.0,0.0,0.0
36,36,78.5,-0.5,0.0
37,37,79.0,0.0,0.0
38,38,80.0,0.0,0.0
39,39,81.0,-0.5,0.0
40,40,82.5,-0.5,0.0
41,41,83.0,0.0,0.0
42,42,88.0,-0.5,0.0
43,43,90.75,-0.75,0.0
44,44,92.5,-0.5,0.0
45,45,93.0,0.0,0.0
46,46,94.5,-0.5,0.0
47,47,95.0,0.0,0.0
48,48,96.5,-0.5,0.0
49,49,97.0,0.0,0.0
50,50,98.0,0.0,0.0
51,51,99.0,-0.5,0.0
52,52,100.5,-0.5,0.0
53,53,101.0,0.0,0.0
54,54,103.5,-0.5,0.0
55,55,105.5,-0.5,0.0
56,56,106.5,-0.5,0.0
57,57,107.5,-0.5,0.0
58,58,109.0,0.0,0.0
59,59,112.5,-0.5,0.0
60,60,113.5,-0.5,0.0
61,61,116.5,-0.5,0.0
62,62,117.0,0.0,0.0
63,63,125.25,-0.75,0.0
64,64,125.5,-0.5,0.0
65,65,126.0,-0.75,0.0
66,66,129.5,-0.5,0.0
67,67,134.5,-0.5,0.0
68,68,135.0,-0.5,0.0
69,69,135.5,-0.5,0.0
70,70,143.0,-0.5,0.0
71,71,143.5,-0.5,0.0
72,72,150.5,-0.5,0.0
73,73,151.0,-0.5,0.0
74,74,158.5,-0.5,0.0
75,75,159.5,-0.5,0.0
76,76,160.0,-0.5,0.0
