,nid,pitch,onset,duration,ts,label
0,0,79.0,1.5,0.5,2,1.0
1,1,76.0,0.0,0.5,2,0.0
2,2,60.0,0.0,0.25,2,1.0
3,3,77.0,0.0,0.0,2,1.0
4,4,64.0,0.25,0.25,2,1.0
5,5,74.0,0.5,0.25,2,1.0
6,6,67.0,0.5,0.25,2,1.0
7,7,72.0,0.75,0.25,2,1.0
8,8,64.0,0.75,0.25,2,1.0
9,9,72.0,1.0,0.5,2,1.0
10,10,60.0,1.0,0.25,2,1.0
11,11,64.0,1.25,0.25,2,1.0
12,12,72.0,1.5,0.5,2,0.0
13,13,67.0,1.5,0.25,2,1.0
14,14,64.0,1.75,0.25,2,1.0
15,15,72.0,0.0,1.5,2,0.0
16,16,60.0,0.0,0.25,2,1.0
17,17,64.0,0.25,0.25,2,1.0
18,18,67.0,0.5,0.25,2,1.0
19,19,64.0,0.75,0.25,2,1.0
20,20,60.0,1.0,0.25,2,1.0
21,21,64.0,1.25,0.25,2,1.0
22,22,84.0,1.5,0.5,2,1.0
23,23,67.0,1.5,0.25,2,1.0
24,24,64.0,1.75,0.25,2,1.0
25,25,81.0,0.0,0.5,2,0.0
26,26,60.0,0.0,0.25,2,1.0
27,27,83.0,0.0,0.0,2,1.0
28,28,65.0,0.25,0.25,2,1.0
29,29,79.0,0.5,0.25,2,1.0
30,30,69.0,0.5,0.25,2,1.0
31,31,77.0,0.75,0.25,2,1.0
32,32,65.0,0.75,0.25,2,1.0
33,33,77.0,1.0,0.5,2,1.0
34,34,60.0,1.0,0.25,2,1.0
35,35,65.0,1.25,0.25,2,1.0
36,36,77.0,1.5,0.5,2,0.0
37,37,69.0,1.5,0.25,2,1.0
38,38,65.0,1.75,0.25,2,1.0
39,39,77.0,0.0,1.5,2,0.0
40,40,60.0,0.0,0.25,2,1.0
41,41,65.0,0.25,0.25,2,1.0
42,42,69.0,0.5,0.25,2,1.0
43,43,65.0,0.75,0.25,2,1.0
44,44,60.0,1.0,0.25,2,1.0
45,45,65.0,1.25,0.25,2,1.0
46,46,81.0,1.5,0.5,2,1.0
47,47,69.0,1.5,0.25,2,1.0
48,48,65.0,1.75,0.25,2,1.0
49,49,79.0,0.0,0.5,2,0.0
50,50,60.0,0.0,0.25,2,1.0
51,51,81.0,0.0,0.0,2,1.0
52,52,64.0,0.25,0.25,2,1.0
53,53,77.0,0.5,0.25,2,1.0
54,54,67.0,0.5,0.25,2,1.0
55,55,76.0,0.75,0.25,2,1.0
56,56,64.0,0.75,0.25,2,1.0
57,57,76.0,1.0,0.5,2,1.0
58,58,60.0,1.0,0.25,2,1.0
59,59,64.0,1.25,0.25,2,1.0
60,60,79.0,1.5,0.5,2,1.0
61,61,67.0,1.5,0.25,2,1.0
62,62,64.0,1.75,0.25,2,1.0
63,63,77.0,0.0,0.5,2,0.0
64,64,59.0,0.0,0.25,2,1.0
65,65,79.0,0.0,0.0,2,1.0
66,66,62.0,0.25,0.25,2,1.0
67,67,76.0,0.5,0.25,2,1.0
68,68,67.0,0.5,0.25,2,1.0
69,69,74.0,0.75,0.25,2,1.0
70,70,62.0,0.75,0.25,2,1.0
71,71,74.0,1.0,0.5,2,1.0
72,72,59.0,1.0,0.25,2,1.0
73,73,62.0,1.25,0.25,2,1.0
74,74,77.0,1.5,0.5,2,1.0
75,75,67.0,1.5,0.25,2,1.0
76,76,62.0,1.75,0.25,2,0.0
77,77,76.0,0.0,0.5,2,1.0
78,78,60.0,0.0,0.5,2,1.0
79,79,77.0,0.0,0.0,2,1.0
80,80,74.0,0.5,0.25,2,1.0
81,81,64.0,0.5,0.5,2,1.0
82,82,67.0,0.5,0.5,2,1.0
83,83,72.0,0.75,0.25,2,0.0
84,84,71.0,1.0,0.5,2,1.0
85,85,62.0,1.0,0.5,2,1.0
86,86,65.0,1.0,0.5,2,1.0
87,87,72.0,1.5,0.5,2,0.0
88,88,60.0,1.5,0.5,2,0.0
89,89,64.0,1.5,0.5,2,0.0
90,90,76.0,0.0,1.0,2,0.0
91,91,55.0,0.0,1.0,2,0.0
92,92,60.0,0.0,1.0,2,0.0
93,93,74.0,1.0,0.5,2,1.0
94,94,55.0,1.0,0.5,2,1.0
95,95,59.0,1.0,0.5,2,1.0
96,96,79.0,1.5,0.5,2,1.0
97,97,76.0,0.0,0.5,2,0.0
98,98,60.0,0.0,0.25,2,1.0
99,99,77.0,0.0,0.0,2,1.0
100,100,64.0,0.25,0.25,2,1.0
101,101,74.0,0.5,0.25,2,1.0
102,102,67.0,0.5,0.25,2,1.0
103,103,72.0,0.75,0.25,2,1.0
104,104,64.0,0.75,0.25,2,1.0
