,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
0,0,44.0,0.0,1.0,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3464566929133858,0.12003224006448013,0.0415859729357254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,63.0,44.0,19.0
1,1,56.0,0.0,3.0,6,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4409448818897638,0.19443238886477773,0.08573396674352404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,63.0,44.0,19.0
2,2,60.0,0.0,3.0,6,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,63.0,44.0,19.0
3,3,63.0,0.0,6.0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49606299212598426,0.24607849215698432,0.12207043311724419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,63.0,44.0,19.0
4,4,48.0,1.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0017452007159590721,0.3779527559055118,0.1428482856965714,0.05398990325539706,0.0017452007159590721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0
5,5,51.0,2.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0034904014319181442,0.4015748031496063,0.16126232252464506,0.06475888542328266,0.0034904014319181442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,0.0
6,6,43.0,3.0,1.0,6,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.005235602147877216,0.33858267716535434,0.11463822927645856,0.03881451857391904,0.005235602147877216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,61.0,43.0,18.0
7,7,58.0,3.0,3.0,6,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.005235602147877216,0.4566929133858268,0.20856841713683427,0.09525171806249125,0.005235602147877216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,61.0,43.0,18.0
8,8,61.0,3.0,3.0,6,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.005235602147877216,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.005235602147877216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,61.0,43.0,18.0
9,9,46.0,4.0,1.0,6,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0069808028638362885,0.36220472440944884,0.13119226238452478,0.04751845724163889,0.0069808028638362885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0
