,src,des
0,0,0
1,0,1
2,1,4
3,1,5
4,2,16
5,2,17
6,3,100
7,3,101
8,4,120
9,4,121
10,5,139
11,5,140
12,6,159
13,6,160
14,7,178
15,7,179
16,8,182
17,8,183
18,9,194
19,9,195
20,10,265
21,10,266
22,11,379
23,12,491
24,13,596
25,14,707
26,14,708
27,15,821
28,15,822
29,16,825
30,16,826
31,17,837
32,17,838
33,18,921
34,18,922
35,19,941
36,19,942
37,20,960
38,20,961
39,21,980
40,21,981
41,22,999
42,22,1000
43,23,1003
44,23,1004
45,24,1015
46,24,1016
47,25,1086
48,26,1090
49,26,1091
50,26,1092
51,26,1093
52,26,1094
53,27,1151
54,27,1152
55,27,1153
56,27,1154
57,27,1155
