,nid,pitch,onset,duration,label
0,0,76,0.0,1.0,0
1,1,57,0.0,0.5,0
2,2,60,0.0,0.5,0
3,3,64,0.0,0.5,0
4,4,75,0.0,0.0,0
5,5,57,0.5,0.5,0
6,6,60,0.5,0.5,0
7,7,64,0.5,0.5,0
8,8,76,1.0,0.75,0
9,9,57,1.0,0.5,0
10,10,60,1.0,0.5,0
11,11,64,1.0,0.5,0
12,12,57,1.5,0.5,0
13,13,60,1.5,0.5,0
14,14,64,1.5,0.5,0
15,15,76,1.75,0.25,0
16,16,76,2.0,1.0,0
17,17,57,2.0,0.5,0
18,18,60,2.0,0.5,0
19,19,64,2.0,0.5,0
20,20,57,2.5,0.5,0
21,21,60,2.5,0.5,0
22,22,64,2.5,0.5,0
23,23,72,3.0,0.75,0
24,24,57,3.0,0.5,0
25,25,60,3.0,0.5,0
26,26,64,3.0,0.5,0
27,27,57,3.5,0.5,0
28,28,60,3.5,0.5,0
29,29,64,3.5,0.5,0
30,30,69,3.75,0.25,0
31,31,68,4.0,1.0,0
32,32,57,4.0,0.5,0
33,33,59,4.0,0.5,0
34,34,62,4.0,0.5,0
35,35,64,4.0,0.5,0
36,36,69,4.0,0.0,0
37,37,57,4.5,0.5,0
38,38,59,4.5,0.5,0
39,39,62,4.5,0.5,0
40,40,64,4.5,0.5,0
41,41,68,5.0,2.0,0
42,42,57,5.0,0.5,0
43,43,59,5.0,0.5,0
44,44,62,5.0,0.5,0
45,45,64,5.0,0.5,0
46,46,57,5.5,0.5,0
47,47,59,5.5,0.5,0
48,48,62,5.5,0.5,0
49,49,64,5.5,0.5,0
50,50,57,6.0,0.5,0
51,51,59,6.0,0.5,0
52,52,62,6.0,0.5,0
53,53,64,6.0,0.5,0
54,54,57,6.5,0.5,0
55,55,59,6.5,0.5,0
56,56,62,6.5,0.5,0
57,57,64,6.5,0.5,0
58,58,74,7.0,0.75,0
59,59,57,7.0,0.5,0
60,60,59,7.0,0.5,0
61,61,62,7.0,0.5,0
62,62,64,7.0,0.5,0
63,63,57,7.5,0.5,0
64,64,59,7.5,0.5,0
65,65,62,7.5,0.5,0
66,66,64,7.5,0.5,0
67,67,71,7.75,0.25,0
