,nid,pitch,onset,duration,label
0,0,39,0.0,1.0,0
1,1,51,0.0,1.0,0
2,2,79,1.0,1.0,0
3,3,82,1.0,1.0,0
4,4,77,2.0,1.0,0
5,5,80,2.0,1.0,0
6,6,75,3.0,1.0,0
7,7,79,3.0,1.0,0
8,8,74,4.0,1.0,0
9,9,77,4.0,1.0,0
10,10,72,5.0,1.0,0
11,11,75,5.0,1.0,0
12,12,70,6.0,1.0,0
13,13,74,6.0,1.0,0
14,14,68,7.0,1.0,0
15,15,72,7.0,1.0,0
16,16,67,8.0,1.0,0
17,17,70,8.0,1.0,0
18,18,51,8.0,1.0,0
19,19,63,8.0,1.0,0
20,20,70,9.0,4.0,0
21,21,65,9.0,1.0,0
22,22,50,9.0,1.0,0
23,23,62,9.0,1.0,0
24,24,63,10.0,1.0,0
25,25,48,10.0,1.0,0
26,26,60,10.0,1.0,0
27,27,62,11.0,2.0,0
28,28,46,11.0,1.0,0
29,29,58,11.0,1.0,0
30,30,44,12.0,1.0,0
31,31,56,12.0,1.0,0
32,32,72,13.0,1.0,0
33,33,63,13.0,1.0,0
34,34,43,13.0,1.0,0
35,35,55,13.0,1.0,0
36,36,74,14.0,1.0,0
37,37,65,14.0,1.0,0
38,38,41,14.0,1.0,0
39,39,53,14.0,1.0,0
40,40,75,15.0,2.0,0
41,41,67,15.0,2.0,0
42,42,39,15.0,1.0,0
43,43,51,15.0,1.0,0
44,44,60,16.0,1.0,0
45,45,72,17.0,1.0,0
46,46,68,17.0,1.0,0
47,47,56,17.0,1.0,0
48,48,70,18.0,2.0,0
49,49,67,18.0,2.0,0
50,50,58,18.0,1.0,0
51,51,58,18.0,3.0,0
52,52,60,19.0,1.0,0
53,53,68,20.0,0.5,0
54,54,65,20.0,1.0,0
55,55,62,20.0,1.0,0
56,56,67,20.5,0.25,0
57,57,68,20.75,0.25,0
58,58,67,21.0,1.0,1
59,59,63,21.0,1.0,1
60,60,74,22.0,1.0,0
61,61,75,23.0,1.0,0
62,62,55,24.0,1.0,0
63,63,58,24.0,1.0,0
64,64,63,24.0,1.0,0
65,65,82,25.0,1.0,0
66,66,79,26.0,1.0,0
