,nid,pitch,onset,duration,ts,label
0,0,67.0,0.0,1.0,4,1.0
1,1,70.0,0.0,1.0,4,1.0
2,2,39.0,0.0,1.0,4,1.0
3,3,51.0,0.0,1.0,4,1.0
4,4,63.0,1.0,0.5,4,0.0
5,5,67.0,1.0,0.5,4,0.0
6,6,58.0,1.5,0.5,4,0.0
7,7,65.0,1.5,0.5,4,0.0
8,8,46.0,1.5,0.5,4,0.0
9,9,55.0,2.0,0.5,4,0.0
10,10,63.0,2.0,0.5,4,0.0
11,11,51.0,2.0,1.0,4,0.0
12,12,58.0,2.5,0.5,4,0.0
13,13,63.0,3.0,0.5,4,0.0
14,14,65.0,3.5,0.5,4,0.0
15,15,62.0,3.5,0.5,4,0.0
16,16,46.0,3.5,0.5,4,0.0
17,17,67.0,4.0,0.5,4,1.0
18,18,63.0,4.0,2.0,4,1.0
19,19,51.0,4.0,0.5,4,1.0
20,20,68.0,4.5,0.5,4,0.0
21,21,48.0,4.5,0.5,4,0.0
22,22,70.0,5.0,0.5,4,0.0
23,23,43.0,5.0,0.5,4,0.0
24,24,72.0,5.5,0.5,4,0.0
25,25,44.0,5.5,0.5,4,0.0
26,26,67.0,6.0,0.75,4,0.0
27,27,63.0,6.0,1.0,4,0.0
28,28,46.0,6.0,1.5,4,0.0
29,29,68.0,6.75,0.25,4,0.0
30,30,65.0,7.0,0.25,4,0.0
31,31,62.0,7.0,1.0,4,0.0
32,32,67.0,7.25,0.25,4,0.0
33,33,68.0,7.5,0.25,4,0.0
34,34,69.0,7.75,0.25,4,0.0
35,35,82.0,8.0,1.0,4,1.0
36,36,70.0,8.0,2.0,4,1.0
37,37,67.0,8.0,1.0,4,1.0
38,38,79.0,9.0,0.5,4,0.0
39,39,63.0,9.0,0.5,4,0.0
40,40,77.0,9.5,0.5,4,0.0
41,41,58.0,9.5,0.5,4,0.0
42,42,75.0,10.0,0.5,4,0.0
43,43,70.0,10.0,0.5,4,0.0
44,44,55.0,10.0,0.5,4,0.0
45,45,77.0,10.5,0.5,4,0.0
46,46,74.0,10.5,0.5,4,0.0
47,47,58.0,10.5,0.5,4,0.0
48,48,79.0,11.0,0.5,4,0.0
49,49,75.0,11.0,1.0,4,0.0
50,50,63.0,11.0,0.5,4,0.0
51,51,80.0,11.5,0.5,4,0.0
52,52,60.0,11.5,0.5,4,0.0
53,53,75.0,12.0,0.5,4,1.0
54,54,82.0,12.0,0.5,4,1.0
55,55,55.0,12.0,0.5,4,1.0
