,src,des
0,7,9
1,23,25
2,32,34
3,39,41
4,66,68
5,82,84
6,90,91
7,95,97
8,96,97
9,101,103
10,102,103
11,102,104
12,102,105
13,102,106
14,102,107
15,102,108
16,105,106
17,105,107
18,105,108
19,122,124
20,125,127
21,127,128
22,127,129
23,133,134
24,133,135
25,147,149
26,152,154
27,152,155
28,152,156
29,153,154
30,153,155
31,153,156
32,158,160
33,159,160
34,163,165
35,163,166
36,163,167
37,163,168
38,163,169
39,163,170
40,164,165
41,164,166
42,164,167
43,164,168
44,164,169
45,164,170
46,172,174
47,172,175
48,172,176
49,173,174
50,173,175
51,173,176
52,179,181
53,179,182
54,179,183
55,179,184
56,179,185
57,179,186
58,179,187
59,180,181
60,180,182
61,180,183
62,180,184
63,180,185
64,180,186
65,180,187
66,189,191
67,189,192
68,189,193
69,190,191
70,190,192
71,190,193
72,204,206
73,220,222
74,229,231
75,236,238
76,263,265
77,279,281
78,287,288
79,292,294
80,293,294
81,298,300
82,299,300
83,299,301
84,299,302
85,299,303
86,299,304
87,299,305
88,302,303
89,302,304
90,302,305
91,313,316
92,314,316
93,323,326
94,324,326
95,331,333
96,332,333
97,332,334
98,332,335
99,332,336
100,335,336
101,338,340
102,338,341
103,338,342
104,339,340
105,339,341
106,339,342
107,348,351
108,349,351
109,358,361
110,359,361
111,366,368
112,367,368
113,367,369
114,367,370
115,367,371
116,370,371
117,373,375
118,373,376
119,373,377
120,374,375
121,374,376
122,374,377
123,388,390
124,396,397
125,399,400
126,402,403
127,405,406
128,407,409
129,415,417
130,415,418
131,415,419
132,416,417
133,416,418
134,416,419
135,425,428
136,425,429
137,425,430
138,426,428
139,426,429
140,426,430
141,427,428
142,427,429
143,427,430
144,436,438
145,436,439
146,436,440
147,437,438
148,437,439
149,437,440
150,437,441
151,437,442
152,437,443
153,437,444
154,437,445
155,442,443
156,442,444
157,442,445
158,448,449
159,448,450
160,448,451
161,455,458
162,456,458
163,465,468
164,466,468
165,475,478
166,476,478
167,485,488
168,486,488
169,493,494
170,496,497
171,499,500
172,502,503
173,505,506
174,508,509
175,511,512
176,514,515
177,518,519
178,518,520
179,519,521
180,519,522
181,520,521
182,520,522
183,525,526
184,525,527
185,532,535
186,533,535
187,542,545
188,543,545
189,550,552
190,551,552
191,551,553
192,551,554
193,551,555
194,554,555
195,557,559
196,557,560
197,557,561
198,558,559
199,558,560
200,558,561
201,567,570
202,568,570
203,577,580
204,578,580
205,585,587
206,586,587
207,586,588
208,586,589
209,586,590
210,589,590
211,592,594
212,592,595
213,592,596
214,593,594
215,593,595
216,593,596
217,607,609
218,615,616
219,618,619
220,621,622
221,624,625
222,626,628
223,634,637
224,634,638
225,634,639
226,635,637
227,635,638
228,635,639
229,636,637
230,636,638
231,636,639
232,645,648
233,645,649
234,645,650
235,646,648
236,646,649
237,646,650
238,647,648
239,647,649
240,647,650
241,656,658
242,656,659
243,656,660
244,657,658
245,657,659
246,657,660
247,657,661
248,657,662
249,657,663
250,657,664
251,657,665
252,662,663
253,662,664
254,662,665
255,668,669
256,668,670
257,673,674
258,673,675
259,680,681
260,680,682
261,698,700
262,699,700
263,704,706
264,705,706
265,710,712
266,711,712
267,731,733
268,731,734
269,731,735
270,731,736
271,731,737
272,736,737
273,736,738
274,736,739
275,736,740
276,739,740
277,741,743
278,808,809
279,808,810
280,818,820
281,819,820
282,824,826
283,825,826
284,830,832
285,831,832
286,851,853
287,851,854
288,851,855
289,851,856
290,851,857
291,856,857
292,856,858
293,856,859
294,856,860
295,859,860
296,861,863
297,880,881
298,909,911
299,909,912
300,909,913
301,910,911
302,910,912
303,910,913
304,915,917
305,916,917
306,920,922
307,920,923
308,920,924
309,920,925
310,920,926
311,920,927
312,921,922
313,921,923
314,921,924
315,921,925
316,921,926
317,921,927
318,929,931
319,929,932
320,929,933
321,930,931
322,930,932
323,930,933
324,936,938
325,936,939
326,936,940
327,936,941
328,936,942
329,936,943
330,936,944
331,937,938
332,937,939
333,937,940
334,937,941
335,937,942
336,937,943
337,937,944
338,946,948
339,946,949
340,946,950
341,947,948
342,947,949
343,947,950
344,961,963
345,977,979
346,986,988
347,993,995
348,1020,1022
349,1036,1038
350,1044,1045
351,1049,1051
352,1050,1051
353,1055,1057
354,1056,1057
355,1056,1058
356,1056,1059
357,1056,1060
358,1056,1061
359,1056,1062
360,1059,1060
361,1059,1061
362,1059,1062
363,1070,1073
364,1071,1073
365,1080,1083
366,1081,1083
367,1090,1093
368,1091,1093
369,1111,1114
370,1112,1114
371,1121,1124
372,1122,1124
373,1131,1134
374,1132,1134
375,1151,1152
376,1151,1153
377,1154,1156
378,1160,1161
379,1192,1193
380,1195,1197
381,1196,1197
382,1212,1214
383,1214,1215
384,1214,1216
385,1229,1231
386,1231,1232
387,1231,1233
388,1265,1266
389,1268,1269
390,1271,1272
391,1274,1275
392,1277,1278
393,1280,1281
394,1283,1284
395,1286,1287
396,1288,1290
397,1288,1291
398,1288,1292
399,1288,1293
400,1288,1294
401,1288,1295
402,1288,1296
403,1297,1301
404,1304,1305
405,1304,1306
406,1311,1314
407,1312,1314
408,1317,1318
409,1317,1319
410,1324,1327
411,1325,1327
412,1330,1331
413,1330,1332
414,1337,1340
415,1338,1340
416,1343,1344
417,1343,1345
