,src,des
0,0,0
1,1,3
2,2,6
3,3,62
4,4,65
5,6,112
6,7,116
7,8,119
8,9,141
9,10,144
10,11,152
11,11,153
12,12,163
13,12,164
14,14,200
15,15,203
16,16,259
17,17,262
18,19,309
19,20,518
20,21,528
21,22,671
22,23,673
23,24,676
24,24,677
25,25,678
26,26,680
27,27,683
28,27,684
29,28,685
30,29,716
31,30,719
32,31,746
33,32,836
34,33,839
35,34,868
36,35,882
37,36,909
38,36,910
39,37,920
40,37,921
41,39,957
42,40,960
43,41,1016
44,42,1019
45,44,1066
46,45,1147
47,46,1164
48,47,1204
49,48,1205
50,50,1304
51,51,1317
52,52,1330
53,53,1343
