,rid,onset,duration,label
0,0,-1.0,0.0,0.0
1,1,0.0,0.0,0.0
2,2,4.0,0.0,0.0
3,3,5.0,0.0,0.0
4,4,6.0,0.0,0.0
5,5,10.0,0.0,0.0
6,6,11.0,0.0,0.0
7,7,19.0,0.0,0.0
8,8,20.0,0.0,0.0
9,9,24.0,0.0,0.0
10,10,28.0,0.0,0.0
11,11,29.0,0.0,0.0
12,12,30.0,0.0,0.0
13,13,31.0,0.0,0.0
14,14,32.0,0.0,0.0
15,15,33.0,0.0,0.0
16,16,34.0,0.0,0.0
17,17,42.0,0.0,0.0
18,18,53.0,0.0,0.0
19,19,54.0,0.0,0.0
20,20,58.0,0.0,0.0
21,21,59.0,0.0,0.0
22,22,60.0,0.0,0.0
23,23,64.0,0.0,0.0
24,24,73.0,0.0,0.0
25,25,74.0,0.0,0.0
26,26,78.0,0.0,0.0
27,27,82.0,0.0,0.0
28,28,83.0,0.0,0.0
29,29,84.0,0.0,0.0
30,30,85.0,0.0,0.0
31,31,86.0,0.0,0.0
32,32,87.0,0.0,0.0
33,33,88.0,0.0,0.0
34,34,94.0,0.0,0.0
35,35,95.0,0.0,0.0
36,36,97.0,-0.25,0.0
37,37,103.0,-0.25,0.0
38,38,109.0,0.0,0.0
39,39,111.0,0.0,0.0
40,40,112.0,0.0,0.0
41,41,115.0,0.0,0.0
42,42,119.0,0.0,0.0
43,43,131.0,0.0,0.0
44,44,132.0,0.0,0.0
45,45,135.0,0.0,0.0
46,46,139.0,0.0,0.0
47,47,142.0,0.0,0.0
48,48,145.0,0.0,0.0
49,49,148.0,0.0,0.0
50,50,151.0,0.0,0.0
51,51,154.0,0.0,0.0
52,52,163.0,0.0,0.0
53,53,166.0,0.0,0.0
54,54,167.0,0.0,0.0
55,55,169.0,-0.25,0.0
56,56,175.0,-0.25,0.0
57,57,181.0,0.0,0.0
58,58,183.0,0.0,0.0
59,59,184.0,0.0,0.0
60,60,187.0,0.0,0.0
61,61,203.0,0.0,0.0
62,62,204.0,0.0,0.0
63,63,207.0,0.0,0.0
64,64,211.0,0.0,0.0
65,65,214.0,0.0,0.0
