,nid,pitch,onset,duration,label
0,0,67,0.0,2.0,1
1,1,71,0.0,2.0,1
2,2,43,0.0,1.0,1
3,3,55,1.0,1.0,0
4,4,69,2.0,1.0,0
5,5,72,2.0,1.0,0
6,6,55,2.0,1.0,0
7,7,71,3.0,1.0,1
8,8,74,3.0,1.0,1
9,9,55,3.0,1.0,1
10,10,55,4.0,1.0,0
11,11,71,5.0,1.0,0
12,12,74,5.0,1.0,0
13,13,55,5.0,1.0,0
14,14,76,6.0,2.0,1
15,15,79,6.0,2.0,1
16,16,55,6.0,1.0,1
17,17,55,7.0,1.0,0
18,18,74,8.0,1.0,0
19,19,78,8.0,1.0,0
20,20,55,8.0,1.0,0
21,21,72,9.0,2.0,1
22,22,76,9.0,2.0,1
23,23,55,9.0,1.0,1
24,24,78,9.0,0.0,1
25,25,55,10.0,1.0,0
26,26,71,11.0,1.0,0
27,27,74,11.0,1.0,0
28,28,55,11.0,1.0,0
29,29,67,12.0,2.0,1
30,30,71,12.0,2.0,1
31,31,43,12.0,1.0,1
32,32,55,13.0,1.0,0
33,33,69,14.0,1.0,0
34,34,72,14.0,1.0,0
35,35,55,14.0,1.0,0
36,36,71,15.0,1.0,1
37,37,74,15.0,1.0,1
38,38,55,15.0,1.0,1
39,39,55,16.0,1.0,0
40,40,71,17.0,1.0,0
41,41,74,17.0,1.0,0
42,42,55,17.0,1.0,0
43,43,72,18.0,2.0,1
44,44,76,18.0,2.0,1
45,45,55,18.0,1.0,1
46,46,55,19.0,1.0,0
47,47,71,20.0,1.0,0
48,48,74,20.0,1.0,0
49,49,55,20.0,1.0,0
50,50,69,21.0,2.0,1
51,51,72,21.0,2.0,1
52,52,55,21.0,1.0,1
53,53,74,21.0,0.0,1
54,54,55,22.0,1.0,0
55,55,67,23.0,1.0,0
56,56,71,23.0,1.0,0
57,57,55,23.0,1.0,0
58,58,62,24.0,0.5,1
59,59,35,24.0,3.0,1
60,60,47,24.0,3.0,1
61,61,67,24.5,0.5,0
62,62,66,25.0,0.5,0
63,63,67,25.5,0.5,0
64,64,71,26.0,0.5,0
65,65,67,26.5,0.5,0
66,66,64,27.0,0.5,1
67,67,36,27.0,3.0,1
68,68,48,27.0,3.0,1
69,69,69,27.5,0.5,0
70,70,68,28.0,0.5,0
71,71,69,28.5,0.5,0
72,72,72,29.0,0.5,0
73,73,69,29.5,0.5,0
74,74,66,30.0,0.5,1
75,75,38,30.0,3.0,1
76,76,50,30.0,3.0,1
77,77,71,30.5,0.5,0
78,78,70,31.0,0.5,0
79,79,71,31.5,0.5,0
80,80,74,32.0,0.5,0
81,81,71,32.5,0.5,0
82,82,67,33.0,0.5,1
83,83,40,33.0,3.0,1
84,84,52,33.0,3.0,1
85,85,72,33.5,0.5,0
86,86,71,34.0,0.5,0
87,87,72,34.5,0.5,0
88,88,76,35.0,0.5,0
89,89,72,35.5,0.5,0
90,90,74,36.0,1.0,1
91,91,54,36.0,0.5,1
92,92,62,36.5,0.5,0
93,93,61,37.0,0.5,0
94,94,62,37.5,0.5,0
95,95,81,38.0,1.0,0
96,96,84,38.0,1.0,0
97,97,54,38.0,0.5,0
98,98,62,38.5,0.5,0
99,99,79,39.0,1.0,1
100,100,83,39.0,1.0,1
101,101,55,39.0,0.5,1
102,102,62,39.5,0.5,0
103,103,61,40.0,0.5,0
104,104,62,40.5,0.5,0
105,105,71,41.0,1.0,0
106,106,74,41.0,1.0,0
107,107,55,41.0,0.5,0
108,108,62,41.5,0.5,0
109,109,69,42.0,1.0,1
110,110,72,42.0,1.0,1
111,111,57,42.0,0.5,1
112,112,62,42.5,0.5,0
113,113,61,43.0,0.5,0
114,114,62,43.5,0.5,0
115,115,72,44.0,1.0,0
116,116,78,44.0,1.0,0
117,117,57,44.0,0.5,0
118,118,62,44.5,0.5,0
119,119,71,45.0,1.0,1
120,120,79,45.0,1.0,1
121,121,59,45.0,0.5,1
122,122,62,45.5,0.5,0
123,123,61,46.0,0.5,0
124,124,62,46.5,0.5,0
125,125,67,47.0,1.0,0
126,126,71,47.0,1.0,0
127,127,59,47.0,0.5,0
128,128,62,47.5,0.5,0
129,129,69,48.0,0.5,1
130,130,60,48.0,1.0,1
131,131,64,48.0,1.0,1
132,132,68,48.5,0.5,0
133,133,71,49.0,0.5,0
134,134,69,49.5,0.5,0
135,135,72,50.0,0.5,0
136,136,71,50.5,0.5,0
137,137,74,51.0,0.5,1
138,138,72,51.5,0.5,0
139,139,76,52.0,3.0,0
140,140,60,53.0,1.0,0
141,141,67,53.0,1.0,0
142,142,62,54.0,1.0,1
143,143,66,54.0,1.0,1
144,144,72,55.0,3.0,0
145,145,62,56.0,1.0,0
146,146,66,56.0,1.0,0
147,147,64,57.0,1.0,1
148,148,67,57.0,1.0,1
149,149,71,58.0,3.0,0
150,150,64,59.0,1.0,0
151,151,67,59.0,1.0,0
152,152,60,60.0,1.0,1
153,153,64,60.0,1.0,1
154,154,69,61.0,3.0,0
155,155,48,62.0,1.0,0
156,156,60,62.0,1.0,0
157,157,50,63.0,1.0,1
158,158,59,63.0,1.0,1
159,159,67,64.0,3.0,0
160,160,50,65.0,1.0,0
161,161,59,65.0,1.0,0
162,162,50,66.0,1.0,1
163,163,57,66.0,1.0,1
164,164,66,67.0,3.0,0
165,165,50,68.0,1.0,0
166,166,57,68.0,1.0,0
167,167,55,69.0,1.0,1
168,168,59,69.0,1.0,1
169,169,67,70.0,1.0,0
170,170,69,71.0,1.0,0
171,171,62,72.0,3.0,1
172,172,65,72.0,3.0,1
173,173,71,72.0,3.0,1
174,174,43,72.0,0.5,1
175,175,55,72.5,0.5,0
176,176,54,73.0,0.5,0
177,177,55,73.5,0.5,0
178,178,57,74.0,0.5,0
179,179,55,74.5,0.5,0
180,180,64,75.0,0.5,1
181,181,43,75.0,1.0,1
182,182,67,75.5,0.5,0
183,183,72,76.0,0.5,0
184,184,67,76.5,0.5,0
185,185,76,77.0,0.5,0
186,186,72,77.5,0.5,0
187,187,69,78.0,3.0,1
188,188,72,78.0,3.0,1
189,189,78,78.0,3.0,1
