,nid,pitch,onset,duration,ts,label,rid
0,0.0,69.0,0.0,1.5,2,1.0,
1,1.0,72.0,0.0,1.5,2,1.0,
2,2.0,57.0,0.5,0.5,2,0.0,
3,3.0,57.0,0.5,1.5,2,0.0,
4,4.0,64.0,1.0,0.5,2,0.0,
5,5.0,68.0,1.5,0.5,2,0.0,
6,6.0,71.0,1.5,0.5,2,0.0,
7,7.0,62.0,1.5,0.5,2,0.0,
8,8.0,69.0,2.0,1.5,2,1.0,
9,9.0,64.0,2.0,2.0,2,1.0,
10,10.0,57.0,2.5,0.5,2,0.0,
11,11.0,57.0,2.5,1.5,2,0.0,
12,12.0,60.0,3.0,0.5,2,0.0,
13,13.0,68.0,3.5,0.5,2,0.0,
14,14.0,59.0,3.5,0.5,2,0.0,
15,15.0,69.0,4.0,1.5,2,1.0,
16,16.0,64.0,4.0,2.0,2,1.0,
17,17.0,57.0,4.5,0.5,2,0.0,
18,18.0,60.0,5.0,0.5,2,0.0,
19,19.0,71.0,5.5,0.5,2,0.0,
20,20.0,56.0,5.5,0.5,2,0.0,
21,21.0,72.0,6.0,1.0,2,1.0,
22,22.0,69.0,6.0,1.0,2,1.0,
23,23.0,74.0,6.0,0.0,2,1.0,
24,24.0,57.0,6.5,0.5,2,0.0,
25,25.0,71.0,7.0,1.0,2,0.0,
26,26.0,68.0,7.0,1.0,2,0.0,
27,27.0,64.0,7.0,0.5,2,0.0,
28,28.0,52.0,7.5,0.5,2,0.0,
29,29.0,74.0,8.0,1.5,2,1.0,
30,30.0,69.0,8.0,2.0,2,1.0,
31,31.0,53.0,8.5,0.5,2,0.0,
32,32.0,65.0,9.0,0.5,2,0.0,
33,33.0,72.0,9.5,0.5,2,0.0,
34,34.0,64.0,9.5,0.5,2,0.0,
35,35.0,77.0,10.0,1.5,2,1.0,
36,36.0,69.0,10.0,2.0,2,1.0,
37,37.0,50.0,10.5,0.5,2,0.0,
38,38.0,62.0,11.0,0.5,2,0.0,
39,39.0,76.0,11.5,0.5,2,0.0,
40,40.0,60.0,11.5,0.5,2,0.0,
41,41.0,74.0,12.0,1.5,2,1.0,
42,42.0,68.0,12.0,1.5,2,1.0,
43,43.0,47.0,12.5,0.5,2,0.0,
44,44.0,59.0,13.0,0.5,2,0.0,
45,45.0,72.0,13.5,0.5,2,0.0,
46,46.0,69.0,13.5,0.5,2,0.0,
47,47.0,57.0,13.5,0.5,2,0.0,
48,48.0,71.0,14.0,1.0,2,1.0,
49,49.0,68.0,14.0,1.0,2,1.0,
50,50.0,52.0,14.0,1.0,2,1.0,
51,51.0,64.0,14.0,1.0,2,1.0,
52,52.0,72.0,14.0,0.0,2,1.0,
53,53.0,68.0,15.0,0.5,2,0.0,
54,54.0,52.0,15.0,1.0,2,0.0,
55,55.0,64.0,15.5,0.5,2,0.0,
56,56.0,72.0,16.0,1.5,2,1.0,
57,57.0,69.0,16.0,1.5,2,1.0,
58,58.0,57.0,16.5,0.5,2,0.0,
59,59.0,57.0,16.5,1.5,2,0.0,
60,60.0,64.0,17.0,0.5,2,0.0,
61,61.0,71.0,17.5,0.5,2,0.0,
62,62.0,68.0,17.5,0.5,2,0.0,
63,63.0,62.0,17.5,0.5,2,0.0,
64,64.0,69.0,18.0,1.5,2,1.0,
65,65.0,64.0,18.0,2.0,2,1.0,
66,66.0,57.0,18.5,0.5,2,0.0,
67,67.0,57.0,18.5,1.5,2,0.0,
68,68.0,60.0,19.0,0.5,2,0.0,
69,69.0,68.0,19.5,0.5,2,0.0,
70,70.0,59.0,19.5,0.5,2,0.0,
71,71.0,69.0,20.0,1.5,2,1.0,
72,72.0,64.0,20.0,2.0,2,1.0,
73,73.0,57.0,20.5,0.5,2,0.0,
74,74.0,60.0,21.0,0.5,2,0.0,
75,75.0,71.0,21.5,0.5,2,0.0,
76,76.0,56.0,21.5,0.5,2,0.0,
77,77.0,69.0,22.0,1.0,2,1.0,
78,78.0,72.0,22.0,1.0,2,1.0,
79,79.0,74.0,22.0,0.0,2,1.0,
80,80.0,57.0,22.5,0.5,2,0.0,
81,81.0,68.0,23.0,1.0,2,0.0,
82,82.0,71.0,23.0,1.0,2,0.0,
83,83.0,64.0,23.0,0.5,2,0.0,
84,84.0,52.0,23.5,0.5,2,0.0,
85,85.0,77.0,24.0,1.5,2,1.0,
86,86.0,69.0,24.0,2.0,2,1.0,
87,87.0,50.0,24.5,0.5,2,0.0,
88,88.0,62.0,25.0,0.5,2,0.0,
89,89.0,76.0,25.5,0.5,2,0.0,
90,90.0,60.0,25.5,0.5,2,0.0,
91,91.0,74.0,26.0,1.5,2,1.0,
92,92.0,69.0,26.0,2.0,2,1.0,
93,93.0,53.0,26.5,0.5,2,0.0,
94,94.0,65.0,27.0,0.5,2,0.0,
95,95.0,72.0,27.5,0.5,2,0.0,
96,96.0,64.0,27.5,0.5,2,0.0,
97,97.0,71.0,28.0,1.0,2,1.0,
98,98.0,62.0,28.0,1.0,2,1.0,
99,99.0,72.0,28.0,0.0,2,1.0,
100,100.0,69.0,29.0,0.5,2,0.0,
101,101.0,64.0,29.0,1.0,2,0.0,
102,102.0,68.0,29.5,0.5,2,0.0,
103,103.0,69.0,30.0,0.5,2,1.0,
104,104.0,65.0,30.0,1.0,2,1.0,
105,105.0,73.0,30.5,0.5,2,0.0,
106,106.0,74.0,31.0,0.5,2,0.0,
107,107.0,76.0,31.5,0.5,2,0.0,
108,108.0,77.0,32.0,1.5,2,1.0,
109,109.0,69.0,32.0,2.0,2,1.0,
110,110.0,50.0,32.5,0.5,2,0.0,
111,111.0,62.0,33.0,0.5,2,0.0,
112,112.0,76.0,33.5,0.5,2,0.0,
113,113.0,60.0,33.5,0.5,2,0.0,
114,114.0,74.0,34.0,1.5,2,1.0,
115,115.0,80.0,34.0,1.5,2,1.0,
116,116.0,47.0,34.5,0.5,2,0.0,
117,117.0,59.0,35.0,0.5,2,0.0,
118,118.0,72.0,35.5,0.5,2,0.0,
119,119.0,81.0,35.5,0.5,2,0.0,
120,120.0,57.0,35.5,0.5,2,0.0,
121,121.0,71.0,36.0,1.0,2,1.0,
