,nid,pitch,onset,duration,label
0,0,77,0.0,1.0,0
1,1,69,0.0,0.5,0
2,2,72,0.5,0.5,0
3,3,81,1.0,1.0,0
4,4,65,1.0,0.5,0
5,5,72,1.5,0.5,0
6,6,81,2.0,0.25,0
7,7,70,2.0,0.5,0
8,8,79,2.25,0.25,0
9,9,79,2.5,0.25,0
10,10,72,2.5,0.5,0
11,11,76,2.75,0.25,0
12,12,77,3.0,0.75,0
13,13,69,3.0,0.5,0
14,14,72,3.5,0.5,0
15,15,81,3.75,0.25,0
16,16,81,4.0,0.25,0
17,17,70,4.0,0.5,0
18,18,79,4.25,0.25,0
19,19,79,4.5,0.25,0
20,20,72,4.5,0.5,0
21,21,76,4.75,0.25,0
22,22,77,5.0,0.75,0
23,23,69,5.0,0.5,0
24,24,72,5.5,0.5,0
25,25,81,5.75,0.25,0
26,26,84,6.0,0.25,0
27,27,72,6.0,2.0,0
28,28,67,6.0,0.5,0
29,29,82,6.25,0.25,0
30,30,82,6.5,0.25,0
31,31,64,6.5,0.5,0
32,32,79,6.75,0.25,0
33,33,82,7.0,0.25,0
34,34,65,7.0,0.5,0
35,35,81,7.25,0.25,0
36,36,81,7.5,0.25,0
37,37,69,7.5,0.5,0
38,38,77,7.75,0.25,0
39,39,74,8.0,0.75,0
40,40,70,8.0,0.5,0
41,41,58,8.5,0.5,0
42,42,76,8.75,0.25,0
43,43,77,9.0,0.5,0
44,44,62,9.0,0.5,0
45,45,79,9.5,0.5,0
46,46,65,9.5,1.0,0
47,47,59,9.5,0.5,0
48,48,72,10.0,1.25,0
49,49,60,10.0,1.5,0
50,50,64,10.5,0.25,0
51,51,62,10.75,0.25,0
52,52,64,11.0,0.5,1
53,53,73,11.25,0.25,0
54,54,74,11.5,0.25,0
55,55,76,11.75,0.25,0
56,56,77,12.0,1.0,0
57,57,69,12.0,0.5,0
58,58,72,12.5,0.5,0
59,59,81,13.0,1.0,0
60,60,65,13.0,0.5,0
61,61,72,13.5,0.5,0
62,62,81,14.0,0.25,0
63,63,70,14.0,0.5,0
64,64,79,14.25,0.25,0
65,65,79,14.5,0.25,0
66,66,72,14.5,0.5,0
67,67,76,14.75,0.25,0
68,68,77,15.0,0.75,0
69,69,69,15.0,0.5,0
70,70,72,15.5,0.5,0
71,71,81,15.75,0.25,0
72,72,81,16.0,0.25,0
73,73,70,16.0,0.5,0
74,74,79,16.25,0.25,0
75,75,79,16.5,0.25,0
76,76,72,16.5,0.5,0
77,77,76,16.75,0.25,0
78,78,77,17.0,0.75,0
79,79,69,17.0,0.5,0
80,80,72,17.5,0.5,0
81,81,81,17.75,0.25,0
82,82,84,18.0,0.25,0
83,83,72,18.0,1.5,0
84,84,67,18.0,0.5,0
85,85,82,18.25,0.25,0
86,86,82,18.5,0.25,0
87,87,64,18.5,0.5,0
88,88,79,18.75,0.25,0
89,89,82,19.0,0.25,0
90,90,65,19.0,0.5,0
91,91,81,19.25,0.25,0
92,92,81,19.5,0.25,0
93,93,62,19.5,0.5,0
94,94,77,19.75,0.25,0
95,95,74,20.0,0.75,0
96,96,58,20.0,1.0,0
97,97,70,20.5,0.5,0
98,98,79,20.75,0.25,0
99,99,77,21.0,0.5,0
100,100,69,21.0,0.5,0
101,101,60,21.0,1.0,0
102,102,70,21.5,0.5,0
103,103,76,21.5,0.5,0
104,104,67,21.5,0.5,0
105,105,70,22.0,1.0,0
106,106,76,22.0,1.0,0
107,107,65,22.0,0.5,0
108,108,60,22.5,0.5,0
109,109,69,23.0,0.5,1
110,110,77,23.0,0.5,1
111,111,53,23.0,0.5,1
112,112,79,24.0,1.0,0
113,113,64,24.0,0.5,0
114,114,72,24.5,0.5,0
115,115,81,25.0,1.0,0
116,116,65,25.0,0.5,0
117,117,72,25.5,0.5,0
118,118,79,26.0,0.25,0
119,119,67,26.0,0.5,0
120,120,77,26.25,0.25,0
121,121,77,26.5,0.25,0
122,122,71,26.5,0.5,0
123,123,76,26.75,0.25,0
124,124,76,27.0,1.0,0
125,125,69,27.0,0.5,0
126,126,72,27.5,0.5,0
127,127,79,28.0,0.75,0
128,128,64,28.0,0.5,0
129,129,72,28.5,0.5,0
130,130,84,28.75,0.25,0
131,131,83,29.0,0.25,0
132,132,65,29.0,0.5,0
133,133,81,29.25,0.25,0
134,134,72,29.5,0.5,0
135,135,81,29.75,0.25,0
136,136,79,30.0,0.25,0
137,137,67,30.0,0.5,0
138,138,77,30.25,0.25,0
139,139,71,30.5,0.5,0
140,140,77,30.75,0.25,0
141,141,75,31.0,0.25,0
142,142,69,31.0,0.5,0
143,143,76,31.25,0.25,0
144,144,72,31.5,0.5,0
145,145,76,31.75,0.25,0
146,146,74,32.0,0.25,0
147,147,65,32.0,1.0,0
148,148,69,32.0,1.0,0
149,149,76,32.25,0.083333336,0
150,150,74,32.333332,0.083333336,0
151,151,73,32.416668,0.083333336,0
152,152,74,32.5,0.25,0
153,153,76,32.75,0.25,0
154,154,77,33.0,0.25,0
155,155,79,33.25,0.25,0
156,156,80,33.5,0.25,0
157,157,81,33.75,0.25,0
158,158,72,34.0,0.75,0
159,159,55,34.0,1.0,0
160,160,64,34.0,1.0,0
161,161,74,34.75,0.125,0
162,162,72,34.875,0.125,0
163,163,71,35.0,0.25,1
164,164,55,35.0,0.5,1
165,165,62,35.0,0.5,1
166,166,72,35.25,0.25,0
167,167,74,35.5,0.25,0
168,168,76,35.75,0.25,0
169,169,77,36.0,1.0,0
170,170,57,36.0,0.5,0
171,171,60,36.5,0.5,0
172,172,76,37.0,1.0,0
173,173,55,37.0,0.5,0
174,174,60,37.5,0.5,0
175,175,74,38.0,0.16666667,0
