,rid,onset,duration,ts,label
0,0,34.0,1.0,6,0.0
1,1,35.0,1.0,6,0.0
2,2,67.0,1.0,6,0.0
3,3,68.0,1.0,6,0.0
4,4,70.0,1.0,6,0.0
5,5,71.0,1.0,6,0.0
6,6,73.0,1.0,6,0.0
7,7,74.0,1.0,6,0.0
8,8,154.0,1.0,6,0.0
9,9,155.0,1.0,6,0.0
10,10,156.0,2.0,6,0.0
11,11,175.0,1.0,6,0.0
12,12,176.0,1.0,6,0.0
13,13,178.0,1.0,6,0.0
14,14,179.0,1.0,6,0.0
15,15,208.0,1.0,6,0.0
16,16,208.0,2.0,6,0.0
17,17,209.0,1.0,6,0.0
18,18,530.0,1.0,6,0.0
19,19,533.0,1.0,6,0.0
20,20,536.0,1.0,6,0.0
21,21,537.0,2.0,6,0.0
22,22,539.0,1.0,6,0.0
23,23,916.0,1.0,6,0.0
24,24,917.0,1.0,6,0.0
25,25,949.0,1.0,6,0.0
26,26,949.0,2.0,6,0.0
27,27,950.0,1.0,6,0.0
28,28,952.0,1.0,6,0.0
29,29,952.0,2.0,6,0.0
30,30,953.0,1.0,6,0.0
31,31,955.0,1.0,6,0.0
32,32,955.0,2.0,6,0.0
33,33,956.0,1.0,6,0.0
34,34,1009.0,1.0,6,0.0
35,35,1010.0,1.0,6,0.0
36,36,1352.0,1.0,6,0.0
37,37,1355.0,1.0,6,0.0
38,38,1358.0,1.0,6,0.0
39,39,1359.0,2.0,6,0.0
40,40,1361.0,1.0,6,0.0
41,41,1364.0,1.0,6,0.0
42,42,1365.0,2.0,6,0.0
43,43,1367.0,1.0,6,0.0
44,44,1370.0,1.0,6,0.0
45,45,1371.0,2.0,6,0.0
46,46,1371.0,3.0,6,0.0
47,47,1373.0,1.0,6,0.0
48,48,1387.0,1.0,6,0.0
49,49,1414.0,2.0,6,0.0
50,50,1416.0,1.0,6,0.0
51,51,1417.0,1.0,6,0.0
52,52,1435.0,1.0,6,0.0
53,53,1435.0,2.0,6,0.0
54,54,1436.0,1.0,6,0.0
55,55,1438.0,1.0,6,0.0
56,56,1438.0,2.0,6,0.0
57,57,1439.0,1.0,6,0.0
58,58,1468.0,1.0,6,0.0
59,59,1469.0,1.0,6,0.0
