,src,des
0,28,0
1,29,0
2,30,0
3,31,0
4,192,1
5,193,1
6,194,1
7,195,1
8,365,2
9,366,2
10,367,2
11,368,2
12,379,3
13,380,3
14,381,3
15,382,3
16,419,4
17,420,4
18,421,4
19,422,4
20,431,5
21,432,5
22,433,5
23,434,5
24,519,6
25,520,6
26,521,6
27,522,6
28,666,7
29,667,7
30,668,7
31,669,7
32,839,8
33,840,8
34,841,8
35,842,8
36,853,9
37,854,9
38,855,9
39,856,9
40,893,10
41,894,10
42,895,10
43,896,10
44,905,11
45,906,11
46,907,11
47,908,11
48,1009,12
49,1010,12
50,1011,12
51,1012,12
52,1287,13
53,1288,13
54,1289,13
55,1290,13
