,nid,pitch,onset,duration,ts,label
0,0,69.0,0.0,2.0,3,1.0
1,1,57.0,0.0,2.0,3,1.0
2,2,61.0,0.0,2.0,3,1.0
3,3,71.0,2.0,0.75,3,0.0
4,4,52.0,2.0,1.0,3,0.0
5,5,62.0,2.0,1.0,3,0.0
6,6,68.0,2.75,0.25,3,0.0
7,7,69.0,3.0,0.5,3,1.0
8,8,57.0,3.0,0.5,3,1.0
9,9,61.0,3.0,0.5,3,1.0
10,10,64.0,3.5,0.5,3,0.0
11,11,61.0,3.5,0.5,3,0.0
12,12,63.0,4.0,0.5,3,0.0
13,13,60.0,4.0,0.5,3,0.0
14,14,64.0,4.5,0.5,3,0.0
15,15,61.0,4.5,0.5,3,0.0
16,16,62.0,5.0,0.5,3,0.0
17,17,59.0,5.0,0.5,3,0.0
18,18,61.0,5.5,0.5,3,0.0
19,19,57.0,5.5,0.5,3,0.0
20,20,71.0,6.0,2.0,3,1.0
21,21,52.0,6.0,2.0,3,1.0
22,22,56.0,6.0,2.0,3,1.0
23,23,73.0,8.0,0.75,3,0.0
24,24,57.0,8.0,1.0,3,0.0
25,25,64.0,8.0,1.0,3,0.0
26,26,69.0,8.75,0.25,3,0.0
27,27,74.0,9.0,0.5,3,1.0
28,28,56.0,9.0,0.5,3,1.0
29,29,64.0,9.0,0.5,3,1.0
30,30,62.0,9.5,0.5,3,0.0
31,31,59.0,9.5,0.5,3,0.0
32,32,61.0,10.0,0.5,3,0.0
33,33,58.0,10.0,0.5,3,0.0
34,34,62.0,10.5,0.5,3,0.0
35,35,59.0,10.5,0.5,3,0.0
36,36,61.0,11.0,0.5,3,0.0
37,37,57.0,11.0,0.5,3,0.0
38,38,59.0,11.5,0.5,3,0.0
39,39,56.0,11.5,0.5,3,0.0
40,40,76.0,12.0,1.5,3,1.0
41,41,61.0,13.0,1.0,3,0.0
42,42,64.0,13.0,1.0,3,0.0
43,43,69.0,13.0,1.0,3,0.0
44,44,78.0,13.5,0.125,3,0.0
45,45,76.0,13.625,0.125,3,0.0
46,46,74.0,13.75,0.125,3,0.0
47,47,73.0,13.875,0.125,3,0.0
48,48,74.0,14.0,0.5,3,0.0
49,49,59.0,14.0,1.0,3,0.0
50,50,64.0,14.0,1.0,3,0.0
51,51,68.0,14.0,1.0,3,0.0
52,52,74.0,14.5,0.5,3,0.0
53,53,73.0,15.0,1.5,3,1.0
54,54,57.0,16.0,1.0,3,0.0
55,55,61.0,16.0,1.0,3,0.0
56,56,64.0,16.0,1.0,3,0.0
57,57,74.0,16.5,0.125,3,0.0
58,58,73.0,16.625,0.125,3,0.0
59,59,71.0,16.75,0.125,3,0.0
60,60,69.0,16.875,0.125,3,0.0
61,61,68.0,17.0,0.5,3,0.0
62,62,50.0,17.0,1.0,3,0.0
63,63,52.0,17.0,1.0,3,0.0
64,64,59.0,17.0,1.0,3,0.0
65,65,68.0,17.5,0.5,3,0.0
66,66,69.0,18.0,1.5,3,1.0
67,67,49.0,18.5,0.5,3,0.0
68,68,61.0,19.0,0.5,3,0.0
69,69,68.0,19.5,0.5,3,0.0
70,70,71.0,19.5,0.5,3,0.0
71,71,62.0,19.5,0.5,3,0.0
72,72,64.0,19.5,0.5,3,0.0
73,73,69.0,20.0,0.5,3,0.0
74,74,73.0,20.0,0.5,3,0.0
75,75,61.0,20.0,0.5,3,0.0
76,76,64.0,20.0,0.5,3,0.0
77,77,71.0,20.5,0.5,3,0.0
78,78,74.0,20.5,0.5,3,0.0
79,79,59.0,20.5,0.5,3,0.0
80,80,64.0,20.5,0.5,3,0.0
81,81,75.0,21.0,0.25,3,1.0
82,82,73.0,21.0,0.5,3,1.0
83,83,57.0,21.0,0.5,3,1.0
84,84,64.0,21.0,0.5,3,1.0
