,nid,pitch,onset,duration,ts,label,rid
0,0.0,81.0,-3.0,2.0,6,0.0,
1,1.0,69.0,-3.0,0.0,6,0.0,
2,2.0,78.0,-1.0,1.0,6,0.0,
3,3.0,74.0,0.0,1.0,6,1.0,
4,4.0,62.0,0.0,3.0,6,1.0,
5,5.0,66.0,0.0,3.0,6,1.0,
6,6.0,76.0,0.0,0.0,6,1.0,
7,7.0,73.0,1.0,1.0,6,0.0,
8,8.0,74.0,2.0,1.0,6,0.0,
9,9.0,74.0,3.0,1.0,6,0.0,
10,10.0,59.0,3.0,3.0,6,0.0,
11,11.0,68.0,3.0,3.0,6,0.0,
12,12.0,76.0,3.0,0.0,6,0.0,
13,13.0,73.0,4.0,1.0,6,0.0,
14,14.0,74.0,5.0,1.0,6,0.0,
15,15.0,74.0,6.0,2.0,6,1.0,
16,16.0,78.0,6.0,2.0,6,1.0,
17,17.0,57.0,6.0,3.0,6,1.0,
18,18.0,69.0,6.0,3.0,6,1.0,
19,19.0,73.0,8.0,1.0,6,0.0,
20,20.0,76.0,8.0,1.0,6,0.0,
21,21.0,79.0,9.0,2.0,6,0.0,
22,22.0,67.0,9.0,0.0,6,0.0,
23,23.0,76.0,11.0,1.0,6,0.0,
24,24.0,73.0,12.0,1.0,6,1.0,
25,25.0,57.0,12.0,3.0,6,1.0,
26,26.0,64.0,12.0,3.0,6,1.0,
27,27.0,74.0,12.0,0.0,6,1.0,
28,28.0,71.0,13.0,1.0,6,0.0,
29,29.0,73.0,14.0,1.0,6,0.0,
30,30.0,69.0,15.0,1.0,6,0.0,
31,31.0,61.0,15.0,3.0,6,0.0,
32,32.0,64.0,15.0,3.0,6,0.0,
33,33.0,76.0,16.0,1.0,6,0.0,
34,34.0,81.0,17.0,1.0,6,0.0,
35,35.0,76.0,18.0,2.0,6,1.0,
36,36.0,79.0,18.0,2.0,6,1.0,
37,37.0,62.0,18.0,3.0,6,1.0,
38,38.0,69.0,18.0,3.0,6,1.0,
39,39.0,74.0,20.0,1.0,6,0.0,
40,40.0,78.0,20.0,1.0,6,0.0,
41,41.0,78.0,21.0,2.0,6,0.0,
42,42.0,50.0,21.0,1.0,6,0.0,
43,43.0,74.0,21.0,0.0,6,0.0,
44,44.0,62.0,22.0,1.0,6,0.0,
45,45.0,79.0,23.0,1.0,6,0.0,
46,46.0,64.0,23.0,1.0,6,0.0,
47,47.0,81.0,24.0,1.0,6,1.0,
48,48.0,66.0,24.0,1.0,6,1.0,
49,49.0,83.0,24.0,0.0,6,1.0,
50,50.0,79.0,25.0,0.5,6,0.0,
51,51.0,78.0,25.5,0.5,6,0.0,
52,52.0,76.0,26.0,0.5,6,0.0,
53,53.0,74.0,26.5,0.5,6,0.0,
54,54.0,78.0,27.0,2.0,6,0.0,
55,55.0,50.0,27.0,1.0,6,0.0,
56,56.0,74.0,27.0,0.0,6,0.0,
57,57.0,62.0,28.0,1.0,6,0.0,
58,58.0,79.0,29.0,1.0,6,0.0,
59,59.0,64.0,29.0,1.0,6,0.0,
60,60.0,81.0,30.0,1.0,6,1.0,
61,61.0,66.0,30.0,1.0,6,1.0,
62,62.0,83.0,30.0,0.0,6,1.0,
63,63.0,79.0,31.0,0.5,6,0.0,
64,64.0,78.0,31.5,0.5,6,0.0,
65,65.0,76.0,32.0,0.5,6,0.0,
66,66.0,74.0,32.5,0.5,6,0.0,
67,67.0,83.0,33.0,2.0,6,0.0,
68,68.0,55.0,33.0,1.0,6,0.0,
69,69.0,74.0,33.0,0.0,6,0.0,
70,70.0,67.0,34.0,1.0,6,0.0,
71,71.0,85.0,35.0,1.0,6,0.0,
72,72.0,64.0,35.0,1.0,6,0.0,
73,73.0,86.0,36.0,0.5,6,1.0,
74,74.0,54.0,36.0,1.0,6,1.0,
75,75.0,66.0,36.0,1.0,6,1.0,
76,76.0,85.0,36.5,0.5,6,0.0,
77,77.0,83.0,37.0,0.5,6,0.0,
78,78.0,81.0,37.5,0.5,6,0.0,
79,79.0,79.0,38.0,0.5,6,0.0,
80,80.0,78.0,38.5,0.5,6,0.0,
81,81.0,83.0,39.0,0.5,6,0.0,
82,82.0,55.0,39.0,1.0,6,0.0,
83,83.0,67.0,39.0,1.0,6,0.0,
84,84.0,81.0,39.5,0.5,6,0.0,
85,85.0,79.0,40.0,0.5,6,0.0,
86,86.0,78.0,40.5,0.5,6,0.0,
87,87.0,76.0,41.0,0.5,6,0.0,
88,88.0,74.0,41.5,0.5,6,0.0,
89,89.0,73.0,42.0,1.0,6,1.0,
90,90.0,76.0,42.0,1.0,6,1.0,
91,91.0,81.0,42.0,1.0,6,1.0,
92,92.0,57.0,42.0,1.0,6,1.0,
93,93.0,69.0,42.0,1.0,6,1.0,
94,94.0,81.0,45.0,2.0,6,0.0,
95,95.0,69.0,45.0,0.0,6,0.0,
96,96.0,78.0,47.0,1.0,6,0.0,
97,97.0,74.0,48.0,1.0,6,1.0,
98,98.0,62.0,48.0,3.0,6,1.0,
99,99.0,66.0,48.0,3.0,6,1.0,
100,100.0,76.0,48.0,0.0,6,1.0,
101,101.0,73.0,49.0,1.0,6,0.0,
102,102.0,74.0,50.0,1.0,6,0.0,
103,103.0,74.0,51.0,1.0,6,0.0,
104,104.0,59.0,51.0,3.0,6,0.0,
105,105.0,68.0,51.0,3.0,6,0.0,
106,106.0,76.0,51.0,0.0,6,0.0,
107,107.0,73.0,52.0,1.0,6,0.0,
108,108.0,74.0,53.0,1.0,6,0.0,
109,109.0,74.0,54.0,2.0,6,1.0,
110,110.0,78.0,54.0,2.0,6,1.0,
111,111.0,57.0,54.0,3.0,6,1.0,
112,112.0,69.0,54.0,3.0,6,1.0,
113,113.0,73.0,56.0,1.0,6,0.0,
114,114.0,76.0,56.0,1.0,6,0.0,
115,115.0,79.0,57.0,2.0,6,0.0,
116,116.0,67.0,57.0,0.0,6,0.0,
117,117.0,76.0,59.0,1.0,6,0.0,
118,118.0,73.0,60.0,1.0,6,1.0,
119,119.0,57.0,60.0,3.0,6,1.0,
120,120.0,64.0,60.0,3.0,6,1.0,
121,121.0,74.0,60.0,0.0,6,1.0,
122,122.0,71.0,61.0,1.0,6,0.0,
123,123.0,73.0,62.0,1.0,6,0.0,
124,124.0,69.0,63.0,1.0,6,0.0,
125,125.0,61.0,63.0,3.0,6,0.0,
126,126.0,64.0,63.0,3.0,6,0.0,
127,127.0,76.0,64.0,1.0,6,0.0,
128,128.0,81.0,65.0,1.0,6,0.0,
129,129.0,76.0,66.0,2.0,6,1.0,
130,130.0,79.0,66.0,2.0,6,1.0,
131,131.0,62.0,66.0,3.0,6,1.0,
132,132.0,69.0,66.0,3.0,6,1.0,
133,133.0,74.0,68.0,1.0,6,0.0,
134,134.0,78.0,68.0,1.0,6,0.0,
135,135.0,78.0,69.0,2.0,6,0.0,
136,136.0,50.0,69.0,1.0,6,0.0,
137,137.0,74.0,69.0,0.0,6,0.0,
138,138.0,62.0,70.0,1.0,6,0.0,
139,139.0,79.0,71.0,1.0,6,0.0,
140,140.0,64.0,71.0,1.0,6,0.0,
141,141.0,81.0,72.0,1.0,6,1.0,
142,142.0,66.0,72.0,1.0,6,1.0,
143,143.0,83.0,72.0,0.0,6,1.0,
144,144.0,79.0,73.0,0.5,6,0.0,
145,145.0,78.0,73.5,0.5,6,0.0,
146,146.0,76.0,74.0,0.5,6,0.0,
147,147.0,74.0,74.5,0.5,6,0.0,
148,148.0,83.0,75.0,2.0,6,0.0,
149,149.0,43.0,75.0,1.0,6,0.0,
150,150.0,79.0,75.0,0.0,6,0.0,
151,151.0,55.0,76.0,1.0,6,0.0,
152,152.0,85.0,77.0,1.0,6,0.0,
153,153.0,57.0,77.0,1.0,6,0.0,
154,154.0,86.0,78.0,1.0,6,1.0,
155,155.0,59.0,78.0,1.0,6,1.0,
156,156.0,88.0,78.0,0.0,6,1.0,
157,157.0,85.0,79.0,0.5,6,0.0,
158,158.0,83.0,79.5,0.5,6,0.0,
159,159.0,81.0,80.0,0.5,6,0.0,
160,160.0,79.0,80.5,0.5,6,0.0,
161,161.0,83.0,81.0,1.0,6,0.0,
162,162.0,55.0,81.0,1.0,6,0.0,
163,163.0,59.0,81.0,1.0,6,0.0,
164,164.0,64.0,81.0,1.0,6,0.0,
165,165.0,85.0,81.0,0.0,6,0.0,
166,166.0,81.0,82.0,0.5,6,0.0,
167,167.0,79.0,82.5,0.5,6,0.0,
168,168.0,78.0,83.0,0.5,6,0.0,
169,169.0,76.0,83.5,0.5,6,0.0,
170,170.0,81.0,84.0,1.0,6,1.0,
171,171.0,57.0,84.0,1.0,6,1.0,
172,172.0,62.0,84.0,1.0,6,1.0,
173,173.0,66.0,84.0,1.0,6,1.0,
174,174.0,83.0,84.0,0.0,6,1.0,
175,175.0,79.0,85.0,0.5,6,0.0,
176,176.0,78.0,85.5,0.5,6,0.0,
177,177.0,76.0,86.0,0.5,6,0.0,
178,178.0,74.0,86.5,0.5,6,0.0,
179,179.0,79.0,87.0,1.0,6,0.0,
180,180.0,57.0,87.0,1.0,6,0.0,
181,181.0,64.0,87.0,1.0,6,0.0,
182,182.0,67.0,87.0,1.0,6,0.0,
183,183.0,81.0,87.0,0.0,6,0.0,
184,184.0,78.0,88.0,0.5,6,0.0,
185,185.0,76.0,88.5,0.5,6,0.0,
186,186.0,74.0,89.0,0.5,6,0.0,
187,187.0,73.0,89.5,0.5,6,0.0,
188,188.0,74.0,90.0,1.0,6,1.0,
189,189.0,62.0,90.0,1.0,6,1.0,
190,190.0,66.0,90.0,1.0,6,1.0,
191,191.0,62.0,92.0,0.5,6,0.0,
192,192.0,38.0,92.0,0.5,6,0.0,
193,193.0,66.0,92.5,0.5,6,0.0,
194,194.0,42.0,92.5,0.5,6,0.0,
195,195.0,69.0,93.0,1.0,6,0.0,
196,196.0,45.0,93.0,1.0,6,0.0,
197,197.0,66.0,95.0,0.5,6,0.0,
198,198.0,42.0,95.0,0.5,6,0.0,
199,199.0,69.0,95.5,0.5,6,0.0,
200,200.0,45.0,95.5,0.5,6,0.0,
201,201.0,74.0,96.0,1.0,6,1.0,
202,202.0,50.0,96.0,1.0,6,1.0,
203,203.0,69.0,98.0,0.5,6,0.0,
204,204.0,45.0,98.0,0.5,6,0.0,
205,205.0,74.0,98.5,0.5,6,0.0,
206,206.0,50.0,98.5,0.5,6,0.0,
207,207.0,78.0,99.0,1.0,6,0.0,
208,208.0,54.0,99.0,1.0,6,0.0,
209,209.0,74.0,101.0,0.5,6,0.0,
210,210.0,50.0,101.0,0.5,6,0.0,
211,211.0,78.0,101.5,0.5,6,0.0,
212,212.0,54.0,101.5,0.5,6,0.0,
213,213.0,81.0,102.0,1.0,6,1.0,
214,214.0,57.0,102.0,1.0,6,1.0,
215,215.0,81.0,108.0,2.5,6,1.0,
216,216.0,62.0,108.0,3.0,6,1.0,
217,217.0,66.0,108.0,3.0,6,1.0,
218,218.0,57.0,108.0,7.0,6,1.0,
219,219.0,83.0,110.5,0.5,6,0.0,
220,220.0,74.0,111.0,2.0,6,0.0,
221,221.0,64.0,111.0,3.0,6,0.0,
222,222.0,67.0,111.0,3.0,6,0.0,
223,223.0,73.0,113.0,1.0,6,0.0,
224,224.0,74.0,114.0,1.0,6,1.0,
225,225.0,62.0,114.0,1.0,6,1.0,
226,226.0,66.0,114.0,1.0,6,1.0,
227,227.0,86.0,115.0,1.0,6,0.0,
228,228.0,85.0,116.0,1.0,6,0.0,
229,229.0,83.0,117.0,1.0,6,0.0,
230,230.0,81.0,118.0,1.0,6,0.0,
231,231.0,80.0,119.0,1.0,6,0.0,
232,232.0,81.0,120.0,2.5,6,1.0,
233,233.0,62.0,120.0,3.0,6,1.0,
234,234.0,66.0,120.0,3.0,6,1.0,
235,235.0,57.0,120.0,7.0,6,1.0,
236,236.0,83.0,122.5,0.5,6,0.0,
237,237.0,83.0,122.5,0.0,6,0.0,
238,238.0,81.0,122.5,0.0,6,0.0,
239,239.0,80.0,122.5,0.0,6,0.0,
240,240.0,81.0,122.5,0.0,6,0.0,
241,241.0,74.0,123.0,2.0,6,0.0,
242,242.0,64.0,123.0,3.0,6,0.0,
243,243.0,67.0,123.0,3.0,6,0.0,
244,244.0,73.0,125.0,1.0,6,0.0,
245,245.0,74.0,126.0,1.0,6,1.0,
246,246.0,62.0,126.0,1.0,6,1.0,
247,247.0,66.0,126.0,1.0,6,1.0,
248,248.0,86.0,127.0,1.0,6,0.0,
249,249.0,85.0,128.0,1.0,6,0.0,
250,250.0,83.0,129.0,1.0,6,0.0,
251,251.0,81.0,130.0,1.0,6,0.0,
252,252.0,80.0,131.0,1.0,6,0.0,
253,253.0,81.0,132.0,2.5,6,1.0,
254,254.0,62.0,132.0,3.0,6,1.0,
255,255.0,66.0,132.0,3.0,6,1.0,
256,256.0,57.0,132.0,6.0,6,1.0,
257,257.0,83.0,134.5,0.5,6,0.0,
258,258.0,83.0,134.5,0.0,6,0.0,
259,259.0,81.0,134.5,0.0,6,0.0,
260,260.0,80.0,134.5,0.0,6,0.0,
261,261.0,81.0,134.5,0.0,6,0.0,
262,262.0,74.0,135.0,2.0,6,0.0,
263,263.0,64.0,135.0,3.0,6,0.0,
264,264.0,67.0,135.0,3.0,6,0.0,
265,265.0,73.0,137.0,1.0,6,0.0,
266,266.0,74.0,138.0,1.0,6,1.0,
267,267.0,66.0,138.0,1.0,6,1.0,
268,268.0,62.0,138.0,1.0,6,1.0,
269,269.0,54.0,141.0,3.0,6,0.0,
270,270.0,59.0,141.0,3.0,6,0.0,
271,271.0,62.0,141.0,3.0,6,0.0,
272,272.0,47.0,141.0,3.0,6,0.0,
273,273.0,59.0,144.0,3.0,6,1.0,
274,274.0,62.0,144.0,3.0,6,1.0,
275,275.0,64.0,144.0,3.0,6,1.0,
276,276.0,43.0,144.0,3.0,6,1.0,
277,277.0,61.0,147.0,3.0,6,0.0,
278,278.0,64.0,147.0,3.0,6,0.0,
279,279.0,69.0,147.0,3.0,6,0.0,
280,280.0,45.0,147.0,3.0,6,0.0,
281,281.0,57.0,150.0,1.0,6,1.0,
282,282.0,62.0,150.0,1.0,6,1.0,
283,283.0,66.0,150.0,1.0,6,1.0,
284,284.0,38.0,150.0,1.0,6,1.0,
285,285.0,62.0,154.0,1.0,6,0.0,
286,286.0,38.0,154.0,1.0,6,0.0,
287,287.0,50.0,154.0,1.0,6,0.0,
288,288.0,62.0,155.0,1.0,6,0.0,
289,289.0,38.0,155.0,1.0,6,0.0,
290,290.0,50.0,155.0,1.0,6,0.0,
291,291.0,62.0,156.0,2.0,6,1.0,
292,292.0,38.0,156.0,2.0,6,1.0,
293,293.0,50.0,156.0,2.0,6,1.0,
294,294.0,64.0,156.0,0.0,6,1.0,
295,295.0,62.0,156.0,0.0,6,1.0,
296,296.0,61.0,156.0,0.0,6,1.0,
297,297.0,62.0,158.0,1.0,6,0.0,
298,298.0,38.0,158.0,1.0,6,0.0,
299,299.0,50.0,158.0,1.0,6,0.0,
300,300.0,62.0,159.0,2.0,6,0.0,
301,301.0,38.0,159.0,2.0,6,0.0,
302,302.0,50.0,159.0,2.0,6,0.0,
303,303.0,64.0,159.0,0.0,6,0.0,
304,304.0,62.0,159.0,0.0,6,0.0,
305,305.0,61.0,159.0,0.0,6,0.0,
306,306.0,62.0,161.0,1.0,6,0.0,
307,307.0,38.0,161.0,1.0,6,0.0,
308,308.0,50.0,161.0,1.0,6,0.0,
309,309.0,61.0,162.0,2.0,6,1.0,
310,310.0,37.0,162.0,2.0,6,1.0,
311,311.0,49.0,162.0,2.0,6,1.0,
312,312.0,81.0,165.0,4.0,6,0.0,
313,313.0,76.0,165.0,0.0,6,0.0,
314,314.0,61.0,168.0,1.0,6,1.0,
315,315.0,69.0,168.0,1.0,6,1.0,
316,316.0,85.0,169.0,1.0,6,0.0,
317,317.0,61.0,169.0,1.0,6,0.0,
318,318.0,69.0,169.0,1.0,6,0.0,
319,319.0,83.0,170.0,1.0,6,0.0,
320,320.0,61.0,170.0,1.0,6,0.0,
321,321.0,69.0,170.0,1.0,6,0.0,
322,322.0,81.0,171.0,1.0,6,0.0,
323,323.0,61.0,171.0,1.0,6,0.0,
324,324.0,69.0,171.0,1.0,6,0.0,
325,325.0,80.0,172.0,1.0,6,0.0,
326,326.0,61.0,172.0,1.0,6,0.0,
327,327.0,69.0,172.0,1.0,6,0.0,
328,328.0,78.0,173.0,1.0,6,0.0,
329,329.0,61.0,173.0,1.0,6,0.0,
330,330.0,69.0,173.0,1.0,6,0.0,
331,331.0,76.0,174.0,3.0,6,1.0,
332,332.0,59.0,174.0,4.0,6,1.0,
333,333.0,69.0,174.0,4.0,6,1.0,
334,334.0,74.0,177.0,1.0,6,0.0,
335,335.0,59.0,178.0,1.0,6,0.0,
336,336.0,35.0,178.0,1.0,6,0.0,
337,337.0,47.0,178.0,1.0,6,0.0,
338,338.0,59.0,179.0,1.0,6,0.0,
339,339.0,35.0,179.0,1.0,6,0.0,
340,340.0,47.0,179.0,1.0,6,0.0,
341,341.0,59.0,180.0,2.0,6,1.0,
342,342.0,35.0,180.0,2.0,6,1.0,
343,343.0,47.0,180.0,2.0,6,1.0,
344,344.0,61.0,180.0,0.0,6,1.0,
345,345.0,59.0,180.0,0.0,6,1.0,
346,346.0,57.0,180.0,0.0,6,1.0,
347,347.0,59.0,182.0,1.0,6,0.0,
348,348.0,35.0,182.0,1.0,6,0.0,
349,349.0,47.0,182.0,1.0,6,0.0,
350,350.0,57.0,183.0,2.0,6,0.0,
351,351.0,35.0,183.0,2.0,6,0.0,
352,352.0,47.0,183.0,2.0,6,0.0,
353,353.0,59.0,183.0,0.0,6,0.0,
