,nid,pitch,onset,duration,label
0,0,67,-0.5,0.5,0
1,1,72,0.0,2.0,1
2,2,64,0.5,0.5,0
3,3,67,0.5,0.5,0
4,4,62,1.0,0.5,0
5,5,65,1.0,0.5,0
6,6,60,1.5,0.5,0
7,7,64,1.5,0.5,0
8,8,77,2.0,2.0,1
9,9,59,2.5,0.5,0
10,10,62,2.5,0.5,0
11,11,57,3.0,0.5,0
12,12,60,3.0,0.5,0
13,13,55,3.5,0.5,0
14,14,59,3.5,0.5,0
15,15,76,4.0,0.25,1
16,16,60,4.0,0.5,1
17,17,79,4.25,0.25,0
18,18,77,4.5,0.25,0
19,19,72,4.5,0.5,0
20,20,76,4.75,0.25,0
21,21,81,5.0,0.25,0
22,22,65,5.0,0.5,0
23,23,77,5.25,0.25,0
24,24,74,5.5,0.25,0
25,25,66,5.5,0.5,0
26,26,72,5.75,0.25,0
27,27,71,6.0,0.25,1
28,28,67,6.0,1.0,1
29,29,72,6.25,0.25,0
30,30,74,6.5,0.25,0
31,31,71,6.75,0.25,0
32,32,69,7.0,0.25,0
33,33,55,7.0,1.0,0
34,34,67,7.25,0.25,0
35,35,66,7.5,0.25,0
36,36,67,7.75,0.25,0
37,37,60,8.0,2.0,1
38,38,52,8.5,0.5,0
39,39,55,8.5,0.5,0
40,40,50,9.0,0.5,0
41,41,53,9.0,0.5,0
42,42,48,9.5,0.5,0
43,43,52,9.5,0.5,0
44,44,65,10.0,2.0,1
45,45,47,10.5,0.5,0
46,46,50,10.5,0.5,0
47,47,45,11.0,0.5,0
48,48,48,11.0,0.5,0
49,49,43,11.5,0.5,0
50,50,47,11.5,0.5,0
51,51,64,12.0,0.25,1
52,52,48,12.0,0.5,1
53,53,67,12.25,0.25,0
54,54,72,12.5,0.25,0
55,55,52,12.5,0.5,0
56,56,67,12.75,0.25,0
57,57,66,13.0,0.25,0
58,58,50,13.0,0.5,0
59,59,67,13.25,0.25,0
60,60,65,13.5,0.25,0
61,61,47,13.5,0.5,0
62,62,67,13.75,0.25,0
63,63,64,14.0,0.25,1
64,64,48,14.0,0.5,1
65,65,67,14.25,0.25,0
66,66,72,14.5,0.25,0
67,67,52,14.5,0.5,0
68,68,67,14.75,0.25,0
69,69,66,15.0,0.25,0
70,70,50,15.0,0.5,0
71,71,67,15.25,0.25,0
72,72,65,15.5,0.25,0
73,73,47,15.5,0.5,0
74,74,67,15.75,0.25,0
75,75,64,16.0,0.25,1
76,76,48,16.0,0.5,1
77,77,67,16.25,0.25,0
78,78,60,16.5,0.25,0
79,79,52,16.5,0.5,0
80,80,64,16.75,0.25,0
81,81,62,17.0,0.25,0
82,82,53,17.0,0.5,0
83,83,65,17.25,0.25,0
84,84,59,17.5,0.25,0
85,85,55,17.5,0.5,0
86,86,62,17.75,0.25,0
87,87,60,18.0,1.0,1
88,88,48,18.0,0.5,1
89,89,43,18.5,0.5,0
90,90,36,19.0,1.0,0
91,91,67,19.5,0.5,0
92,92,72,20.0,0.25,1
93,93,60,20.0,1.0,1
94,94,64,20.0,1.0,1
95,95,67,20.0,1.0,1
96,96,67,20.25,0.25,0
97,97,76,20.5,0.25,0
98,98,72,20.75,0.25,0
99,99,79,21.0,0.25,0
100,100,78,21.25,0.25,0
101,101,79,21.5,0.25,0
102,102,76,21.75,0.25,0
