,nid,pitch,onset,duration,ts,label,rid
0,0.0,67.0,0.0,1.0,3,1.0,
1,1.0,70.0,0.0,1.0,3,1.0,
2,2.0,51.0,0.0,2.0,3,1.0,
3,3.0,65.0,1.0,0.5,3,0.0,
4,4.0,68.0,1.0,0.5,3,0.0,
5,5.0,63.0,1.5,0.5,3,0.0,
6,6.0,67.0,1.5,0.5,3,0.0,
7,7.0,68.0,2.0,0.5,3,0.0,
8,8.0,72.0,2.0,0.5,3,0.0,
9,9.0,67.0,2.5,0.5,3,0.0,
10,10.0,70.0,2.5,0.5,3,0.0,
11,11.0,67.0,3.0,1.0,3,1.0,
12,12.0,70.0,3.0,1.0,3,1.0,
13,13.0,51.0,3.0,1.0,3,1.0,
14,14.0,65.0,4.0,1.0,3,0.0,
15,15.0,68.0,4.0,1.0,3,0.0,
16,16.0,53.0,4.0,1.0,3,0.0,
17,17.0,63.0,5.0,1.0,3,0.0,
18,18.0,67.0,5.0,1.0,3,0.0,
19,19.0,55.0,5.0,1.0,3,0.0,
20,20.0,64.0,6.0,1.0,3,1.0,
21,21.0,58.0,6.0,1.0,3,1.0,
22,22.0,61.0,6.0,1.0,3,1.0,
23,23.0,65.0,7.0,0.5,3,0.0,
24,24.0,56.0,7.0,1.0,3,0.0,
25,25.0,60.0,7.0,1.0,3,0.0,
26,26.0,72.0,7.5,0.5,3,0.0,
27,27.0,68.0,8.0,0.5,3,0.0,
28,28.0,70.0,8.0,0.0,3,0.0,
29,29.0,67.0,8.5,0.25,3,0.0,
30,30.0,65.0,8.75,0.25,3,0.0,
31,31.0,55.0,9.0,1.0,3,1.0,
32,32.0,63.0,9.0,1.0,3,1.0,
33,33.0,45.0,9.0,0.25,3,1.0,
34,34.0,46.0,9.25,0.25,3,0.0,
35,35.0,48.0,9.5,0.25,3,0.0,
36,36.0,46.0,9.75,0.25,3,0.0,
37,37.0,53.0,10.0,0.25,3,0.0,
38,38.0,62.0,10.0,0.25,3,0.0,
39,39.0,46.0,10.0,1.0,3,0.0,
40,40.0,58.0,10.375,0.125,3,0.0,
41,41.0,62.0,10.5,0.125,3,0.0,
42,42.0,60.0,10.625,0.125,3,0.0,
43,43.0,63.0,10.75,0.125,3,0.0,
44,44.0,62.0,10.875,0.125,3,0.0,
45,45.0,65.0,11.0,0.125,3,0.0,
46,46.0,63.0,11.125,0.125,3,0.0,
47,47.0,67.0,11.25,0.125,3,0.0,
48,48.0,65.0,11.375,0.125,3,0.0,
49,49.0,68.0,11.5,0.125,3,0.0,
50,50.0,67.0,11.625,0.125,3,0.0,
51,51.0,70.0,11.75,0.125,3,0.0,
52,52.0,68.0,11.875,0.125,3,0.0,
53,53.0,70.0,12.0,0.75,3,1.0,
54,54.0,67.0,12.0,1.0,3,1.0,
55,55.0,39.0,12.0,1.0,3,1.0,
56,56.0,51.0,12.0,1.0,3,1.0,
57,57.0,72.0,12.0,0.0,3,1.0,
58,58.0,72.0,12.75,0.125,3,0.0,
59,59.0,70.0,12.875,0.125,3,0.0,
60,60.0,68.0,13.0,0.25,3,0.0,
61,61.0,67.0,13.25,0.25,3,0.0,
62,62.0,65.0,13.5,0.25,3,0.0,
63,63.0,63.0,13.75,0.25,3,0.0,
64,64.0,79.0,14.0,0.25,3,0.0,
65,65.0,51.0,14.0,1.0,3,0.0,
66,66.0,60.0,14.0,1.0,3,0.0,
67,67.0,74.0,14.25,0.25,3,0.0,
68,68.0,75.0,14.5,0.25,3,0.0,
69,69.0,72.0,14.75,0.25,3,0.0,
70,70.0,70.0,15.0,1.0,3,1.0,
71,71.0,53.0,15.0,1.0,3,1.0,
72,72.0,60.0,15.0,1.0,3,1.0,
73,73.0,68.0,16.0,0.75,3,0.0,
74,74.0,58.0,16.0,1.0,3,0.0,
75,75.0,62.0,16.0,1.0,3,0.0,
76,76.0,67.0,16.75,0.125,3,0.0,
77,77.0,68.0,16.875,0.125,3,0.0,
78,78.0,67.0,17.0,0.25,3,0.0,
79,79.0,60.0,17.0,1.0,3,0.0,
80,80.0,63.0,17.0,1.0,3,0.0,
81,81.0,75.0,17.25,0.25,3,0.0,
82,82.0,74.0,17.5,0.25,3,0.0,
83,83.0,73.0,17.75,0.25,3,0.0,
84,84.0,71.0,18.0,0.25,3,1.0,
85,85.0,44.0,18.0,1.0,3,1.0,
86,86.0,56.0,18.0,1.0,3,1.0,
87,87.0,72.0,18.25,0.25,3,0.0,
88,88.0,74.0,18.25,0.0,3,0.0,
89,89.0,68.0,18.5,0.25,3,0.0,
90,90.0,70.0,18.5,0.0,3,0.0,
91,91.0,65.0,18.75,0.25,3,0.0,
92,92.0,67.0,18.75,0.0,3,0.0,
93,93.0,63.0,19.0,1.5,3,0.0,
94,94.0,55.0,19.0,1.0,3,0.0,
95,95.0,46.0,19.0,2.0,3,0.0,
96,96.0,56.0,20.0,1.0,3,0.0,
97,97.0,67.0,20.5,0.25,3,0.0,
98,98.0,62.0,20.5,0.5,3,0.0,
99,99.0,65.0,20.75,0.25,3,0.0,
100,100.0,63.0,21.0,1.0,3,1.0,
101,101.0,51.0,21.0,0.25,3,1.0,
102,102.0,55.0,21.25,0.25,3,0.0,
103,103.0,58.0,21.5,0.25,3,0.0,
104,104.0,55.0,21.75,0.25,3,0.0,
105,105.0,51.0,22.0,0.25,3,0.0,
106,106.0,55.0,22.25,0.25,3,0.0,
107,107.0,67.0,22.5,0.5,3,0.0,
108,108.0,70.0,22.5,0.5,3,0.0,
109,109.0,58.0,22.5,0.25,3,0.0,
110,110.0,55.0,22.75,0.25,3,0.0,
111,111.0,67.0,23.0,0.5,3,0.0,
112,112.0,70.0,23.0,0.5,3,0.0,
113,113.0,51.0,23.0,0.25,3,0.0,
114,114.0,55.0,23.25,0.25,3,0.0,
115,115.0,67.0,23.5,0.5,3,0.0,
116,116.0,70.0,23.5,0.5,3,0.0,
117,117.0,58.0,23.5,0.25,3,0.0,
118,118.0,55.0,23.75,0.25,3,0.0,
119,119.0,75.0,24.0,0.5,3,1.0,
120,120.0,68.0,24.0,2.0,3,1.0,
121,121.0,51.0,24.0,0.25,3,1.0,
122,122.0,53.0,24.25,0.25,3,0.0,
123,123.0,74.0,24.5,1.0,3,0.0,
124,124.0,56.0,24.5,0.25,3,0.0,
125,125.0,53.0,24.75,0.25,3,0.0,
126,126.0,51.0,25.0,0.25,3,0.0,
127,127.0,53.0,25.25,0.25,3,0.0,
128,128.0,82.0,25.5,0.25,3,0.0,
129,129.0,56.0,25.5,0.25,3,0.0,
130,130.0,80.0,25.75,0.25,3,0.0,
131,131.0,53.0,25.75,0.25,3,0.0,
132,132.0,79.0,26.0,0.25,3,0.0,
133,133.0,51.0,26.0,0.25,3,0.0,
134,134.0,77.0,26.25,0.25,3,0.0,
135,135.0,53.0,26.25,0.25,3,0.0,
136,136.0,75.0,26.5,0.25,3,0.0,
137,137.0,56.0,26.5,0.25,3,0.0,
138,138.0,74.0,26.75,0.25,3,0.0,
139,139.0,53.0,26.75,0.25,3,0.0,
140,140.0,75.0,27.0,0.75,3,1.0,
141,141.0,51.0,27.0,0.25,3,1.0,
142,142.0,77.0,27.0,0.0,3,1.0,
143,143.0,55.0,27.25,0.25,3,0.0,
