,nid,pitch,onset,duration,ts,label
0,0,66.0,1.5,0.5,2,1.0
1,1,66.0,1.5,0.5,2,1.0
2,2,78.0,1.5,0.5,2,1.0
3,3,78.0,1.5,0.5,2,1.0
4,4,62.0,0.0,0.25,2,1.0
5,5,62.0,0.0,0.25,2,1.0
6,6,74.0,0.0,0.25,2,1.0
7,7,74.0,0.0,0.25,2,1.0
8,8,62.0,0.5,0.5,2,1.0
9,9,62.0,0.5,0.5,2,1.0
10,10,74.0,0.5,0.5,2,1.0
11,11,74.0,0.5,0.5,2,1.0
12,12,54.0,1.0,0.25,2,1.0
13,13,54.0,1.0,0.25,2,1.0
14,14,66.0,1.0,0.25,2,1.0
15,15,66.0,1.0,0.25,2,1.0
16,16,54.0,1.5,0.5,2,1.0
17,17,54.0,1.5,0.5,2,1.0
18,18,66.0,1.5,0.5,2,1.0
19,19,66.0,1.5,0.5,2,1.0
20,20,57.0,0.0,1.5,2,1.0
21,21,57.0,0.0,1.5,2,1.0
22,22,69.0,0.0,1.5,2,1.0
23,23,69.0,0.0,1.5,2,1.0
24,24,54.0,1.5,0.375,2,1.0
25,25,54.0,1.5,0.375,2,1.0
26,26,66.0,1.5,0.375,2,1.0
27,27,66.0,1.5,0.375,2,1.0
28,28,50.0,1.875,0.125,2,1.0
29,29,50.0,1.875,0.125,2,1.0
30,30,62.0,1.875,0.125,2,1.0
31,31,62.0,1.875,0.125,2,1.0
32,32,45.0,0.0,0.5,2,1.0
33,33,57.0,0.0,0.5,2,1.0
34,34,57.0,0.0,0.5,2,1.0
35,35,57.0,0.0,0.5,2,1.0
36,36,45.0,0.5,0.5,2,1.0
37,37,57.0,0.5,0.5,2,1.0
38,38,57.0,0.5,0.5,2,1.0
39,39,57.0,0.5,0.5,2,1.0
40,40,45.0,1.0,0.5,2,1.0
41,41,57.0,1.0,0.5,2,1.0
42,42,57.0,1.0,0.5,2,1.0
43,43,57.0,1.0,0.5,2,1.0
44,44,45.0,1.5,0.5,2,1.0
45,45,57.0,1.5,0.5,2,1.0
46,46,57.0,1.5,0.5,2,1.0
47,47,57.0,1.5,0.5,2,1.0
48,48,45.0,0.0,4.5,2,1.0
49,49,57.0,0.0,1.5,2,1.0
50,50,57.0,0.0,5.5,2,1.0
51,51,57.0,0.0,1.5,2,1.0
52,52,49.0,1.5,0.375,2,1.0
53,53,67.0,1.5,0.375,2,1.0
54,54,52.0,1.875,0.125,2,1.0
55,55,64.0,1.875,0.125,2,1.0
56,56,55.0,0.0,0.5,2,1.0
57,57,61.0,0.0,0.5,2,1.0
58,58,55.0,0.5,0.5,2,1.0
59,59,61.0,0.5,0.5,2,1.0
60,60,55.0,1.0,0.5,2,1.0
61,61,61.0,1.0,0.5,2,1.0
62,62,55.0,1.5,0.5,2,1.0
63,63,61.0,1.5,0.5,2,1.0
64,64,55.0,0.0,1.5,2,1.0
65,65,61.0,0.0,1.5,2,1.0
66,66,52.0,0.5,0.375,2,0.0
67,67,49.0,0.875,0.125,2,0.0
68,68,45.0,1.0,3.5,2,1.0
69,69,49.0,1.5,0.375,2,1.0
70,70,67.0,1.5,0.375,2,1.0
71,71,71.0,1.5,0.375,2,1.0
72,72,52.0,1.875,0.125,2,1.0
73,73,64.0,1.875,0.125,2,1.0
74,74,67.0,1.875,0.125,2,1.0
75,75,55.0,0.0,0.5,2,1.0
76,76,61.0,0.0,0.5,2,1.0
77,77,64.0,0.0,0.5,2,1.0
78,78,55.0,0.5,0.5,2,1.0
79,79,61.0,0.5,0.5,2,1.0
80,80,64.0,0.5,0.5,2,1.0
81,81,55.0,1.0,0.5,2,1.0
82,82,61.0,1.0,0.5,2,1.0
83,83,64.0,1.0,0.5,2,1.0
84,84,55.0,1.5,0.5,2,1.0
85,85,61.0,1.5,0.5,2,1.0
86,86,64.0,1.5,0.5,2,1.0
87,87,55.0,0.0,1.5,2,1.0
88,88,61.0,0.0,1.5,2,1.0
89,89,64.0,0.0,1.5,2,1.0
90,90,52.0,0.5,0.375,2,0.0
91,91,49.0,0.875,0.125,2,0.0
92,92,45.0,1.0,1.5,2,1.0
93,93,52.0,1.5,0.375,2,1.0
94,94,73.0,1.5,0.375,2,1.0
95,95,76.0,1.5,0.375,2,1.0
96,96,55.0,1.875,0.125,2,1.0
97,97,67.0,1.875,0.125,2,1.0
98,98,73.0,1.875,0.125,2,1.0
