,nid,pitch,onset,duration,ts,label,rid
0,0.0,39.0,0.0,1.0,3,1.0,
1,1.0,51.0,0.0,1.0,3,1.0,
2,2.0,79.0,1.0,1.0,3,0.0,
3,3.0,82.0,1.0,1.0,3,0.0,
4,4.0,77.0,2.0,1.0,3,0.0,
5,5.0,80.0,2.0,1.0,3,0.0,
6,6.0,75.0,3.0,1.0,3,1.0,
7,7.0,79.0,3.0,1.0,3,1.0,
8,8.0,74.0,4.0,1.0,3,0.0,
9,9.0,77.0,4.0,1.0,3,0.0,
10,10.0,72.0,5.0,1.0,3,0.0,
11,11.0,75.0,5.0,1.0,3,0.0,
12,12.0,70.0,6.0,1.0,3,1.0,
13,13.0,74.0,6.0,1.0,3,1.0,
14,14.0,68.0,7.0,1.0,3,0.0,
15,15.0,72.0,7.0,1.0,3,0.0,
16,16.0,67.0,8.0,1.0,3,0.0,
17,17.0,70.0,8.0,1.0,3,0.0,
18,18.0,51.0,8.0,1.0,3,0.0,
19,19.0,63.0,8.0,1.0,3,0.0,
20,20.0,70.0,9.0,4.0,3,1.0,
21,21.0,65.0,9.0,1.0,3,1.0,
22,22.0,50.0,9.0,1.0,3,1.0,
23,23.0,62.0,9.0,1.0,3,1.0,
24,24.0,63.0,10.0,1.0,3,0.0,
25,25.0,48.0,10.0,1.0,3,0.0,
26,26.0,60.0,10.0,1.0,3,0.0,
27,27.0,62.0,11.0,2.0,3,0.0,
28,28.0,46.0,11.0,1.0,3,0.0,
29,29.0,58.0,11.0,1.0,3,0.0,
30,30.0,44.0,12.0,1.0,3,1.0,
31,31.0,56.0,12.0,1.0,3,1.0,
32,32.0,72.0,13.0,1.0,3,0.0,
33,33.0,63.0,13.0,1.0,3,0.0,
34,34.0,43.0,13.0,1.0,3,0.0,
35,35.0,55.0,13.0,1.0,3,0.0,
36,36.0,74.0,14.0,1.0,3,0.0,
37,37.0,65.0,14.0,1.0,3,0.0,
38,38.0,41.0,14.0,1.0,3,0.0,
39,39.0,53.0,14.0,1.0,3,0.0,
40,40.0,75.0,15.0,2.0,3,1.0,
41,41.0,67.0,15.0,2.0,3,1.0,
42,42.0,39.0,15.0,1.0,3,1.0,
43,43.0,51.0,15.0,1.0,3,1.0,
44,44.0,60.0,16.0,1.0,3,0.0,
45,45.0,72.0,17.0,1.0,3,0.0,
46,46.0,68.0,17.0,1.0,3,0.0,
47,47.0,56.0,17.0,1.0,3,0.0,
48,48.0,70.0,18.0,2.0,3,1.0,
49,49.0,67.0,18.0,2.0,3,1.0,
50,50.0,58.0,18.0,1.0,3,1.0,
51,51.0,58.0,18.0,3.0,3,1.0,
52,52.0,60.0,19.0,1.0,3,0.0,
53,53.0,68.0,20.0,0.5,3,0.0,
54,54.0,65.0,20.0,1.0,3,0.0,
55,55.0,62.0,20.0,1.0,3,0.0,
56,56.0,67.0,20.5,0.25,3,0.0,
57,57.0,68.0,20.75,0.25,3,0.0,
58,58.0,67.0,21.0,1.0,3,1.0,
59,59.0,63.0,21.0,1.0,3,1.0,
60,60.0,74.0,22.0,1.0,3,0.0,
61,61.0,75.0,23.0,1.0,3,0.0,
62,62.0,55.0,24.0,1.0,3,1.0,
63,63.0,58.0,24.0,1.0,3,1.0,
64,64.0,63.0,24.0,1.0,3,1.0,
65,65.0,82.0,25.0,1.0,3,0.0,
66,66.0,79.0,26.0,1.0,3,0.0,
67,67.0,56.0,27.0,1.0,3,1.0,
68,68.0,60.0,27.0,1.0,3,1.0,
69,69.0,65.0,27.0,1.0,3,1.0,
70,70.0,77.0,27.5,0.5,3,0.0,
71,71.0,79.0,28.0,0.5,3,0.0,
72,72.0,80.0,28.5,0.5,3,0.0,
73,73.0,82.0,29.0,0.5,3,0.0,
74,74.0,84.0,29.5,0.5,3,0.0,
75,75.0,84.0,30.0,0.5,3,1.0,
76,76.0,58.0,30.0,1.0,3,1.0,
77,77.0,62.0,30.0,1.0,3,1.0,
78,78.0,65.0,30.0,1.0,3,1.0,
79,79.0,68.0,30.0,1.0,3,1.0,
80,80.0,82.0,30.5,0.5,3,0.0,
81,81.0,80.0,31.0,0.5,3,0.0,
82,82.0,79.0,31.5,0.5,3,0.0,
83,83.0,77.0,32.0,0.5,3,0.0,
84,84.0,74.0,32.5,0.5,3,0.0,
85,85.0,75.0,33.0,0.33333334,3,1.0,
86,86.0,51.0,33.0,1.0,3,1.0,
87,87.0,63.0,33.0,1.0,3,1.0,
88,88.0,70.0,33.333332,0.33333334,3,0.0,
89,89.0,67.0,33.666668,0.33333334,3,0.0,
90,90.0,70.0,34.0,0.33333334,3,0.0,
91,91.0,67.0,34.333332,0.33333334,3,0.0,
92,92.0,63.0,34.666668,0.33333334,3,0.0,
93,93.0,62.0,35.0,0.33333334,3,0.0,
94,94.0,46.0,35.0,1.0,3,0.0,
95,95.0,58.0,35.0,1.0,3,0.0,
96,96.0,65.0,35.333332,0.33333334,3,0.0,
97,97.0,68.0,35.666668,0.33333334,3,0.0,
98,98.0,67.0,36.0,0.33333334,3,1.0,
99,99.0,39.0,36.0,1.0,3,1.0,
100,100.0,51.0,36.0,1.0,3,1.0,
101,101.0,70.0,36.333332,0.33333334,3,0.0,
102,102.0,67.0,36.666668,0.33333334,3,0.0,
103,103.0,75.0,37.0,0.33333334,3,0.0,
104,104.0,43.0,37.0,1.0,3,0.0,
105,105.0,55.0,37.0,1.0,3,0.0,
