,nid,pitch,onset,duration,ts,label,duration_basis.duration,fermata_basis.fermata,grace_basis.grace_note,grace_basis.n_grace,grace_basis.grace_pos,onset_basis.onset,onset_basis.score_position,polynomial_pitch_basis.pitch,polynomial_pitch_basis.pitch^2,polynomial_pitch_basis.pitch^3,relative_score_position_basis.score_position,slur_basis.slur_incr,slur_basis.slur_decr,time_signature_basis.time_signature_num_1,time_signature_basis.time_signature_num_2,time_signature_basis.time_signature_num_3,time_signature_basis.time_signature_num_4,time_signature_basis.time_signature_num_5,time_signature_basis.time_signature_num_6,time_signature_basis.time_signature_num_7,time_signature_basis.time_signature_num_8,time_signature_basis.time_signature_num_9,time_signature_basis.time_signature_num_10,time_signature_basis.time_signature_num_11,time_signature_basis.time_signature_num_12,time_signature_basis.time_signature_num_other,time_signature_basis.time_signature_den_1,time_signature_basis.time_signature_den_2,time_signature_basis.time_signature_den_4,time_signature_basis.time_signature_den_8,time_signature_basis.time_signature_den_16,time_signature_basis.time_signature_den_other,vertical_neighbor_basis.n_total,vertical_neighbor_basis.n_above,vertical_neighbor_basis.n_below,vertical_neighbor_basis.highest_pitch,vertical_neighbor_basis.lowest_pitch,vertical_neighbor_basis.pitch_range
0,0,72.0,0.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5669291338582677,0.32140864281728565,0.18221592348696508,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0
1,1,65.0,1.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.005050505045801401,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.005050505045801401,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0
2,2,73.0,2.0,1.0,3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.010101010091602802,0.5748031496062992,0.3303986607973216,0.18991419085200376,0.010101010091602802,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0
3,3,60.0,0.0,1.0,3,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.01515151560306549,0.47244094488188976,0.2232004464008928,0.10544902979569738,0.01515151560306549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,64.0,60.0,4.0
4,4,64.0,0.0,1.0,3,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.01515151560306549,0.5039370078740157,0.25395250790501583,0.127976066975756,0.01515151560306549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,64.0,60.0,4.0
5,5,53.0,1.0,1.0,3,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.020202020183205605,0.41732283464566927,0.17415834831669663,0.07268025559673166,0.020202020183205605,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,65.0,53.0,12.0
6,6,65.0,1.0,1.0,3,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.020202020183205605,0.5118110236220472,0.2619505239010478,0.13406916577612682,0.020202020183205605,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,65.0,53.0,12.0
7,7,61.0,2.0,1.0,3,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.02525252476334572,0.48031496062992124,0.23070246140492282,0.11080984366693143,0.02525252476334572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,70.0,61.0,9.0
8,8,70.0,2.0,2.0,3,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.02525252476334572,0.5511811023622047,0.3038006076012152,0.16744915379594538,0.02525252476334572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,70.0,61.0,9.0
9,9,52.0,0.0,1.0,3,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.03030303120613098,0.4094488188976378,0.1676483352966706,0.06864341287737694,0.03030303120613098,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,72.0,52.0,20.0
