,nid,pitch,onset,duration,ts,label,rid
0,0.0,60.0,0.0,2.0,4,1.0,
1,1.0,36.0,0.0,2.0,4,1.0,
2,2.0,48.0,0.0,2.0,4,1.0,
3,3.0,63.0,2.0,1.0,4,0.0,
4,4.0,39.0,2.0,1.0,4,0.0,
5,5.0,51.0,2.0,1.0,4,0.0,
6,6.0,67.0,3.0,1.0,4,0.0,
7,7.0,43.0,3.0,1.0,4,0.0,
8,8.0,55.0,3.0,1.0,4,0.0,
9,9.0,72.0,4.0,1.0,4,1.0,
10,10.0,48.0,4.0,1.0,4,1.0,
11,11.0,60.0,4.0,1.0,4,1.0,
12,12.0,75.0,5.0,1.0,4,0.0,
13,13.0,51.0,5.0,1.0,4,0.0,
14,14.0,63.0,5.0,1.0,4,0.0,
15,15.0,75.0,6.75,0.25,4,0.0,
16,16.0,75.0,7.0,0.5,4,0.0,
17,17.0,74.0,7.5,0.25,4,0.0,
18,18.0,75.0,7.75,0.25,4,0.0,
19,19.0,79.0,8.0,1.0,4,1.0,
20,20.0,72.0,9.0,1.0,4,0.0,
21,21.0,63.0,9.0,1.0,4,0.0,
22,22.0,67.0,9.0,1.0,4,0.0,
23,23.0,72.0,10.0,1.0,4,0.0,
24,24.0,63.0,10.0,1.0,4,0.0,
25,25.0,67.0,10.0,1.0,4,0.0,
26,26.0,72.0,11.0,1.0,4,0.0,
27,27.0,63.0,11.0,1.0,4,0.0,
28,28.0,67.0,11.0,1.0,4,0.0,
29,29.0,80.0,12.0,1.0,4,1.0,
30,30.0,71.0,13.0,1.0,4,0.0,
31,31.0,62.0,13.0,1.0,4,0.0,
32,32.0,65.0,13.0,1.0,4,0.0,
33,33.0,68.0,13.0,1.0,4,0.0,
34,34.0,71.0,14.0,1.0,4,0.0,
35,35.0,62.0,14.0,1.0,4,0.0,
36,36.0,65.0,14.0,1.0,4,0.0,
37,37.0,68.0,14.0,1.0,4,0.0,
38,38.0,55.0,16.0,2.0,4,1.0,
39,39.0,31.0,16.0,2.0,4,1.0,
40,40.0,43.0,16.0,2.0,4,1.0,
41,41.0,59.0,18.0,1.0,4,0.0,
42,42.0,35.0,18.0,1.0,4,0.0,
43,43.0,47.0,18.0,1.0,4,0.0,
44,44.0,62.0,19.0,1.0,4,0.0,
45,45.0,38.0,19.0,1.0,4,0.0,
46,46.0,50.0,19.0,1.0,4,0.0,
47,47.0,67.0,20.0,1.0,4,1.0,
48,48.0,43.0,20.0,1.0,4,1.0,
49,49.0,55.0,20.0,1.0,4,1.0,
50,50.0,71.0,21.0,1.0,4,0.0,
51,51.0,47.0,21.0,1.0,4,0.0,
52,52.0,59.0,21.0,1.0,4,0.0,
53,53.0,74.0,22.75,0.25,4,0.0,
54,54.0,74.0,23.0,0.5,4,0.0,
55,55.0,72.0,23.5,0.25,4,0.0,
56,56.0,74.0,23.75,0.25,4,0.0,
57,57.0,77.0,24.0,1.0,4,1.0,
58,58.0,71.0,25.0,1.0,4,0.0,
59,59.0,62.0,25.0,1.0,4,0.0,
60,60.0,65.0,25.0,1.0,4,0.0,
61,61.0,68.0,25.0,1.0,4,0.0,
62,62.0,71.0,26.0,1.0,4,0.0,
63,63.0,62.0,26.0,1.0,4,0.0,
64,64.0,65.0,26.0,1.0,4,0.0,
65,65.0,68.0,26.0,1.0,4,0.0,
66,66.0,71.0,27.0,1.0,4,0.0,
67,67.0,62.0,27.0,1.0,4,0.0,
68,68.0,65.0,27.0,1.0,4,0.0,
69,69.0,68.0,27.0,1.0,4,0.0,
70,70.0,79.0,28.0,1.0,4,1.0,
71,71.0,72.0,29.0,1.0,4,0.0,
72,72.0,63.0,29.0,1.0,4,0.0,
73,73.0,67.0,29.0,1.0,4,0.0,
74,74.0,72.0,30.0,1.0,4,0.0,
75,75.0,63.0,30.0,1.0,4,0.0,
76,76.0,67.0,30.0,1.0,4,0.0,
77,77.0,67.0,32.0,3.0,4,1.0,
78,78.0,43.0,32.0,0.5,4,1.0,
79,79.0,55.0,32.5,0.5,4,0.0,
80,80.0,43.0,33.0,0.5,4,0.0,
81,81.0,55.0,33.5,0.5,4,0.0,
82,82.0,43.0,34.0,0.5,4,0.0,
83,83.0,55.0,34.5,0.5,4,0.0,
84,84.0,75.0,35.0,2.0,4,0.0,
85,85.0,67.0,35.0,1.0,4,0.0,
86,86.0,43.0,35.0,0.5,4,0.0,
87,87.0,55.0,35.5,0.5,4,0.0,
88,88.0,66.0,36.0,1.0,4,1.0,
89,89.0,43.0,36.0,0.5,4,1.0,
90,90.0,55.0,36.5,0.5,4,0.0,
91,91.0,74.0,37.0,2.0,4,0.0,
92,92.0,65.0,37.0,1.0,4,0.0,
93,93.0,43.0,37.0,0.5,4,0.0,
94,94.0,55.0,37.5,0.5,4,0.0,
95,95.0,64.0,38.0,1.0,4,0.0,
96,96.0,43.0,38.0,0.5,4,0.0,
97,97.0,55.0,38.5,0.5,4,0.0,
98,98.0,72.0,39.0,2.0,4,0.0,
99,99.0,63.0,39.0,1.0,4,0.0,
100,100.0,43.0,39.0,0.5,4,0.0,
101,101.0,55.0,39.5,0.5,4,0.0,
102,102.0,62.0,40.0,3.0,4,1.0,
103,103.0,43.0,40.0,0.5,4,1.0,
104,104.0,55.0,40.5,0.5,4,0.0,
105,105.0,71.0,41.0,1.0,4,0.0,
106,106.0,43.0,41.0,0.5,4,0.0,
107,107.0,55.0,41.5,0.5,4,0.0,
108,108.0,43.0,42.0,0.5,4,0.0,
109,109.0,55.0,42.5,0.5,4,0.0,
110,110.0,79.0,43.0,1.0,4,0.0,
111,111.0,75.0,43.0,2.0,4,0.0,
112,112.0,43.0,43.0,0.5,4,0.0,
113,113.0,55.0,43.5,0.5,4,0.0,
114,114.0,78.0,44.0,1.0,4,1.0,
115,115.0,43.0,44.0,0.5,4,1.0,
116,116.0,55.0,44.5,0.5,4,0.0,
117,117.0,77.0,45.0,1.0,4,0.0,
118,118.0,74.0,45.0,2.0,4,0.0,
119,119.0,43.0,45.0,0.5,4,0.0,
120,120.0,55.0,45.5,0.5,4,0.0,
121,121.0,76.0,46.0,1.0,4,0.0,
122,122.0,43.0,46.0,0.5,4,0.0,
123,123.0,55.0,46.5,0.5,4,0.0,
124,124.0,75.0,47.0,1.0,4,0.0,
125,125.0,72.0,47.0,2.0,4,0.0,
126,126.0,43.0,47.0,0.5,4,0.0,
127,127.0,55.0,47.5,0.5,4,0.0,
128,128.0,74.0,48.0,2.0,4,1.0,
129,129.0,43.0,48.0,0.5,4,1.0,
130,130.0,55.0,48.5,0.5,4,0.0,
