,src,des
0,0,1
1,1,0
2,9,10
3,10,9
4,11,12
5,12,11
6,13,14
7,14,13
8,15,16
9,16,15
10,17,18
11,18,17
12,21,22
13,22,21
14,23,24
15,24,23
16,32,33
17,33,32
18,39,40
19,40,39
20,41,42
21,42,41
22,43,44
23,44,43
24,45,46
25,46,45
26,47,48
27,48,47
28,49,50
29,50,49
30,51,52
31,52,51
32,55,56
33,56,55
34,57,58
35,58,57
36,66,67
37,67,66
38,70,71
39,71,70
40,72,73
41,73,72
42,75,76
43,76,75
44,78,79
45,79,78
46,81,82
47,82,81
48,84,85
49,85,84
50,88,89
51,89,88
52,90,91
53,91,90
54,99,100
55,99,101
56,100,99
57,100,101
58,101,99
59,101,100
60,105,106
61,106,105
62,110,111
63,111,110
64,115,116
65,115,117
66,116,115
67,116,117
68,117,115
69,117,116
70,120,121
71,121,120
72,125,126
73,126,125
74,131,132
75,132,131
76,133,134
77,134,133
78,135,136
79,136,135
80,137,138
81,138,137
82,139,140
83,140,139
84,141,142
85,142,141
86,143,144
87,144,143
88,145,146
89,146,145
90,149,150
91,150,149
92,151,152
93,152,151
94,153,154
95,154,153
96,155,156
97,156,155
98,157,158
99,158,157
100,159,160
101,160,159
102,161,162
103,162,161
104,163,164
105,164,163
106,165,166
107,166,165
108,167,168
109,168,167
110,169,170
111,170,169
112,171,172
113,172,171
114,173,174
115,174,173
116,175,176
117,176,175
118,177,178
119,178,177
120,179,180
121,180,179
122,181,182
123,182,181
124,183,184
125,184,183
126,185,186
127,186,185
128,187,188
129,188,187
130,189,190
131,190,189
132,191,192
133,192,191
134,193,194
135,194,193
136,195,196
137,196,195
138,197,198
139,198,197
140,199,200
141,200,199
142,208,209
143,209,208
144,210,211
145,211,210
146,212,213
147,213,212
148,214,215
149,215,214
150,216,217
151,217,216
152,218,219
153,219,218
154,220,221
155,221,220
156,222,223
157,223,222
158,224,225
159,225,224
160,226,227
161,227,226
162,228,229
163,229,228
164,230,231
165,231,230
166,232,233
167,233,232
168,234,235
169,235,234
170,236,237
171,237,236
172,238,239
173,239,238
174,240,241
175,241,240
176,246,247
177,247,246
178,248,249
179,249,248
180,250,251
181,251,250
182,252,253
183,253,252
184,254,255
185,255,254
186,256,257
187,257,256
188,258,259
189,259,258
190,260,261
191,261,260
192,264,265
193,265,264
194,266,267
195,266,268
196,267,266
197,267,268
198,268,266
199,268,267
200,269,270
201,270,269
202,271,272
203,272,271
204,273,274
205,274,273
206,275,276
207,275,277
208,275,278
209,276,275
210,276,277
211,276,278
212,277,275
213,277,276
214,277,278
215,278,275
216,278,276
217,278,277
218,279,280
219,280,279
220,281,282
221,282,281
222,287,288
223,288,287
224,289,290
225,290,289
226,291,292
227,292,291
228,293,294
229,294,293
230,295,296
231,296,295
232,297,298
233,298,297
234,299,300
235,300,299
236,301,302
237,302,301
238,305,306
239,306,305
240,307,308
241,308,307
242,316,317
243,317,316
244,322,323
245,323,322
246,324,325
247,325,324
248,326,327
249,327,326
250,328,329
251,329,328
252,330,331
253,331,330
254,332,333
255,333,332
256,334,335
257,335,334
258,336,337
259,337,336
260,340,341
261,341,340
262,342,343
263,343,342
264,351,352
265,352,351
266,357,358
267,358,357
268,359,360
269,360,359
270,361,362
271,362,361
272,363,364
273,364,363
274,365,366
275,366,365
276,367,368
277,368,367
278,369,370
279,370,369
280,371,372
281,372,371
282,377,378
283,378,377
284,379,380
285,380,379
286,381,382
287,382,381
288,383,384
289,384,383
290,385,386
291,386,385
292,387,388
293,388,387
294,389,390
295,390,389
296,391,392
297,392,391
298,393,394
299,394,393
300,395,396
301,396,395
302,399,400
303,400,399
304,401,402
305,402,401
306,403,404
307,404,403
308,405,406
309,405,407
310,406,405
311,406,407
312,407,405
313,407,406
314,408,409
315,409,408
316,410,411
317,411,410
318,412,413
319,413,412
320,414,415
321,414,416
322,414,417
323,415,414
324,415,416
325,415,417
326,416,414
327,416,415
328,416,417
329,417,414
330,417,415
331,417,416
332,418,419
333,419,418
334,427,428
335,428,427
336,433,434
337,434,433
338,435,436
339,436,435
340,437,438
341,438,437
342,439,440
343,440,439
344,441,442
345,442,441
346,443,444
347,444,443
348,445,446
349,446,445
350,447,448
351,448,447
352,451,452
353,452,451
354,453,454
355,454,453
356,455,456
357,456,455
358,457,458
359,458,457
360,459,460
361,460,459
362,461,462
363,462,461
364,463,464
365,464,463
366,465,466
367,466,465
368,467,468
369,468,467
370,469,470
371,470,469
372,471,472
373,472,471
374,473,474
375,474,473
376,475,476
377,476,475
378,477,478
379,478,477
380,479,480
381,480,479
382,481,482
383,482,481
384,483,484
385,484,483
386,485,486
387,486,485
388,487,488
389,488,487
390,489,490
391,490,489
392,491,492
393,492,491
394,493,494
395,494,493
396,495,496
397,496,495
398,497,498
399,498,497
400,499,500
401,500,499
