,nid,pitch,onset,duration,ts,label
0,0,72.0,0.0,2.0,4,1.0
1,1,48.0,0.0,2.0,4,1.0
2,2,60.0,0.0,0.0,4,1.0
3,3,64.0,0.0,0.0,4,1.0
4,4,67.0,0.0,0.0,4,1.0
5,5,67.0,2.0,2.0,4,0.0
6,6,43.0,2.0,2.0,4,0.0
7,7,76.0,4.0,1.5,4,1.0
8,8,52.0,4.0,1.5,4,1.0
9,9,77.0,5.5,0.25,4,0.0
10,10,53.0,5.5,0.25,4,0.0
11,11,74.0,5.75,0.25,4,0.0
12,12,50.0,5.75,0.25,4,0.0
13,13,72.0,6.0,1.0,4,0.0
14,14,48.0,6.0,1.0,4,0.0
15,15,79.0,8.0,1.0,4,1.0
16,16,64.0,8.0,0.5,4,1.0
17,17,67.0,8.5,0.5,4,0.0
18,18,79.0,9.0,1.0,4,0.0
19,19,64.0,9.0,0.5,4,0.0
20,20,67.0,9.5,0.5,4,0.0
21,21,61.0,10.0,0.5,4,0.0
22,22,67.0,10.5,0.5,4,0.0
23,23,81.0,11.0,1.0,4,0.0
24,24,61.0,11.0,0.5,4,0.0
25,25,67.0,11.5,0.5,4,0.0
26,26,77.0,12.0,1.0,4,1.0
27,27,62.0,12.0,0.5,4,1.0
28,28,79.0,12.0,0.0,4,1.0
29,29,67.0,12.5,0.5,4,0.0
30,30,77.0,13.0,1.0,4,0.0
31,31,62.0,13.0,0.5,4,0.0
32,32,67.0,13.5,0.5,4,0.0
33,33,59.0,14.0,0.5,4,0.0
34,34,67.0,14.5,0.5,4,0.0
35,35,79.0,15.0,1.0,4,0.0
36,36,59.0,15.0,0.5,4,0.0
37,37,67.0,15.5,0.5,4,0.0
38,38,76.0,16.0,1.0,4,1.0
39,39,60.0,16.0,0.5,4,1.0
40,40,77.0,16.0,0.0,4,1.0
41,41,67.0,16.5,0.5,4,0.0
42,42,76.0,17.0,1.0,4,0.0
43,43,60.0,17.0,0.5,4,0.0
44,44,67.0,17.5,0.5,4,0.0
45,45,64.0,18.0,0.5,4,0.0
46,46,67.0,18.5,0.5,4,0.0
47,47,79.0,19.0,0.5,4,0.0
48,48,64.0,19.0,0.5,4,0.0
49,49,76.0,19.5,0.5,4,0.0
50,50,67.0,19.5,0.5,4,0.0
51,51,73.0,20.0,0.5,4,1.0
52,52,65.0,20.0,4.0,4,1.0
53,53,69.0,20.0,4.0,4,1.0
54,54,74.0,20.5,0.5,4,0.0
55,55,77.0,21.0,0.5,4,0.0
56,56,76.0,21.5,0.5,4,0.0
57,57,73.0,22.0,0.5,4,0.0
58,58,74.0,22.5,0.5,4,0.0
59,59,77.0,23.0,0.5,4,0.0
60,60,76.0,23.5,0.5,4,0.0
61,61,73.0,24.0,0.5,4,1.0
62,62,74.0,24.5,0.5,4,0.0
63,63,77.0,25.0,0.5,4,0.0
64,64,53.0,25.0,1.0,4,0.0
