,nid,pitch,onset,duration,ts,label
0,0,72,-1.5,0.5,3,0
1,1,72,-1.0,0.5,3,0
2,2,72,-0.5,0.5,3,0
3,3,72,0.0,0.75,3,0
4,4,53,0.0,2.0,3,0
5,5,57,0.0,2.0,3,0
6,6,60,0.0,2.0,3,0
7,7,77,0.75,0.25,3,0
8,8,74,0.75,0.0,3,0
9,9,72,0.75,0.0,3,0
10,10,71,0.75,0.0,3,0
11,11,72,0.75,0.0,3,0
12,12,72,1.0,0.5,3,0
13,13,69,1.5,0.5,3,0
14,14,72,2.0,0.5,3,0
15,15,48,2.0,1.0,3,0
16,16,55,2.0,1.0,3,0
17,17,58,2.0,1.0,3,0
18,18,64,2.5,0.5,3,0
19,19,67,3.0,1.0,3,0
20,20,58,3.0,1.0,3,0
21,21,50,3.0,2.0,3,0
22,22,65,4.0,0.5,3,0
23,23,57,4.0,0.5,3,0
24,24,65,4.5,0.5,3,0
25,25,60,4.5,1.0,3,0
26,26,45,4.5,0.5,3,0
27,27,57,4.5,0.5,3,0
28,28,64,5.0,0.5,3,0
29,29,67,5.0,0.5,3,0
30,30,43,5.0,0.5,3,0
31,31,55,5.0,0.5,3,0
32,32,65,5.5,0.5,3,0
33,33,69,5.5,0.5,3,0
34,34,60,5.5,0.5,3,0
35,35,41,5.5,0.5,3,0
36,36,53,5.5,0.5,3,0
37,37,70,6.0,0.75,3,0
38,38,65,6.0,1.5,3,0
39,39,50,6.0,0.5,3,0
40,40,62,6.0,0.5,3,0
41,41,46,6.5,0.5,3,0
42,42,58,6.5,0.5,3,0
43,43,72,6.75,0.125,3,0
44,44,74,6.875,0.125,3,0
45,45,72,7.0,0.5,3,0
46,46,45,7.0,0.5,3,0
47,47,57,7.0,0.5,3,0
48,48,65,7.5,0.5,3,0
49,49,64,8.0,0.5,3,0
50,50,59,8.0,1.0,3,0
51,51,50,8.0,1.0,3,0
52,52,65,8.5,0.5,3,0
53,53,65,9.0,1.0,3,0
54,54,69,9.0,1.0,3,0
55,55,60,9.0,2.0,3,0
56,56,48,9.0,2.0,3,0
57,57,64,10.0,0.5,3,0
58,58,67,10.0,0.5,3,0
59,59,67,10.5,0.5,3,0
60,60,67,11.0,0.5,3,0
61,61,60,11.0,1.0,3,0
62,62,64,11.0,1.0,3,0
63,63,67,11.5,0.5,3,0
64,64,79,12.0,0.75,3,0
65,65,59,12.0,2.0,3,0
66,66,62,12.0,2.0,3,0
67,67,65,12.0,2.0,3,0
68,68,67,12.0,0.0,3,0
69,69,74,12.75,0.125,3,1
70,70,71,12.875,0.125,3,0
71,71,67,13.0,0.5,3,0
72,72,67,13.5,0.5,3,0
73,73,67,14.0,0.5,3,0
74,74,60,14.0,1.0,3,0
75,75,64,14.0,1.0,3,0
76,76,67,14.5,0.5,3,0
77,77,79,15.0,1.375,3,0
78,78,50,15.0,1.0,3,0
79,79,53,15.0,1.0,3,0
80,80,59,15.0,1.0,3,0
81,81,67,15.0,0.0,3,0
82,82,52,16.0,1.0,3,0
83,83,55,16.0,1.0,3,0
84,84,60,16.0,1.0,3,0
85,85,81,16.375,0.0625,3,0
86,86,83,16.4375,0.0625,3,0
87,87,84,16.5,0.25,3,0
88,88,83,16.75,0.25,3,0
89,89,81,17.0,0.25,3,0
90,90,79,17.25,0.25,3,0
91,91,77,17.5,0.25,3,0
92,92,76,17.75,0.25,3,0
93,93,73,18.0,0.25,3,0
94,94,74,18.25,0.25,3,0
95,95,77,18.5,0.25,3,0
96,96,57,18.5,0.5,3,0
97,97,62,18.5,0.5,3,0
98,98,53,18.5,0.5,3,0
99,99,81,18.75,0.25,3,0
100,100,72,19.0,1.5,3,0
101,101,60,19.0,1.0,3,0
102,102,64,19.0,1.0,3,0
103,103,55,19.0,2.0,3,0
104,104,62,20.0,1.0,3,0
105,105,65,20.0,1.0,3,0
106,106,76,20.5,0.25,3,0
107,107,71,20.5,0.5,3,0
108,108,74,20.75,0.25,3,0
109,109,72,21.0,1.0,3,0
110,110,60,21.0,1.0,3,0
111,111,64,21.0,1.0,3,0
112,112,48,22.0,0.5,3,0
113,113,72,22.5,0.5,3,0
114,114,72,23.0,0.5,3,0
115,115,74,23.0,0.0,3,0
116,116,69,23.5,0.5,3,0
117,117,70,23.5,0.0,3,0
118,118,67,24.0,1.0,3,1
119,119,63,24.0,1.5,3,1
120,120,60,24.0,1.5,3,1
121,121,66,25.0,0.5,3,0
122,122,66,25.5,0.5,3,0
123,123,63,25.5,0.5,3,0
124,124,60,25.5,0.5,3,0
125,125,67,26.0,0.5,3,0
126,126,62,26.0,0.5,3,0
127,127,58,26.0,0.5,3,0
128,128,66,26.5,0.5,3,0
129,129,69,26.5,0.5,3,0
130,130,62,26.5,0.5,3,0
131,131,57,26.5,0.5,3,0
132,132,60,26.5,0.5,3,0
133,133,66,27.0,1.0,3,0
134,134,69,27.0,1.0,3,0
135,135,60,27.0,1.0,3,0
136,136,55,27.0,1.5,3,0
137,137,62,27.0,1.5,3,0
138,138,67,28.0,0.5,3,0
139,139,70,28.0,0.5,3,0
140,140,58,28.0,0.5,3,0
141,141,64,28.5,0.5,3,0
142,142,61,28.5,0.5,3,0
143,143,58,28.5,0.5,3,0
144,144,65,29.0,0.5,3,0
145,145,60,29.0,0.5,3,0
146,146,57,29.0,0.5,3,0
147,147,64,29.5,0.5,3,0
148,148,67,29.5,0.5,3,0
149,149,60,29.5,0.5,3,0
150,150,55,29.5,0.5,3,0
151,151,58,29.5,0.5,3,0
152,152,69,30.0,0.5,3,0
153,153,65,30.0,2.0,3,0
154,154,57,30.0,0.5,3,0
155,155,60,30.0,0.5,3,0
156,156,53,30.0,0.5,3,0
157,157,70,30.5,0.5,3,0
158,158,50,30.5,0.5,3,0
159,159,72,31.0,0.5,3,0
160,160,45,31.0,1.0,3,0
161,161,73,31.5,0.5,3,0
162,162,74,32.0,0.5,3,0
163,163,65,32.0,0.5,3,0
164,164,46,32.0,0.5,3,0
165,165,76,32.0,0.0,3,0
166,166,70,32.5,0.5,3,0
167,167,67,32.5,0.5,3,0
168,168,43,32.5,0.5,3,0
169,169,72,32.5,0.0,3,0
170,170,65,33.0,1.0,3,0
171,171,69,33.0,1.0,3,0
172,172,48,33.0,2.0,3,0
173,173,64,34.0,0.5,3,0
174,174,67,34.0,0.5,3,0
175,175,72,34.5,0.5,3,0
176,176,72,35.0,0.5,3,0
177,177,72,35.5,0.5,3,0
178,178,82,36.0,1.5,3,0
179,179,72,36.0,5.0,3,0
180,180,36,36.0,0.75,3,0
181,181,48,36.0,0.75,3,0
182,182,38,36.75,0.25,3,0
183,183,50,36.75,0.25,3,0
184,184,40,37.0,0.5,3,0
185,185,52,37.0,0.5,3,0
186,186,81,37.5,0.5,3,0
187,187,41,37.5,0.5,3,0
188,188,53,37.5,0.5,3,0
189,189,79,38.0,0.5,3,0
190,190,43,38.0,0.5,3,0
191,191,55,38.0,0.5,3,0
192,192,77,38.5,0.5,3,0
193,193,69,38.5,0.5,3,0
194,194,45,38.5,0.5,3,0
195,195,57,38.5,0.5,3,0
196,196,77,39.0,1.0,3,0
197,197,67,39.0,2.0,3,0
198,198,46,39.0,2.0,3,0
199,199,58,39.0,2.0,3,0
200,200,76,40.0,0.5,3,0
201,201,75,40.5,0.5,3,0
202,202,75,41.0,0.5,3,0
203,203,75,41.5,0.5,3,0
204,204,75,42.0,0.75,3,0
205,205,57,42.0,1.0,3,0
206,206,60,42.0,1.0,3,0
207,207,65,42.0,1.0,3,0
208,208,77,42.75,0.25,3,0
209,209,79,43.0,0.5,3,0
210,210,57,43.0,1.0,3,0
211,211,60,43.0,1.0,3,0
212,212,65,43.0,1.0,3,0
213,213,77,43.5,0.25,3,0
214,214,75,43.75,0.25,3,0
215,215,75,44.0,0.25,3,0
216,216,57,44.0,1.0,3,0
217,217,63,44.0,1.0,3,0
218,218,65,44.0,1.0,3,0
219,219,74,44.25,0.25,3,0
220,220,74,44.5,0.25,3,0
221,221,73,44.75,0.25,3,0
222,222,73,45.0,1.0,3,0
223,223,58,45.0,2.0,3,0
224,224,62,45.0,2.0,3,0
225,225,65,45.0,2.0,3,0
226,226,74,46.0,0.5,3,0
227,227,77,46.5,0.25,3,0
228,228,76,46.75,0.25,3,0
229,229,79,47.0,0.25,3,0
230,230,77,47.25,0.25,3,0
231,231,76,47.5,0.25,3,0
232,232,74,47.75,0.25,3,0
233,233,74,48.0,1.0,3,0
234,234,58,48.0,1.0,3,0
235,235,62,48.0,1.0,3,0
236,236,53,48.0,2.0,3,0
237,237,72,49.0,0.5,3,0
238,238,57,49.0,1.0,3,0
239,239,60,49.0,1.0,3,0
240,240,77,49.5,0.375,3,0
241,241,72,49.875,0.125,3,0
242,242,81,50.0,0.375,3,0
243,243,77,50.375,0.125,3,0
244,244,72,50.5,0.375,3,0
245,245,69,50.875,0.125,3,0
246,246,72,51.0,0.75,3,0
247,247,52,51.0,1.5,3,0
248,248,55,51.0,1.5,3,0
249,249,60,51.0,1.5,3,0
250,250,71,51.75,0.25,3,0
251,251,70,52.0,0.5,3,0
252,252,67,52.5,0.5,3,0
253,253,64,52.5,0.375,3,0
254,254,46,52.5,0.5,3,0
255,255,58,52.5,0.5,3,0
256,256,60,52.875,0.125,3,0
257,257,69,53.0,0.5,3,0
258,258,65,53.0,0.375,3,0
259,259,45,53.0,0.5,3,0
260,260,57,53.0,0.5,3,0
261,261,60,53.375,0.125,3,0
262,262,70,53.5,0.5,3,0
263,263,67,53.5,0.375,3,0
264,264,43,53.5,0.5,3,0
265,265,55,53.5,0.5,3,0
266,266,60,53.875,0.125,3,0
267,267,72,54.0,0.25,3,0
268,268,69,54.0,0.5,3,0
269,269,41,54.0,0.5,3,0
270,270,53,54.0,0.5,3,0
271,271,74,54.25,0.25,3,0
272,272,76,54.5,0.25,3,0
273,273,77,54.75,0.25,3,0
274,274,65,55.0,1.5,3,0
275,275,60,55.0,1.5,3,0
276,276,57,55.0,1.0,3,0
277,277,48,55.0,2.0,3,0
