,nid,pitch,onset,duration,label
0,0,77,-1.0,0.5,0
1,1,79,-0.5,0.5,0
2,2,59,-0.5,0.5,0
3,3,67,-0.5,0.5,0
4,4,75,0.0,0.5,1
5,5,60,0.0,1.0,1
6,6,67,0.0,1.0,1
7,7,77,0.0,0.0,1
8,8,74,0.5,0.25,0
9,9,72,0.75,0.25,0
10,10,75,1.0,0.5,0
11,11,77,1.5,0.5,0
12,12,57,1.5,0.5,0
13,13,65,1.5,0.5,0
14,14,74,2.0,0.5,1
15,15,58,2.0,1.0,1
16,16,65,2.0,1.0,1
17,17,75,2.0,0.0,1
18,18,72,2.5,0.25,0
19,19,70,2.75,0.25,0
20,20,77,3.0,0.5,0
21,21,82,3.5,0.5,0
22,22,62,3.5,0.5,0
23,23,70,3.5,0.5,0
24,24,81,4.0,0.25,1
25,25,70,4.0,1.0,1
26,26,63,4.0,0.5,1
27,27,79,4.25,0.25,0
28,28,79,4.5,0.25,0
29,29,62,4.5,0.5,0
30,30,77,4.75,0.25,0
31,31,77,5.0,0.25,0
32,32,69,5.0,0.5,0
33,33,60,5.0,0.5,0
34,34,75,5.25,0.25,0
35,35,75,5.5,0.25,0
36,36,70,5.5,0.5,0
37,37,58,5.5,0.5,0
38,38,74,5.75,0.25,0
39,39,74,6.0,0.5,1
40,40,70,6.0,0.5,1
41,41,65,6.0,1.0,1
42,42,72,6.5,0.5,0
43,43,69,6.5,0.5,0
44,44,77,7.0,0.25,0
45,45,76,7.25,0.25,0
46,46,77,7.5,0.25,0
47,47,47,7.5,0.5,0
48,48,59,7.5,0.5,0
49,49,79,7.75,0.25,0
50,50,75,8.0,0.5,1
51,51,48,8.0,0.5,1
52,52,60,8.0,0.5,1
53,53,77,8.0,0.0,1
54,54,74,8.5,0.25,0
55,55,51,8.5,0.5,0
56,56,63,8.5,0.5,0
57,57,72,8.75,0.25,0
58,58,75,9.0,0.25,0
59,59,74,9.25,0.25,0
60,60,75,9.5,0.25,0
61,61,45,9.5,0.5,0
62,62,57,9.5,0.5,0
