,nid,pitch,onset,duration,label
0,0,60,0.0,1.0,0
1,1,65,0.0,1.0,0
2,2,69,0.0,1.0,0
3,3,72,0.0,1.0,0
4,4,41,0.0,1.0,0
5,5,53,0.0,1.0,0
6,6,69,1.0,1.0,0
7,7,72,1.0,1.0,0
8,8,48,1.0,1.0,0
9,9,69,2.0,1.0,0
10,10,72,2.0,1.0,0
11,11,45,2.0,1.0,0
12,12,69,3.0,1.5,0
13,13,72,3.0,1.5,0
14,14,41,3.0,1.0,0
15,15,29,4.0,1.0,0
16,16,74,4.5,0.25,0
17,17,72,4.75,0.25,0
18,18,70,5.0,0.25,0
19,19,69,5.25,0.25,0
20,20,67,5.5,0.25,0
21,21,65,5.75,0.25,0
22,22,77,6.0,1.0,0
23,23,53,6.0,0.5,0
24,24,57,6.0,0.5,0
25,25,53,6.5,0.5,0
26,26,57,6.5,0.5,0
27,27,76,7.0,1.0,0
28,28,53,7.0,0.5,0
29,29,55,7.0,0.5,0
30,30,58,7.0,0.5,0
31,31,53,7.5,0.5,0
32,32,55,7.5,0.5,0
33,33,58,7.5,0.5,0
34,34,75,8.0,1.0,0
35,35,53,8.0,0.5,0
36,36,57,8.0,0.5,0
37,37,60,8.0,0.5,0
38,38,53,8.5,0.5,0
39,39,57,8.5,0.5,0
40,40,60,8.5,0.5,0
41,41,74,9.0,1.0,0
42,42,53,9.0,0.5,0
43,43,58,9.0,0.5,0
44,44,62,9.0,0.5,0
45,45,53,9.5,0.5,0
46,46,58,9.5,0.5,0
47,47,62,9.5,0.5,0
48,48,53,10.0,0.5,0
49,49,58,10.0,0.5,0
50,50,62,10.0,0.5,0
51,51,53,10.5,0.5,0
52,52,58,10.5,0.5,0
53,53,62,10.5,0.5,0
54,54,53,11.0,0.5,0
55,55,58,11.0,0.5,0
56,56,62,11.0,0.5,0
57,57,53,11.5,0.5,0
58,58,58,11.5,0.5,0
59,59,62,11.5,0.5,0
60,60,72,12.0,0.5,0
61,61,53,12.0,0.5,0
62,62,55,12.0,0.5,0
63,63,64,12.0,0.5,0
64,64,70,12.5,0.5,0
65,65,53,12.5,0.5,0
66,66,55,12.5,0.5,0
67,67,64,12.5,0.5,0
68,68,70,13.0,1.0,0
69,69,53,13.0,0.5,0
70,70,55,13.0,0.5,0
71,71,64,13.0,0.5,0
72,72,53,13.5,0.5,0
73,73,55,13.5,0.5,0
74,74,64,13.5,0.5,0
75,75,53,14.0,0.5,0
76,76,55,14.0,0.5,0
77,77,64,14.0,0.5,0
78,78,53,14.5,0.5,0
79,79,55,14.5,0.5,0
80,80,64,14.5,0.5,0
81,81,74,15.0,0.5,0
82,82,53,15.0,0.5,0
83,83,57,15.0,0.5,0
84,84,65,15.0,0.5,0
85,85,72,15.5,0.5,0
86,86,53,15.5,0.5,0
87,87,57,15.5,0.5,0
88,88,65,15.5,0.5,0
89,89,72,16.0,1.0,0
90,90,53,16.0,0.5,0
91,91,57,16.0,0.5,0
92,92,65,16.0,0.5,0
93,93,53,16.5,0.5,0
94,94,57,16.5,0.5,0
95,95,65,16.5,0.5,0
96,96,53,17.0,0.5,0
97,97,57,17.0,0.5,0
98,98,65,17.0,0.5,0
99,99,53,17.5,0.5,0
100,100,57,17.5,0.5,0
101,101,65,17.5,0.5,0
102,102,82,18.0,0.25,0
103,103,52,18.0,1.0,0
104,104,55,18.0,1.0,0
105,105,60,18.0,1.0,0
106,106,81,18.25,0.25,0
107,107,79,18.5,0.25,0
108,108,81,18.75,0.25,0
109,109,79,19.0,0.25,0
110,110,77,19.25,0.25,0
111,111,76,19.5,0.25,0
112,112,77,19.75,0.25,0
113,113,76,20.0,0.25,0
114,114,74,20.25,0.25,0
115,115,72,20.5,0.25,0
116,116,70,20.75,0.25,0
117,117,69,21.0,0.5,0
118,118,53,21.0,0.25,0
119,119,60,21.25,0.25,0
120,120,77,21.5,1.0,0
121,121,57,21.5,0.25,0
122,122,60,21.75,0.25,0
123,123,55,22.0,0.25,0
124,124,60,22.25,0.25,0
125,125,76,22.5,1.0,0
126,126,58,22.5,0.25,0
127,127,60,22.75,0.25,0
128,128,57,23.0,0.25,0
129,129,60,23.25,0.25,0
130,130,77,23.5,0.5,0
131,131,57,23.5,0.25,0
132,132,60,23.75,0.25,0
133,133,58,24.0,0.5,0
134,134,65,24.5,0.5,0
135,135,74,24.5,0.5,0
136,136,46,25.0,0.5,0
137,137,58,25.5,0.5,0
138,138,67,25.5,0.5,0
139,139,48,26.0,0.5,0
140,140,55,26.5,0.5,0
141,141,64,26.5,0.5,0
142,142,82,27.0,0.25,1
143,143,52,27.0,1.0,1
144,144,55,27.0,1.0,1
145,145,60,27.0,1.0,1
146,146,81,27.25,0.25,0
147,147,79,27.5,0.25,0
148,148,81,27.75,0.25,0
149,149,79,28.0,0.25,0
150,150,77,28.25,0.25,0
151,151,76,28.5,0.25,0
152,152,77,28.75,0.25,0
153,153,76,29.0,0.25,0
154,154,74,29.25,0.25,0
155,155,72,29.5,0.25,0
156,156,70,29.75,0.25,0
157,157,69,30.0,0.5,0
158,158,53,30.0,0.25,0
159,159,60,30.25,0.25,0
160,160,81,30.5,1.0,0
161,161,57,30.5,0.25,0
162,162,60,30.75,0.25,0
163,163,55,31.0,0.25,0
164,164,64,31.25,0.25,0
165,165,79,31.5,1.0,0
166,166,58,31.5,0.25,0
167,167,64,31.75,0.25,0
168,168,57,32.0,0.25,0
169,169,65,32.25,0.25,0
170,170,77,32.5,0.5,0
171,171,60,32.5,0.25,0
172,172,65,32.75,0.25,0
173,173,58,33.0,0.5,0
174,174,65,33.5,0.5,0
175,175,74,33.5,0.5,0
176,176,46,34.0,0.5,0
177,177,58,34.5,0.5,0
178,178,67,34.5,0.5,0
179,179,48,35.0,0.5,0
180,180,55,35.5,0.5,0
181,181,64,35.5,0.5,0
182,182,57,36.0,0.33333334,1
183,183,41,36.0,1.0,1
184,184,53,36.0,1.0,1
185,185,65,36.333332,0.33333334,0
186,186,60,36.666668,0.33333334,0
187,187,69,37.0,0.33333334,0
188,188,65,37.333332,0.33333334,0
189,189,60,37.666668,0.33333334,0
190,190,58,38.0,0.33333334,0
191,191,36,38.0,1.0,0
192,192,48,38.0,1.0,0
193,193,67,38.333332,0.33333334,0
194,194,64,38.666668,0.33333334,0
195,195,65,39.0,0.33333334,0
196,196,29,39.0,1.0,0
197,197,41,39.0,1.0,0
198,198,57,39.333332,0.33333334,0
199,199,60,39.666668,0.33333334,0
200,200,67,40.0,0.33333334,0
201,201,60,40.333332,0.33333334,0
202,202,64,40.666668,0.33333334,0
203,203,69,41.0,0.33333334,0
204,204,60,41.333332,0.33333334,0
205,205,65,41.666668,0.33333334,0
206,206,60,42.0,0.33333334,0
207,207,36,42.0,1.0,0
208,208,48,42.0,1.0,0
209,209,67,42.333332,0.33333334,0
210,210,64,42.666668,0.33333334,0
211,211,70,43.0,0.33333334,0
212,212,67,43.333332,0.33333334,0
213,213,64,43.666668,0.33333334,0
214,214,60,44.0,0.33333334,0
215,215,41,44.0,1.0,0
216,216,53,44.0,1.0,0
217,217,69,44.333332,0.33333334,0
218,218,65,44.666668,0.33333334,0
219,219,67,45.0,0.33333334,0
220,220,48,45.0,1.0,0
221,221,60,45.0,1.0,0
222,222,60,45.333332,0.33333334,0
223,223,64,45.666668,0.33333334,0
224,224,69,46.0,0.33333334,0
225,225,60,46.333332,0.33333334,0
226,226,65,46.666668,0.33333334,0
227,227,70,47.0,0.33333334,0
228,228,60,47.333332,0.33333334,0
229,229,67,47.666668,0.33333334,0
230,230,69,48.0,0.33333334,0
231,231,41,48.0,1.0,0
232,232,53,48.0,1.0,0
233,233,72,48.333332,0.33333334,0
234,234,77,48.666668,0.33333334,0
235,235,81,49.0,0.33333334,0
236,236,77,49.333332,0.33333334,0
237,237,74,49.666668,0.33333334,0
238,238,72,50.0,0.33333334,0
239,239,77,50.333332,0.33333334,0
240,240,81,50.666668,0.33333334,0
241,241,80,51.0,0.33333334,0
242,242,53,51.0,1.0,0
243,243,65,51.0,1.0,0
244,244,74,51.333332,0.33333334,0
245,245,71,51.666668,0.33333334,0
246,246,72,52.0,0.33333334,0
247,247,52,52.0,1.0,0
248,248,64,52.0,1.0,0
249,249,76,52.333332,0.33333334,0
250,250,79,52.666668,0.33333334,0
251,251,75,53.0,0.33333334,0
252,252,72,53.333332,0.33333334,0
253,253,70,53.666668,0.33333334,0
254,254,69,54.0,0.33333334,0
255,255,51,54.0,1.0,0
256,256,63,54.0,1.0,0
257,257,72,54.333332,0.33333334,0
258,258,78,54.666668,0.33333334,0
259,259,77,55.0,0.33333334,0
260,260,50,55.0,1.0,0
261,261,62,55.0,1.0,0
262,262,74,55.333332,0.33333334,0
263,263,70,55.666668,0.33333334,0
264,264,69,56.0,0.33333334,0
265,265,74,56.333332,0.33333334,0
266,266,77,56.666668,0.33333334,0
267,267,77,57.0,0.33333334,0
268,268,50,57.0,1.0,0
