,rid,onset,duration,ts,label
0,0,13.0,0.0,6,0.0
1,1,16.0,0.0,6,0.0
2,2,22.0,0.0,6,0.0
3,3,38.0,0.0,6,0.0
4,4,46.0,0.0,6,0.0
5,5,46.0,1.0,6,0.0
6,6,48.0,0.0,6,0.0
7,7,61.0,0.0,6,0.0
8,8,64.0,0.0,6,0.0
9,9,70.0,0.0,6,0.0
10,10,70.0,1.0,6,0.0
11,11,72.0,0.0,6,0.0
12,12,86.0,0.0,6,0.0
13,13,92.0,0.0,6,0.0
14,14,93.0,0.0,6,0.0
15,15,99.0,0.0,6,0.0
16,16,105.0,0.0,6,0.0
17,17,111.0,0.0,6,0.0
18,18,116.0,0.0,6,0.0
19,19,119.0,0.0,6,0.0
20,20,122.0,0.0,6,0.0
21,21,128.0,0.0,6,0.0
22,22,131.0,0.0,6,0.0
23,23,134.0,0.0,6,0.0
24,24,138.0,-0.5,6,0.0
25,25,141.0,-0.5,6,0.0
26,26,144.0,-0.5,6,0.0
27,27,147.0,-0.5,6,0.0
28,28,157.0,0.0,6,0.0
29,29,160.0,0.0,6,0.0
30,30,161.0,0.0,6,0.0
31,31,200.0,0.0,6,0.0
32,32,203.0,0.0,6,0.0
33,33,212.0,0.0,6,0.0
34,34,215.0,0.0,6,0.0
35,35,222.0,-0.5,6,0.0
36,36,224.0,0.0,6,0.0
37,37,228.0,-0.5,6,0.0
38,38,230.0,0.0,6,0.0
39,39,234.0,0.0,6,0.0
40,40,237.0,0.0,6,0.0
41,41,244.0,0.0,6,0.0
42,42,245.0,0.0,6,0.0
43,43,260.0,0.0,6,0.0
44,44,261.0,0.0,6,0.0
45,45,268.0,0.0,6,0.0
46,46,269.0,0.0,6,0.0
47,47,283.0,0.0,6,0.0
48,48,286.0,0.0,6,0.0
49,49,295.0,0.0,6,0.0
50,50,296.0,0.0,6,0.0
51,51,299.0,0.0,6,0.0
52,52,313.0,0.0,6,0.0
53,53,325.0,0.0,6,0.0
54,54,344.0,0.0,6,0.0
55,55,345.0,1.0,6,0.0
56,56,347.0,0.0,6,0.0
57,57,356.0,0.0,6,0.0
58,58,357.0,1.0,6,0.0
59,59,359.0,0.0,6,0.0
60,60,368.0,0.0,6,0.0
61,61,369.0,1.0,6,0.0
62,62,371.0,0.0,6,0.0
63,63,374.0,0.0,6,0.0
64,64,410.0,0.0,6,0.0
65,65,415.0,0.0,6,0.0
66,66,430.0,0.0,6,0.0
67,67,433.0,0.0,6,0.0
68,68,436.0,0.0,6,0.0
69,69,446.0,0.0,6,0.0
70,70,449.0,0.0,6,0.0
71,71,456.0,-0.5,6,0.0
72,72,458.0,0.0,6,0.0
73,73,461.0,0.0,6,0.0
74,74,462.0,-0.5,6,0.0
75,75,463.0,0.0,6,0.0
76,76,464.0,-0.5,6,0.0
77,77,465.0,-0.5,6,0.0
78,78,466.0,0.0,6,0.0
79,79,467.0,-0.5,6,0.0
80,80,468.0,0.0,6,0.0
81,81,471.0,0.0,6,0.0
82,82,474.0,0.0,6,0.0
83,83,477.0,0.0,6,0.0
84,84,482.0,0.0,6,0.0
85,85,485.0,0.0,6,0.0
86,86,488.0,0.0,6,0.0
87,87,491.0,0.0,6,0.0
88,88,494.0,0.0,6,0.0
89,89,497.0,0.0,6,0.0
90,90,512.0,0.0,6,0.0
91,91,515.0,0.0,6,0.0
92,92,530.0,0.0,6,0.0
93,93,533.0,0.0,6,0.0
94,94,548.0,0.0,6,0.0
95,95,551.0,0.0,6,0.0
96,96,578.0,0.0,6,0.0
97,97,601.0,0.0,6,0.0
98,98,604.0,0.0,6,0.0
99,99,610.0,0.0,6,0.0
100,100,626.0,0.0,6,0.0
101,101,628.0,0.0,6,0.0
102,102,634.0,0.0,6,0.0
103,103,635.0,0.0,6,0.0
104,104,636.0,0.0,6,0.0
105,105,646.0,0.0,6,0.0
106,106,652.0,0.0,6,0.0
107,107,664.0,0.0,6,0.0
108,108,667.0,0.0,6,0.0
109,109,670.0,0.0,6,0.0
110,110,673.0,0.0,6,0.0
111,111,676.0,0.0,6,0.0
112,112,679.0,0.0,6,0.0
113,113,682.0,0.0,6,0.0
114,114,685.0,0.0,6,0.0
115,115,688.0,0.0,6,0.0
116,116,691.0,0.0,6,0.0
117,117,694.0,0.0,6,0.0
118,118,697.0,0.0,6,0.0
119,119,700.0,0.0,6,0.0
120,120,703.0,0.0,6,0.0
121,121,705.0,-0.5,6,0.0
122,122,708.0,-0.5,6,0.0
123,123,711.0,-0.5,6,0.0
124,124,721.0,0.0,6,0.0
125,125,724.0,0.0,6,0.0
126,126,725.0,0.0,6,0.0
127,127,740.0,0.0,6,0.0
128,128,741.0,0.0,6,0.0
129,129,748.0,0.0,6,0.0
130,130,749.0,0.0,6,0.0
131,131,763.0,0.0,6,0.0
132,132,766.0,0.0,6,0.0
133,133,772.0,0.0,6,0.0
134,134,773.0,0.0,6,0.0
135,135,796.0,0.0,6,0.0
136,136,796.0,1.0,6,0.0
137,137,810.0,0.0,6,0.0
138,138,813.0,0.0,6,0.0
139,139,816.0,0.0,6,0.0
140,140,820.0,0.0,6,0.0
141,141,821.0,0.0,6,0.0
142,142,860.0,0.0,6,0.0
143,143,863.0,0.0,6,0.0
144,144,870.0,-0.5,6,0.0
145,145,872.0,0.0,6,0.0
146,146,875.0,0.0,6,0.0
147,147,882.0,-0.5,6,0.0
148,148,884.0,0.0,6,0.0
149,149,888.0,-0.5,6,0.0
150,150,890.0,0.0,6,0.0
151,151,894.0,-0.5,6,0.0
152,152,894.0,0.0,6,0.0
153,153,897.0,0.0,6,0.0
154,154,900.0,0.0,6,0.0
155,155,903.0,0.0,6,0.0
156,156,908.0,0.0,6,0.0
157,157,925.0,0.0,6,0.0
158,158,937.0,0.0,6,0.0
159,159,956.0,0.0,6,0.0
160,160,957.0,1.0,6,0.0
161,161,959.0,0.0,6,0.0
